text,line,start_pos,end_pos,file,label_struck
"Additionally, the reactor building inspection identified two cracks exceeding 0.04 inches in maximum width near the ring girder.",100,835,963,ML14087A338.txt,U
The licensee evaluated the impact of the second set of cracks in Condition Report 2-2005-01146.,100,963,1058,ML14087A338.txt,U
The responsible engineer recorded and evaluated each of these cracks.,100,1058,1127,ML14087A338.txt,U
"For the cracks that exceeded 0.04 inches the licensee considered the cause of the cracking, the acceptability of the concrete, and any follow-up actions that needed to be taken.",100,1127,1304,ML14087A338.txt,U
The licensee determined that the general mass of the concrete section remained sound except for the thin feathered edges of the triangular crack pattern.,100,1304,1457,ML14087A338.txt,U
The licensee removed areas identified as hollow until only sound concrete remained.,100,1457,1540,ML14087A338.txt,U
The licensee sealed the exposed concrete with caulking to protect from the elements and to avoid potential water intrusion into any remaining hairline cracks.,100,1540,1698,ML14087A338.txt,U
The responsible engineer attributed the 0.01-inch cracks to temperature curing at initial construction and concluded the cracks had no impact on the containment structure.,100,1698,1869,ML14087A338.txt,U
The team determined that the reactor building inspection completed in 2010 did not include any record of conditions of the two areas of cracks that the licensee had discovered and evaluated in 2005.,100,1869,2067,ML14087A338.txt,U
"Further, the team determined that the licensee did not follow the requirements in Procedure CEP-CII-004 to evaluate these cracks during a subsequent inspection in order to characterize any changes or determine the cracks had not changed.",100,2067,2304,ML14087A338.txt,U
"Specifically, Procedure CEP-CII-004, Appendix D, Step 3.1.7 states ""Cracks greater than 0.3 mm (0.010 in.)",100,2304,2410,ML14087A338.txt,U
"in maximum width on surfaces within 2 feet of tendon anchorage base plates, and cracks greater than 1 mm (0.040 in.)",100,2410,2526,ML14087A338.txt,U
"in maximum width in other regions, measured below any surface enhanced widening; EXCEPT for cracks which have been determined to be acceptable `passive cracks' during previous examinations AND that show no indication of change since the last examination (`passive cracks' are defined as those having an absence of recent growth and absence of other degradation mechanisms at the crack).""",100,2526,2913,ML14087A338.txt,U
Analysis.,100,2913,2922,ML14087A338.txt,U
"The team determined that the failure to assess previous indications of concrete degradation, as specified in plant procedures, was a performance deficiency.",100,2922,3078,ML14087A338.txt,U
"The team considered the finding more than minor because, if left uncorrected, the finding would have the potential to lead to a more significant safety concern.",100,3078,3238,ML14087A338.txt,U
"Specifically, failure to track the growth of existing cracks on the reactor building could allow degradation to continue to the point of affecting the structural integrity.",100,3238,3410,ML14087A338.txt,U
"In accordance with Inspection Manual Chapter 0609, Appendix A, ""The Significance Determination Process (SDP) for Findings At-Power,"" dated June 19, 2012, Exhibit 3, - 17 -",100,3410,3581,ML14087A338.txt,U
"""Barrier Integrity Screening Questions,"" the issue screened as having very low safety significance (Green) because it did not involve an actual open pathway in the physical integrity of the containment, loss of containment isolation, or reduction in heat removal capability and it did not affect hydrogen igniters.",102,0,315,ML14087A338.txt,U
The team determined that this finding had a human performance cross cutting aspect in the area of work management.,102,315,429,ML14087A338.txt,U
"The licensee did not implement a process of planning, controlling, and executing work activities such that nuclear safety was the overriding priority [H.5].",102,429,585,ML14087A338.txt,U
Enforcement.,102,585,597,ML14087A338.txt,U
"The team identified a Green non-cited violation of 10 CFR Part 50, Appendix B, Criterion V, which states, in part, that ""activities affecting quality shall be accomplished in accordance with procedures.""",102,597,800,ML14087A338.txt,U
"Procedure CEP-CII-004, Appendix D, Step 3.1.7 states that conditions exceeding defined criteria must be recorded and evaluated ""EXCEPT for cracks which have been determined to be acceptable `passive cracks' during previous examinations AND that show no indication of change since the last examination.""",102,800,1102,ML14087A338.txt,U
"Contrary to the above, prior to September 15, 2010, for inspection activities affecting quality, the licensee failed to inspect previously identified crack areas to confirm no changes had occurred as required by procedures.",102,1102,1325,ML14087A338.txt,U
"Specifically, during the 30th anniversary (2010) of the concrete containment inspection of Unit 2 reactor building, the licensee failed to perform a subsequent visual inspection of concrete cracks that exceeded acceptable criteria from the 25th anniversary inspection (2005).",102,1325,1600,ML14087A338.txt,U
"The corrective actions included verifying that the indications did not structurally affect the reactor building in these instances, initiating Condition Report C-2014-00597, and scheduling the affected areas for review during the upcoming 5-year inspection.",102,1600,1857,ML14087A338.txt,U
"Because this finding was of very low safety significance and had been entered into the corrective action program, this violation is being treated as a non-cited violation in accordance with section 2.3.2.a of the NRC Enforcement Policy: NCV 05000368/2014007-01, ""Failure to Reassess the Effects of Aging.""",102,1857,2162,ML14087A338.txt,U
16.2.3.7 Augmented Inspections Program (17847) The Augmented Inspections Program aging management programs managed the effects of aging caused by cracking and loss of material in systems and components that did not require examination in accordance with ASME Section XI.,102,2162,2432,ML14087A338.txt,U
The team determined that the licensee established the same controls and performed similar nondestructive examinations as they performed for the ASME Section XI components.,102,2432,2603,ML14087A338.txt,U
"The team verified the licensee established and performed baseline inspections of components in the following augmented inspection programs: (1) main feedwater and main steam system welds, not in the Class 2 piping, to support the high energy line break analysis; (2) borated water storage tank header including the lines from the reactor building sump; (3) welds of the piping wetted by the reactor building sump water; (4) supplemental inspections of the ""Q"" stainless piping of the main steam system; (5) a one-time inspection of the Penetration 68 piping and components and the decay heat pump room drain valves; (6) special inspections of Penetrations 10, 47, 58, and 64; (7) visual inspection of the pressure retaining surfaces of one reactor coolant pump; (8) volumetric/non-destructive inspection of sodium hydroxide system stainless steel - 18 -",102,2603,3456,ML14087A338.txt,U
piping and valves; and (9) volumetric/non-destructive inspection of chilled water system stainless steel tubing and valves.,104,0,124,ML14087A338.txt,U
"The team reviewed the implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",104,124,274,ML14087A338.txt,U
The team interviewed the program owner and reviewed nondestructive examination records.,104,274,361,ML14087A338.txt,U
The team verified that the licensee had appropriately established unique License Renewal Augmented Inspection requirements in their Inservice Inspection program.,104,361,522,ML14087A338.txt,U
"The team verified that the licensee established unique designators for each of the components and welds if needed, established appropriate inspection samples, and properly conducted the examinations.",104,522,721,ML14087A338.txt,U
The team identified no concerns with the examination results.,104,721,782,ML14087A338.txt,U
Letter 1CAN011405 revised the commitment from performing radiographic examination of the reactor building sump Penetration 68 piping Valves CV-4400 and CV-4446 to performing ultrasonic testing examination of welds in the associated piping.,104,782,1021,ML14087A338.txt,U
"Although radiography would provide some indication of gross wall loss in the thick valve bodies, the licensee determined that the aging effects of corrosion and cracking would be manifested earlier in the thinner piping and welds to the valves instead.",104,1021,1273,ML14087A338.txt,U
The team identified no concerns with this commitment change.,104,1273,1333,ML14087A338.txt,U
"The team determined that the licensee had not completed their commitment to perform a one-time inspection of a single reactor coolant pump casing and cover; specifically, the licensee had not inspected the pump cover because of the potential for high radiation exposure.",104,1333,1603,ML14087A338.txt,O
The licensee had replaced three of the four reactor coolant pump covers and planned to replace the final reactor coolant pump cover in 2019.,104,1603,1743,ML14087A338.txt,U
"Instead of acquiring additional exposure, the licensee revised their plan to evaluate the effects of aging by taking credit for a reactor coolant pump cover inspection performed at Davis Besse.",104,1743,1936,ML14087A338.txt,U
"The licensee determined that the pump vendor had supplied identical reactor coolant pumps, including the reactor coolant pump covers, to Davis Besse and Arkansas Nuclear One, Unit 1.",104,1936,2118,ML14087A338.txt,U
The licensee identified similar operating conditions for both facilities except for chemistry controls.,104,2118,2221,ML14087A338.txt,U
Davis Besse had imposed a 150 ppb (parts per billion) limit on chlorides and fluorides in their closed cooling water system that was far below the threshold for stress corrosion cracking.,104,2221,2408,ML14087A338.txt,U
"Arkansas Nuclear One, Unit 1 had not monitored for the presence of chlorides and fluorides; consequently, the licensee reviewed historical records that included the amount of chlorides and fluorides present when adding makeup water to the closed cooling water system.",104,2408,2675,ML14087A338.txt,U
"The licensee determined that, if they concentrated all accumulated chlorides in the pump cover for the life of the plant, the concentration would have remained below the stress corrosion cracking threshold of 50 ppm (parts per million).",104,2675,2911,ML14087A338.txt,U
"In addition to determining the chloride concentration for the life of the plant, the licensee initiated a flaw tolerance evaluation to determine the susceptibility of the pump cover to a flaw propagating.",104,2911,3115,ML14087A338.txt,U
The licensee initiated Commitment 19358 to track completing the flaw tolerance evaluation.,104,3115,3205,ML14087A338.txt,U
"Based on review of the actions implemented related to the Augmented Inspections Program aging management programs, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",104,3205,3455,ML14087A338.txt,U
The team determined that the licensee met Commitment 17847 related to the Augmented Inspections Program aging management program with one exception.,104,3455,3603,ML14087A338.txt,U
The - 19 -,104,3603,3613,ML14087A338.txt,U
licensee initiated Commitment 19358 to track the required flaw evaluations for the reactor coolant pump cover; consequently the team considered Commitment 17847 closed.,106,0,169,ML14087A338.txt,D
The team will review actions related to Commitment 19358 during the Phase 3 inspection.,106,169,256,ML14087A338.txt,U
"As described in a letter to file, Attachment 1.3, Arkansas Nuclear One, Unit 1 [ML070640041], the team determined that the licensee had not met Commitment 8 since the licensee had not inspected the reactor coolant pump cover.",106,256,481,ML14087A338.txt,O
"The licensee met Commitment 9 related to completing the following augmented inspections: reactor building sump welds; stainless steel main steamline piping; Penetration 68 and decay heat removal drain valves; and Penetrations 10, 47, 58, and 64.",106,481,726,ML14087A338.txt,U
16.2.3.8 Small Bore Piping and Small Bore Nozzles Inspection Program (17847) The Small Bore Piping and Small Bore Nozzles Inspection Program aging management program managed the effects of aging caused by cracking.,106,726,940,ML14087A338.txt,U
This augmented inspection program included small bore reactor coolant system piping and nozzles less than 4-inch and greater than 1-inch in diameter that did not receive nondestructive examinations in accordance with ASME Section XI.,106,940,1173,ML14087A338.txt,U
"The team reviewed the implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",106,1173,1323,ML14087A338.txt,U
"The team interviewed the program owner, reviewed the database used to schedule inspections, and reviewed nondestructive examination records.",106,1323,1463,ML14087A338.txt,U
"The team verified the licensee implemented the actions related to inspection schedule, method, personnel qualification, and sample expansion, as specified in industry and regulatory documents.",106,1463,1655,ML14087A338.txt,U
The team verified that the licensee had completed 20 of the 26 weld inspections prior to entering the period of extended operation.,106,1655,1786,ML14087A338.txt,U
The licensee scheduled the remaining six welds for nondestructive examination during the next refueling outage.,106,1786,1897,ML14087A338.txt,U
The team confirmed that the licensee included these inspections as a license renewal required augmented inspection.,106,1897,2012,ML14087A338.txt,U
"Based on review of the actions implemented related to the Small Bore Piping and Small Bore Nozzles Inspection Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",106,2012,2291,ML14087A338.txt,U
The team determined that the licensee met Commitment 17847 related to the Small Bore Piping and Small Bore Nozzles Inspection Program.,106,2291,2425,ML14087A338.txt,U
4,106,2425,2427,ML14087A338.txt,U
"16.2.4 Bolting and Torqueing Program (17852) The Bolting and Torqueing Program aging management program managed the effects of aging caused by cracking, loss of material, and loss of mechanical closure integrity.",106,2427,2639,ML14087A338.txt,U
The bolting and torqueing activities applied to the pressure boundary components for inscope license renewal systems and components.,106,2639,2771,ML14087A338.txt,U
"Applications include bolted flange connections for vessels (i.e., manways and inspection ports), flanged joints in piping, body-to-bonnet joints in valves, and pressure-retaining bolting associated with pumps or valves and miscellaneous process components.",106,2771,3027,ML14087A338.txt,U
- 20 -,106,3027,3033,ML14087A338.txt,U
"The team reviewed the implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",108,0,151,ML14087A338.txt,U
The team interviewed the program owner and reviewed nondestructive examination records.,108,151,238,ML14087A338.txt,U
The team verified that the licensee implemented the required chemistry controls to mitigate the effects of intergranular stress corrosion cracking and performed the nondestructive examinations as recommended.,108,238,446,ML14087A338.txt,U
The team verified that the licensee identified the in-scope components that required bolting and torqueing controls.,108,446,562,ML14087A338.txt,U
"Based on review of the actions implemented related to the Bolting and Torqueing Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",108,562,811,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17852 prior to the period of extended operation.,108,811,911,ML14087A338.txt,U
5,108,911,913,ML14087A338.txt,U
16.2.5 Boric Acid Corrosion Prevention Program (17826) The Boric Acid Corrosion Prevention Program aging management program managed the effects of aging caused by loss of material and the loss of mechanical closure integrity.,108,913,1138,ML14087A338.txt,U
"The Boric Acid Corrosion Prevention Program applied to structures, systems, and components containing, or exposed to, borated water, including the external surfaces of piping, valves, tanks, and bolting made of carbon steel.",108,1138,1362,ML14087A338.txt,U
"The team reviewed the implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",108,1362,1512,ML14087A338.txt,U
The team interviewed the program owner and reviewed reports that track and resolve locations of boric acid leaks.,108,1512,1625,ML14087A338.txt,U
"The team verified that the licensee had performed adequate assessment of boric acid leaks; specifically, the licensee either repaired and cleaned up the leakage or performed appropriate dispositions to continue operation until repair and cleanup at the next refueling outage.",108,1625,1900,ML14087A338.txt,U
"Based on review of the actions implemented related to the Boric Acid Corrosion Prevention Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",108,1900,2159,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17826 prior to the period of extended operation.,108,2159,2259,ML14087A338.txt,U
6,108,2259,2261,ML14087A338.txt,U
16.2.6 Chemistry Control The following subsections address the individual chemistry control programs in more detail: Â· Â· Â· Â· Â· Primary Chemistry Monitoring Program Secondary Chemistry Monitoring Program Auxiliary Systems Chemistry Monitoring Program Diesel Fuel Monitoring Program Service Water Chemical Control Program,108,2261,2580,ML14087A338.txt,U
- 21 -,110,0,6,ML14087A338.txt,U
"16.2.6.1 Primary Chemistry Monitoring Program (17879) The Primary Chemistry Monitoring Program aging management program managed the effects of aging caused by fouling, cracking, loss of material, loss of mechanical closure integrity, mechanical distortion, and reduction of fracture toughness.",112,0,294,ML14087A338.txt,U
"The program controlled chemistry for the reactor coolant system, spent fuel pool system, reactor water make-up system, letdown purification demineralizers, and the borated water storage tanks.",112,294,486,ML14087A338.txt,U
"The team reviewed the safety analysis report, program basis documents, calculations, trend analysis documents, implementing procedures, license renewal application, safety evaluation report, and license renewal documents.",112,486,707,ML14087A338.txt,U
"The team interviewed the system engineer and program owner, reviewed completed inspections and chemistry trend data, and reviewed corrective action documents.",112,707,865,ML14087A338.txt,U
"The team reviewed the Primary Water Strategic Plan, dated July 2013, which detailed how the Arkansas Nuclear One, Unit 1, primary chemistry program met the guidance in NEI 97-06, ""Steam Generator Program Guidelines,"" Revision 3.",112,865,1093,ML14087A338.txt,U
"Procedure OP-1000.106, ""Primary Chemistry Monitoring Program,"" Revision 10, established sampling parameters and frequencies based on EPRI guidelines and plant specific experience.",112,1093,1272,ML14087A338.txt,U
"Procedure EN-DC-317, ""Steam Generator Program,"" Revision 6, provided the guidance related to establishing a steam generator program consistent with the guidelines established in NEI 97-06.",112,1272,1460,ML14087A338.txt,U
"Procedure CEP-SG-001, ""Steam Generator Program,"" Revision 0, addressed primary side steam generator examinations and maintenance.",112,1460,1589,ML14087A338.txt,U
"The procedures included detailed descriptions of primary water chemistry parameters to be monitored, sampling frequencies, and chemistry limits.",112,1589,1733,ML14087A338.txt,U
"In some cases, the licensee established action levels more restrictive than the limits specified in the EPRI guidelines.",112,1733,1853,ML14087A338.txt,U
"The team determined that the licensee used EPRI Report TR-105714, ""Primary Water Chemistry Guidelines,"" Revision 4, at the time of their license renewal application submittal.",112,1853,2028,ML14087A338.txt,U
"During this inspection the team determined that the licensee based their Primary Water Chemistry Program on EPRI Report 1014986, ""Pressurized Water Reactor (PWR) Primary Water Chemistry Guidelines,"" Revision 6; BAW-1385, ""Babcock and Wilcox Water Chemistry Manual,"" Revision 3; AREVA PWR Fuel Reactor Coolant Chemistry Supplemental Guidelines, Revision 6; and other industry guidelines.",112,2028,2414,ML14087A338.txt,U
The team questioned whether any changes between revisions had changed any monitored parameters.,112,2414,2509,ML14087A338.txt,U
The licensee provided the team with a description and trending graphs of the monitored parameters.,112,2509,2607,ML14087A338.txt,U
The team determined that no changes between revisions adversely impacted the primary water chemistry program.,112,2607,2716,ML14087A338.txt,U
"Based on review of the actions implemented related to the Primary Chemistry Monitoring Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",112,2716,2972,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17879 prior to the period of extended operation.,112,2972,3072,ML14087A338.txt,U
- 22 -,114,0,6,ML14087A338.txt,U
"16.2.6.2 Secondary Chemistry Monitoring Program (17880) The Secondary Chemistry Monitoring Program aging management program managed the effects of aging caused by cracking, fouling, and loss of material.",116,0,204,ML14087A338.txt,U
"The program managed the effects of aging for components in the main feedwater system, emergency feedwater system, main steam system, condensate storage system, and steam generators.",116,204,385,ML14087A338.txt,U
The program used sampling activities and analysis to control the levels of contaminants and oxygen within a range that prevented or minimized the occurrence of aging effects.,116,385,559,ML14087A338.txt,U
"The team reviewed the safety analysis report supplement, program basis documents, calculations, trend analysis documents, implementing procedures, completed inspections and corrective action documents, license renewal application, and safety evaluation report.",116,559,819,ML14087A338.txt,U
The team interviewed the system engineer and program owner.,116,819,878,ML14087A338.txt,U
"Procedures OP-1052.007, ""Secondary Chemistry Monitoring,"" Revision 37, and OP-1000.042, ""Steam Generator Water Chemistry Monitoring Unit One,"" Revision 24, provided detailed descriptions of secondary water chemistry control or diagnostic parameters to be monitored, sampling frequencies, and criteria for determining acceptable values.",116,878,1213,ML14087A338.txt,U
"The procedure established action levels and guidelines for each parameter monitored, which included dissolved oxygen, sodium, chloride, sulfate, and silica.",116,1213,1369,ML14087A338.txt,U
"Procedure OP-1052.019, ""Chemistry Inspections of Plant Systems and Heat Exchangers,"" Revision 7, provided guidance to control chemistry and inspect plant heat exchangers, including emergency diesel generator cooling water heat exchangers, and intermediate cooling water heat exchangers.",116,1369,1655,ML14087A338.txt,U
"The licensee used EPRI Report TR-102134, ""PWR Secondary Water Chemistry Guidelines,"" Revision 4, at the time of their license renewal application submittal.",116,1655,1811,ML14087A338.txt,U
During this inspection the team determined that licensee based their Secondary Water Chemistry Program on revision 7 of the EPRI report.,116,1811,1947,ML14087A338.txt,U
The inspectors questioned what changes occurred between revisions and if any monitored parameter had different action levels that might adversely affect the secondary water chemistry.,116,1947,2130,ML14087A338.txt,U
The team reviewed descriptions of the changed parameters and determined that only the action levels associated with feedwater oxygen had changed.,116,2130,2275,ML14087A338.txt,U
The new level agreed with industry standards for feedwater oxygen content.,116,2275,2349,ML14087A338.txt,U
The team reviewed and identified no concerns with the changes.,116,2349,2411,ML14087A338.txt,U
"Based on review of the actions implemented related to the Secondary Chemistry Monitoring Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",116,2411,2669,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17880 prior to the period of extended operation.,116,2669,2769,ML14087A338.txt,U
"16.2.6.3 Auxiliary Systems Chemistry Monitoring Program (17877) The Auxiliary Systems Chemistry Monitoring Program aging management program managed the effects of aging caused by loss of material, cracking, fouling, and loss of mechanical closure integrity.",116,2769,3026,ML14087A338.txt,U
"This program applied to the major components in the intermediate cooling water system, the chilled water systems, the emergency diesel - 23 -",116,3026,3167,ML14087A338.txt,U
"generator cooling water system, and the alternate AC diesel generator cooling water system.",118,0,92,ML14087A338.txt,U
"The team reviewed the safety analysis report supplement, program basis documents, calculations, trend analysis documents, Auxiliary Cooling Water Systems optimization plan, quarterly system health report inputs, implementing procedures, completed inspections and corrective action documents, license renewal application, and safety evaluation report.",118,92,442,ML14087A338.txt,U
The team interviewed the system engineer and program owner for the Auxiliary Systems Chemistry Monitoring Program.,118,442,556,ML14087A338.txt,U
"Procedure OP-1052.027, ""Auxiliary Systems Chemistry Monitoring,"" Revision 28, implemented the auxiliary systems water chemistry program.",118,556,692,ML14087A338.txt,U
"The procedure followed the guidance contained in EPRI Report TR-107396, ""Closed Cooling Water Chemistry Guideline,"" Revision 1, vendor recommendations, industry guidance and operating experience.",118,692,887,ML14087A338.txt,U
"The implementing procedure included detailed descriptions of auxiliary system water chemistry parameters to be monitored, sampling frequencies, corrosion inhibitor and biocide additives, and criteria for determining acceptable values.",118,887,1121,ML14087A338.txt,U
"The procedure established action levels and guidelines for each parameter monitored, which included pH, iron, copper, hardness, nitrate and biological count.",118,1121,1278,ML14087A338.txt,U
The licensee used corrosion coupons to monitor corrosion rates in the intermediate cooling water and closed cooling water systems.,118,1278,1408,ML14087A338.txt,U
"Based on review of the actions implemented related to the Auxiliary Systems Chemistry Monitoring Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",118,1408,1674,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17877 prior to the period of extended operation.,118,1674,1774,ML14087A338.txt,U
"16.2.6.4 Diesel Fuel Monitoring Program (17878) The Diesel Fuel Monitoring Program aging management program managed the effects of aging caused by fouling, cracking, and loss of material.",118,1774,1961,ML14087A338.txt,U
"The licensee sampled and analyzed the fuel oil in the bulk fuel oil storage tank, emergency diesel generator fuel tanks and day tanks, fire pump diesel day tank, and the alternate AC diesel generator day tank.",118,1961,2170,ML14087A338.txt,U
"The team reviewed the safety analysis report supplement, program basis documents, implementing procedures, completed inspections, license renewal application, and safety evaluation report.",118,2170,2358,ML14087A338.txt,U
The team interviewed the program owner for the Diesel Fuel Monitoring Program.,118,2358,2436,ML14087A338.txt,U
"The team verified that Procedure OP-1000.113, ""Diesel Fuel Monitoring Program,"" Revision 13, specified fuel sampling and analysis requirements, acceptance criteria and action levels for fuel samples from transport and storage tanks within the program scope.",118,2436,2693,ML14087A338.txt,U
The team verified that the licensee established limits that met industry standards and the technical specifications.,118,2693,2809,ML14087A338.txt,U
"Based on review of the actions implemented related to the Diesel Fuel Monitoring Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended - 24 -",118,2809,3055,ML14087A338.txt,U
operation.,120,0,11,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17878 prior to the period of extended operation.,120,11,111,ML14087A338.txt,U
"16.2.6.5 Service Water Chemical Control Program (17881) The Service Water Chemical Control Program aging management program managed the effects of aging caused by loss of material, cracking, fouling, and loss of mechanical closure integrity for systems that used raw water.",120,111,384,ML14087A338.txt,U
"The program included the service water, auxiliary cooling water, and water suppression portions of the fire protection systems.",120,384,511,ML14087A338.txt,U
"The team reviewed the safety analysis report supplement, the program basis documents, calculations, the Service Water and Circulating Water Optimization Plan, implementing procedures, completed inspections, license renewal application, and safety evaluation report.",120,511,776,ML14087A338.txt,U
The team interviewed the system engineer and program owner for the Service Water Chemical Control Program.,120,776,882,ML14087A338.txt,U
"The licensee established the program following the guidance in EPRI Report TR-106229, ""Service Water System Chemical Addition Guidelines,"" Revision 4; EPRI Report 1025318, ""Open Cooling Water Guidelines,"" Revision 0; equipment vendor specifications; water treatment vendor recommendations; and operating experience.",120,882,1197,ML14087A338.txt,U
"The licensee designed the program to comply with NRC Generic Letter 89-13, ""Service Water System Problems Affecting Safety-Related Equipment,"" dated July 18, 1989.",120,1197,1360,ML14087A338.txt,U
"Procedure OP-1052.007, ""Secondary Chemistry Monitoring,"" Revision 34, implemented monitoring practices for Unit 1 service water and circulating water systems, which included specifying parameters, sampling and analysis frequencies, and action levels for the applicable parameters.",120,1360,1640,ML14087A338.txt,U
"The team determined the licensee monitored corrosion rates, oxidant levels, and corrosion inhibitor concentrations.",120,1640,1755,ML14087A338.txt,U
"Based on review of the actions implemented related to the Service Water Chemical Control Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",120,1755,2013,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17881 prior to the period of extended operation.,120,2013,2113,ML14087A338.txt,U
7,120,2113,2115,ML14087A338.txt,U
16.2.7 Reactor Vessel Closure Head Penetration Inspection Program (17873) The Reactor Vessel Closure Head Penetration Inspection Program aging management program managed the aging effects of primary water stress corrosion cracking in the reactor vessel control rod drive mechanism nozzles.,120,2115,2404,ML14087A338.txt,U
"The team reviewed the implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",120,2404,2554,ML14087A338.txt,U
The team interviewed the program owner and reviewed nondestructive examination records.,120,2554,2641,ML14087A338.txt,U
The team verified that the licensee performed the inspections of the reactor vessel closure head and associated penetration nozzles in accordance with their Inservice Inspection plan.,120,2641,2824,ML14087A338.txt,U
- 25 -,122,0,6,ML14087A338.txt,U
The licensee installed a replacement reactor vessel closure head manufactured from Alloy 690 material in 2005 after the licensee had discovered cracking of their reactor vessel closure head control rod drive mechanism penetrations.,124,0,232,ML14087A338.txt,U
"Because the license included their reactor vessel closure head penetrations in their ASME Section XI, Subsection IWB Inservice Inspection program, the licensee removed this as a formal aging management program, as described in Letter 1CAN011405.",124,232,477,ML14087A338.txt,U
The team identified no concerns with this commitment change.,124,477,537,ML14087A338.txt,U
"Because the reactor vessel closure head was made from Alloy 690 material, the licensee visually examines the reactor vessel closure head control rod drive mechanism nozzles every third refueling outage.",124,537,739,ML14087A338.txt,U
"The licensee planned to complete their first volumetric examination of the control rod drive mechanism nozzles and the control rod drive mechanism nozzle partial-penetration J-Groove welds during Refueling Outage 25, as specified in Code Case N-729-2 for the fourth inspection interval.",124,739,1025,ML14087A338.txt,U
The team determined from review of onsite operating experience that the licensee identified dried boric acid on their replacement reactor vessel head during the bare metal examination during Refueling Outage 22.,124,1025,1236,ML14087A338.txt,U
The licensee determined that a reactor vessel head vent had opened during the previous startup and allowed reactor coolant to spill on the mirror insulation and drip onto the reactor vessel head.,124,1236,1431,ML14087A338.txt,U
"Based on review of the actions implemented related to the Reactor Vessel Closure Head Penetration Inspection Program aging management program, the team concluded that the licensee appropriately monitored for the effects of aging in accordance with their Inservice Inspection program.",124,1431,1714,ML14087A338.txt,U
The team concluded the licensee met Commitment 17873 by withdrawal of the commitment and including the reactor vessel closure head inspections in their Inservice Inspection program.,124,1714,1895,ML14087A338.txt,U
8,124,1895,1897,ML14087A338.txt,U
16.2.8 Fire Protection Program The licensee performed several Fire Protection Program activities with respect to aging management.,124,1897,2027,ML14087A338.txt,U
The specific aging management programs included: Â· Â· Â· Â· Â· Â· Fire Barrier Inspections Program Fire Hose Station Inspection Program Fire Suppression Water Supply System Surveillance Program Fire Suppression Sprinkler System Surveillance Program Fire Water Piping Thickness Evaluation Program Control Room Halon Fire System Inspection Program,124,2027,2367,ML14087A338.txt,U
"16.2.8.1 Fire Barrier Inspections Program (17857) The Fire Barrier Inspections Program aging management program managed the effects of aging caused by cracking, loss of material, and change in material properties.",126,0,213,ML14087A338.txt,U
"The scope included 10 CFR 50.48 required fire walls and floors, fire doors/hatches, fire damper mountings, fire wraps, and penetration fire stops.",126,213,359,ML14087A338.txt,U
- 26 -,128,0,6,ML14087A338.txt,U
"The team reviewed implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",130,0,147,ML14087A338.txt,U
The team interviewed the program owner and reviewed fire barriers inspection results and condition reports.,130,147,254,ML14087A338.txt,U
The team also reviewed the last occurrence of expanded inspection activities.,130,254,331,ML14087A338.txt,U
The licensee periodically inspected fire barriers separating redundant safe shutdown systems to assure that they perform their separation functions.,130,331,479,ML14087A338.txt,U
The team verified that inspection procedures referenced the license renewal commitments and effectively monitored for the effects of aging.,130,479,618,ML14087A338.txt,U
"Based on the review of the actions implemented related to the Fire Barrier Inspections Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",130,618,874,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17857 prior to the period of extended operation.,130,874,974,ML14087A338.txt,U
16.2.8.2 Fire Hose Station Inspection Program (17858) The Fire Hose Station Inspection Program aging management program managed the effects of aging caused by loss of material.,130,974,1150,ML14087A338.txt,U
The scope included 10 CFR 50.48 required fire hoses.,130,1150,1202,ML14087A338.txt,U
"The team reviewed implementing procedures, program documents, license renewal documents, safety analysis report, and the safety evaluation report.",130,1202,1348,ML14087A338.txt,U
The team interviewed the program owner and reviewed completed work records for fire hose station visual inspection activities.,130,1348,1474,ML14087A338.txt,U
