category,sub category 1,sub category 2,text,line,start_pos,end_pos,file,class,prob,predict
useless,,,"This list documented that the text in Attachment 9.1 was subject to site commitments in the Emergency Plan, Section 8.3.2.",93,738,860,ML17135A406.txt,,0.518400013,Management
team cognition,,,Licensee emergency preparedness staff failed to recognize that the wording of the site emergency plan commitment required the site to complete the drill requirement in a manner different than the general description in the site procedure.,93,860,1098,ML17135A406.txt,,0.347499996,Control
organizational,performance,performance-not conducted a required drill,The inspectors determined that the licensee did not conduct a drill in which both the site first-aid team and a hospital participated.,93,1098,1232,ML17135A406.txt,,0.682600021,Planning
organizational,performance,procedure- not followed,"Therefore, the inspectors concluded that the licensee did not follow the requirements of the site emergency plan.",93,1232,1345,ML17135A406.txt,,0.449600011,Information
organizational,performance,,The failure to conduct a drill required by the licensee's emergency plan is a performance deficiency within the licensee's ability to foresee and correct.,93,1354,1508,ML17135A406.txt,,0.960099995,Planning
organizational,performance,,"The performance deficiency was more than minor, and therefore a finding, because it was associated with the emergency response organization performance (drills and exercises) cornerstone attribute and adversely affected the Emergency Preparedness Cornerstone objective of being capable of implementing adequate measures to protect the health and safety of the public in the event of a radiological emergency.",93,1508,1916,ML17135A406.txt,,0.309700012,Team & Organization
organizational,performance,,The licensee's ability to take adequate measures to protect the health and safety of the public is degraded when the licensee does not perform drills and exercises to ensure emergency response organization proficiency.,93,1916,2134,ML17135A406.txt,,0.502600014,Team & Organization
useless,,,"The finding was evaluated using Inspection Manual Chapter 0609, Appendix B, ""Emergency Preparedness Significance Determination Process,"" dated September 22, 2015.",93,2134,2296,ML17135A406.txt,,0.551999986,Control
sifnificancy,,,"The finding was determined to be of very low safety significance (Green) because it was a failure to comply with NRC requirements, was not associated with the risk significant planning standards, and was not a loss of planning standard function.",93,2296,2541,ML17135A406.txt,,0.324600011,Performance
detail of incident,,,"The planning standard function was not lost because the licensee conducted other required drills during 2014, including drills involving the first-aid team.",93,2541,2697,ML17135A406.txt,,0.432700008,Information
team cognition,training,,The finding had a cross-cutting aspect in the area of human performance associated with training because the licensee did not maintain a workforce knowledgeable about the requirements of the emergency plan.,93,2697,2903,ML17135A406.txt,,0.676199973,Control
training,team cognition,,"Specifically, the review of drill report's text and responses in licensee interviews showed examples of insufficient knowledge of content of the site emergency plan by emergency preparedness staff.",93,2903,3100,ML17135A406.txt,,0.925999999,Procedural&Team
useless,,,This contributed to the misconception by the licensee that their actions were in compliance with the plan [H.9].,93,3100,3212,ML17135A406.txt,,0.486799985,Information
useless,,,"Title 10 CFR 50.54(q)(2) requires, in part, that a power reactor licensee follow an emergency plan which meets the requirements of Appendix E to 10 CFR Part 50 and the standards of 10 CFR 50.47(b).",93,3224,3421,ML17135A406.txt,,0.768599987,Cognition
useless,,,"Planning standard 10 CFR 50.47(b)(14) requires, in part, that the licensee conduct periodic drills to maintain key skills.",93,3421,3543,ML17135A406.txt,,0.461600006,Control
useless,,,"Emergency Plan, Revisions 70 through 72, Section 8.3.2(d), requires, in part, that, ""[a] drill involving the first-aid team and local support hospitals is conducted on an annual basis.""",93,3543,3728,ML17135A406.txt,,0.920000017,Cognition
useless,,,"Contrary to the above, between December 31, 2014, 11",93,3728,3780,ML17135A406.txt,,0.515799999,Control
useless,,,"and January 13, 2017, Grand Gulf Nuclear Station failed to follow an emergency plan which met the requirements of Appendix E and the standards of 10 CFR 50.47(b).",95,0,163,ML17135A406.txt,,0.893000007,Cognition
organizational,performance,,"Specifically, the licensee failed to conduct an annual drill involving the first-aid team and local support hospital(s) as required by Emergency Plan, Revisions 70 through 72, Section 8.3.2(d), to maintain key emergency response organization skills.",95,163,412,ML17135A406.txt,,0.900399983,Cognition
good performance,,,The licensee's ability to take adequate measures to protect the health and safety of the public is degraded when the licensee does not perform drills and exercises to ensure emergency response organization proficiency.,95,412,630,ML17135A406.txt,,0.502600014,Team & Organization
useless,,,The inspectors determined that all drills required to be conducted by the emergency plan were conducted in 2015 and 2016.,95,630,751,ML17135A406.txt,,0.548600018,Control
useless,,,This issue has been entered into the licensee's corrective action program as Condition Report CR-GGN-2017-00311.,95,751,863,ML17135A406.txt,,0.692600012,Performance
useless,,,"Because this violation has been determined to be of very low safety significance (Green) and has been entered into the licensee's corrective action program, this violation is being treated as a non-cited violation, consistent with Section 2.3.2.a of the Enforcement Policy.",95,863,1136,ML17135A406.txt,,0.940500021,Org-Coordination
useless,,,"(NCV 05000416/2017001-01, ""Failure to Conduct a Drill Required by the Site Emergency Plan in 2014"") 1EP6 Drill Evaluation (71114.06) a.",95,1136,1271,ML17135A406.txt,,0.966799974,Planning
useless,,,"Inspection Scope The inspectors observed an emergency preparedness drill on February 22, 2017, to verify the adequacy and capability of the licensee's assessment of drill performance.",95,1271,1454,ML17135A406.txt,,0.841499984,Team & Organization
useless,,,"The inspectors reviewed the drill scenario, observed the drill from the Technical Support Center and the simulator, and attended the post-drill critique.",95,1454,1607,ML17135A406.txt,,0.639199972,Performance
useless,,,"The inspectors verified that the licensee's emergency classifications, off-site notifications, and protective action recommendations were appropriate and timely.",95,1607,1768,ML17135A406.txt,,0.599300027,Control
useless,,,The inspectors verified that any emergency preparedness weaknesses were appropriately identified by the licensee in the post-drill critique and entered into the corrective action program for resolution.,95,1768,1970,ML17135A406.txt,,0.600700021,Control
useless,,,"These activities constituted completion of one emergency preparedness drill observation sample, as defined in Inspection Procedure 71114.06. b.",95,1970,2113,ML17135A406.txt,,0.506299973,Performance
false positive,,,Findings No findings were identified.,95,2113,2150,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,RADIATION SAFETY Cornerstones: Public Radiation Safety and Occupational Radiation Safety 2RS1 Radiological Hazard Assessment and Exposure Controls (71124.01) a.,95,2152,2312,ML17135A406.txt,,0.478700012,Team & Organization
useless,,,Inspection Scope The inspectors evaluated the licensee's performance in assessing the radiological hazards in the workplace associated with licensed activities.,95,2312,2472,ML17135A406.txt,,0.446999997,Control
useless,,,The inspectors assessed the licensee's implementation of appropriate radiation monitoring and exposure control measures for both individual and collective exposures.,95,2472,2637,ML17135A406.txt,,0.431600004,Information
useless,,,"During the inspection, the inspectors interviewed licensee personnel, walked down various areas in the plant, performed independent radiation dose rate measurements, and observed postings and physical controls.",95,2637,2847,ML17135A406.txt,,0.917200029,Procedural&Team
useless,,,The inspectors reviewed licensee performance in the following areas:,95,2847,2915,ML17135A406.txt,,0.939999998,Team & Organization
useless,,,"Radiological hazard assessment, including a review of the plant's radiological source terms and associated radiological hazards.",101,0,128,ML17135A406.txt,,0.810400009,Procedural&Team
useless,,,The inspectors also reviewed the licensee's radiological survey program to determine whether radiological hazards were properly identified for routine and nonroutine activities and assessed for changes in plant operations.,101,128,350,ML17135A406.txt,,0.989799976,Procedural&Team
useless,,,"Instructions to workers, including radiation work permit requirements and restrictions, actions for electronic dosimeter alarms, changing radiological condition, and radioactive material container labeling.",101,350,556,ML17135A406.txt,,0.472499996,Control
useless,,,"Contamination and radioactive material control, including release of potentially contaminated material from the radiologically controlled area, radiological survey performance, radiation instrument sensitivities, material control and release criteria, and control and accountability of sealed radioactive sources.",101,556,869,ML17135A406.txt,,0.798500001,Procedural&Team
useless,,,Radiological hazards control and work coverage.,101,869,916,ML17135A406.txt,,0.466199994,Information
useless,,,"During walk-downs of the facility and job performance observations, the inspectors evaluated ambient radiological conditions, radiological postings, adequacy of radiological controls, radiation protection job coverage, and contamination controls.",101,916,1162,ML17135A406.txt,,0.432599992,Control
useless,,,The inspectors also evaluated dosimetry selection and placement as well as the use of dosimetry in areas with significant dose rate gradients.,101,1162,1304,ML17135A406.txt,,0.419099987,Control
useless,,,The inspectors examined the licensee's controls for items stored in the spent fuel pool and evaluated airborne radioactivity controls and monitoring.,101,1304,1453,ML17135A406.txt,,0.952400029,Procedural&Team
useless,,,High radiation area and very high radiation area controls.,101,1453,1511,ML17135A406.txt,,0.423099995,Control
useless,,,"During plant walk-downs, the inspectors verified the adequacy of posting and physical controls, including areas of the plant with the potential to become risk-significant high radiation areas.",101,1511,1703,ML17135A406.txt,,0.981400013,Procedural&Team
useless,,,Radiation worker performance and radiation protection technician proficiency with respect to radiation protection work requirements.,101,1703,1835,ML17135A406.txt,,0.650699973,Control
useless,,,"The inspectors determined if workers were aware of significant radiological conditions in their workplace, radiation work permit controls/limits in place, and electronic dosimeter dose and dose rate set points.",101,1835,2045,ML17135A406.txt,,0.337000012,Information
useless,,,"The inspectors observed radiation protection technician job performance, including the performance of radiation surveys.",101,2045,2165,ML17135A406.txt,,0.627399981,Control
useless,,,Problem identification and resolution for radiological hazard assessment and exposure controls.,101,2165,2260,ML17135A406.txt,,0.409700006,Information
useless,,,"The inspectors reviewed audits, self-assessments, and corrective action program documents to verify problems were being identified and properly addressed for resolution.",101,2260,2429,ML17135A406.txt,,0.479999989,Information
useless,,,"These activities constituted completion of the seven required samples of radiological hazard assessment and exposure control program, as defined in Inspection Procedure 71124.01. b.",115,0,181,ML17135A406.txt,,0.571500003,Performance
false positive,,,Findings No findings were identified.,115,181,218,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,2RS3 In-Plant Airborne Radioactivity Control and Mitigation (71124.03) a.,119,0,74,ML17135A406.txt,,0.988900006,Procedural&Team
useless,,,"Inspection Scope The inspectors evaluated whether the licensee controlled in-plant airborne radioactivity concentrations are consistent with ALARA principles, and that the use of respiratory protection devices did not pose an undue risk to the wearer.",119,74,325,ML17135A406.txt,,0.989499986,Procedural&Team
useless,,,"During the inspection, the inspectors interviewed licensee personnel, walked down various areas in the plant, and reviewed licensee performance in the following areas: åá Engineering controls, including the use of permanent and temporary ventilation systems to control airborne radioactivity.",119,325,616,ML17135A406.txt,,0.737500012,Team & Organization
useless,,,"The inspectors evaluated installed ventilation systems, including review of procedural guidance, verification the systems were used during high-risk activities, and verification of airflow capacity, flow path, and filter/charcoal unit efficiencies.",119,616,864,ML17135A406.txt,,0.483599991,Planning
useless,,,The inspectors also reviewed the use of temporary ventilation systems used to support work in contaminated areas such as high efficiency particulate air (HEPA)/charcoal negative pressure units.,119,864,1057,ML17135A406.txt,,0.619799972,Planning
useless,,,"Additionally, the inspectors evaluated the licensee's airborne monitoring protocols, including verification that alarms and set points were appropriate.",119,1057,1209,ML17135A406.txt,,0.774900019,Procedural&Team
useless,,,"Use of respiratory protection devices, including an evaluation of the licensee's respiratory protection program for use, storage, maintenance, and quality assurance of National Institute for Occupational Safety and Health (NIOSH) certified equipment, air quality and quantity for supplied air devices and self-contained breathing apparatus (SCBA) bottles, qualification and training of personnel, and user performance.",119,1209,1627,ML17135A406.txt,,0.984700024,Cognition
useless,,,"Self-contained breathing apparatus for emergency use, including the licensee's capability for refilling and transporting SCBA air bottles to and from the control room and operations support center during emergency conditions, hydrostatic testing of SCBA bottles, status of SCBA staged and ready for use in the plant including vision correction, mask sizes, etc., SCBA surveillance and maintenance records, and personnel qualification, training, and readiness.",119,1627,2086,ML17135A406.txt,,0.986400008,Procedural&Team
useless,,,Problem identification and resolution for airborne radioactivity control and mitigation.,119,2086,2174,ML17135A406.txt,,0.305200011,Procedural&Team
useless,,,"The inspectors reviewed audits, self-assessments, and corrective action documents to verify problems were being identified and properly addressed for resolution.",119,2174,2335,ML17135A406.txt,,0.337199986,Information
useless,,,"These activities constituted completion of the four required samples of in-plant airborne radioactivity control and mitigation program, as defined in Inspection Procedure 71124.03. b.",127,0,183,ML17135A406.txt,,0.988799989,Procedural&Team
false positive,,,Findings No findings were identified.,127,183,220,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,"OTHER ACTIVITIES Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity, Emergency Preparedness, Public Radiation Safety, Occupational Radiation Safety, and Security",133,0,181,ML17135A406.txt,,0.933799982,Planning
useless,,,"4OA1 Performance Indicator Verification (71151) .1 a. Unplanned Scrams per 7000 Critical Hours (IE01) Inspection Scope The inspectors reviewed licensee event reports (LERs) for the period of January 1, 2016, through December 31, 2016, to determine the number of scrams that occurred.",135,0,283,ML17135A406.txt,,0.528400004,Control
useless,,,The inspectors compared the number of scrams reported in these LERs to the number reported for the performance indicator.,135,283,404,ML17135A406.txt,,0.460200012,Control
useless,,,"Additionally, the inspectors sampled monthly operating logs to verify the number of critical hours during the period.",135,404,521,ML17135A406.txt,,0.512199998,Control
useless,,,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the data reported.",135,521,736,ML17135A406.txt,,0.715399981,Planning
useless,,,"These activities constituted verification of the unplanned scrams per 7000 critical hours performance indicator, as defined in Inspection Procedure 71151. b.",135,736,893,ML17135A406.txt,,0.614300013,Control
false positive,,,Findings No findings were identified.,135,893,930,ML17135A406.txt,,0.842800021,Procedural&Team
detail of incident,,,".2 a. Unplanned Power Changes per 7000 Critical Hours (IE03) Inspection Scope The inspectors reviewed operating logs, corrective action program records, and monthly operating power reports for the period of January 1, 2016, through December 31, 2016, to determine the number of unplanned power changes that occurred.",135,930,1246,ML17135A406.txt,,0.4912,Control
useless,,,The inspectors compared the number of unplanned power changes documented to the number reported for the performance indicator.,135,1246,1372,ML17135A406.txt,,0.626100004,Control
useless,,,"Additionally, the inspectors sampled monthly operating logs to verify the number of critical hours during the period.",135,1372,1489,ML17135A406.txt,,0.512199998,Control
useless,,,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the data reported.",135,1489,1704,ML17135A406.txt,,0.715399981,Planning
useless,,,"These activities constituted verification of the unplanned power changes per 7000 critical hours performance indicator, as defined in Inspection Procedure 71151.",135,1704,1865,ML17135A406.txt,,0.383700013,Information
detail of incident,,,"Findings (Opened) Unresolved Item (URI) 05000416/2017001-02, ""Grand Gulf Unplanned Power Changes per 7000 Critical Hours Performance Indicator"" Introduction.",141,0,157,ML17135A406.txt,,0.3213,Procedural&Team
detail of incident,,,"The inspectors identified an URI associated with the unplanned power changes per 7000 critical hours performance indicator related to events that occurred on June 17, 2016.",141,157,329,ML17135A406.txt,,0.961399972,Cognition
useless,,,"On June 17, 2016, during turbine stop valve testing, stop valve B was to be cycled closed.",141,341,431,ML17135A406.txt,,0.371699989,Information
useless,,,"Upon performing that action, stop valve B closed as expected; however, stop valve D unexpectedly closed.",141,431,535,ML17135A406.txt,,0.286799997,Control
useless,,,"In response to the unexpected valve closure, the electro-hydraulic control trip fluid pressure fluctuated at an increased rate which caused the turbine control valves to cycle.",141,535,711,ML17135A406.txt,,0.957700014,Management
detail of incident,,,This valve cycling resulted in numerous unplanned reactor pressure and power changes for approximately 42 minutes.,141,711,825,ML17135A406.txt,,0.419800013,Information
team performance,,,"During this time, operations personnel repeatedly performed troubleshooting activities by attempting to reset the stop valves, which caused additional system instability and increased the magnitude of the power oscillations.",141,825,1049,ML17135A406.txt,,0.326000005,Information
detail of incident,,,"Ultimately, operations personnel decided to insert control rods in an attempt to stabilize the power and pressure oscillations.",141,1049,1176,ML17135A406.txt,,0.431400001,Cognition
human error,,,"The operator action to insert control rods failed to stabilize the power and pressure oscillations, and approximately 1 minute later, an automatic reactor scram occurred due to a valid oscillating power range monitor input to the reactor protection system.",141,1176,1432,ML17135A406.txt,,0.6347,Communication
useless,,,"This event was documented in Licensee Event Report 05000416/2016004-00, and NRC Inspection Reports 05000416/2016002 and 05000416/2016003.",141,1432,1569,ML17135A406.txt,,0.427599996,Information
useless,,,The unplanned power changes per 7000 critical hours performance indicator measures the rate of unplanned power changes per year of operation at power and provides an indication of initiating event frequency.,141,1569,1776,ML17135A406.txt,,0.907599986,Cognition
organizational,documetation,management,The licensee did not include any unplanned power changes as inputs into this performance indicator for the second quarter of 2016.,141,1776,1906,ML17135A406.txt,,0.345499992,Information
useless,,,"The inspectors questioned whether any unplanned power changes should have been reported with this performance indicator, and the licensee submitted a frequently asked question (FAQ) to the NRC reactor oversight process working group (ADAMS Accession No.",141,1906,2159,ML17135A406.txt,,0.753600001,Planning
useless,,,"ML17100A235, ""03/23/2017 Reactor Oversight Process Working Group Public Meeting"").",141,2159,2241,ML17135A406.txt,,0.455199987,Procedural&Team
useless,,,This FAQ (FAQ 17-01) is currently under review to determine whether the above events should be captured as inputs to the unplanned power changes performance indicator.,141,2241,2408,ML17135A406.txt,,0.569700003,Cognition
organizational,performance,,The inspectors concluded that additional inspection would be required to assess whether the unplanned power changes should have been reported in the unplanned power changes per 7000 critical hours performance indicator.,141,2408,2627,ML17135A406.txt,,0.465499997,Control
useless,,,"This issue was identified as URI 05000416/2017001-02, ""Grand Gulf Unplanned Power Changes per 7000 Critical Hours Performance Indicator.""",141,2627,2764,ML17135A406.txt,,0.499199986,Procedural&Team
useless,,,"Unplanned Scrams with Complications (IE04) Inspection Scope The inspectors reviewed the licensee's basis for including or excluding in this performance indicator each scram that occurred from January 1, 2016, through December 31, 2016.",145,0,235,ML17135A406.txt,,0.552699983,Management
useless,,,The inspectors used definitions and guidance contained in Nuclear,145,235,300,ML17135A406.txt,,0.587599993,Control
useless,,,"Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the data reported.",149,0,150,ML17135A406.txt,,0.427899987,Control
useless,,,"These activities constituted verification of the unplanned scrams with complications performance indicator, as defined in Inspection Procedure 71151. b.",149,150,302,ML17135A406.txt,,0.62349999,Control
false positive,,,Findings No findings were identified.,149,302,339,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,"Occupational Exposure Control Effectiveness (OR01) Inspection Scope The inspectors reviewed corrective action program records documenting unplanned exposures and losses of radiological control over locked high radiation areas and very high radiation areas during the period of January 1, 2016, to December 31, 2016.",149,344,659,ML17135A406.txt,,0.439700007,Control
useless,,,The inspectors reviewed a sample of radiologically controlled area exit transactions showing exposures greater than 100 millirem.,149,659,788,ML17135A406.txt,,0.347799987,Information
useless,,,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the reported data.",149,788,1003,ML17135A406.txt,,0.587300003,Planning
useless,,,"These activities constituted verification of the occupational exposure control effectiveness performance indicator, as defined in Inspection Procedure 71151. b.",149,1003,1163,ML17135A406.txt,,0.574599981,Control
false positive,,,Findings No findings were identified.,149,1163,1200,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,".5 a. Radiological Effluent Technical Specifications (RETS)/Offsite Dose Calculation Manual (ODCM) Radiological Effluent Occurrences (PR01) Inspection Scope The inspectors reviewed corrective action program records for liquid and gaseous effluent releases, and leaks and spills that occurred between January 1, 2016, and December 31, 2016, to verify the performance indicator data.",149,1200,1581,ML17135A406.txt,,0.800000012,Planning
useless,,,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the reported data.",149,1581,1796,ML17135A406.txt,,0.587300003,Planning
useless,,,"These activities constituted verification of the RETS/ODCM radiological effluent occurrences performance indicator, as defined in Inspection Procedure 71151. b.",149,1796,1956,ML17135A406.txt,,0.537899971,Control
false positive,,,Findings No findings were identified.,149,1956,1993,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,4OA2 Problem Identification and Resolution (71152) Routine Review a.,153,0,69,ML17135A406.txt,,0.433999985,Planning
useless,,,"Inspection Scope Throughout the inspection period, the inspectors performed daily reviews of items entered into the licensee's corrective action program and periodically attended the licensee's condition report screening meetings.",153,69,299,ML17135A406.txt,,0.444400012,Information
good performance,,,The inspectors verified that licensee personnel were identifying problems at an appropriate threshold and entering these problems into the corrective action program for resolution.,153,299,479,ML17135A406.txt,,0.314200014,Communication
good performance,,,The inspectors verified that the licensee developed and implemented corrective actions commensurate with the significance of the problems identified.,153,479,628,ML17135A406.txt,,0.565500021,Control
useless,,,The inspectors also reviewed the licensee's problem identification and resolution activities during the performance of the other inspection activities documented in this report.,153,628,805,ML17135A406.txt,,0.335500002,Information
false positive,,,Findings No findings were identified.,153,807,844,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,"4OA5 Other Activities (Closed) Temporary Instruction (TI) 2515/192, ""Inspection of the Licensee's Interim Compensatory Measures Associated with the Open Phase Condition Design Vulnerabilities in Electric Power Systems"" a.",153,844,1065,ML17135A406.txt,,0.963500023,Planning
useless,,,Inspection Scope The objective of this performance based temporary instruction is to verify implementation of interim compensatory measures associated with an open phase condition design vulnerability in electric power systems for operating reactors.,153,1065,1315,ML17135A406.txt,,0.987500012,Cognition
useless,,,The inspectors conducted an inspection to determine if the licensee had implemented the following interim compensatory measures.,153,1315,1443,ML17135A406.txt,,0.409000009,Information
useless,,,These compensatory measures are to remain in place until permanent automatic detection and protection schemes are installed and declared operable for the open phase condition design vulnerability.,153,1443,1639,ML17135A406.txt,,0.566399992,Control
useless,,,"The inspectors verified the following: åá The licensee identified and discussed with plant staff the lessons learned from the open phase condition events at the United States operating plants, including the Byron Station open phase condition and its consequences.",153,1639,1901,ML17135A406.txt,,0.996200025,Procedural&Team
useless,,,"This included conducting operator training for promptly diagnosing, recognizing consequences, and responding to an open phase condition.",153,1901,2037,ML17135A406.txt,,0.976899981,Org-Coordination
useless,,,The licensee updated plant operating procedures to help operators promptly diagnose and respond to open phase conditions on off-site power sources credited for safe shutdown of the plant.,153,2037,2224,ML17135A406.txt,,0.989899993,Procedural&Team
useless,,,"The licensee established and implemented periodic walk-down activities to inspect switchyard equipment such as insulators, disconnect switches, and transmission line and transformer connections associated with the off-site power circuits to detect a visible open phase condition.",153,2224,2503,ML17135A406.txt,,0.356099993,Control
useless,,,The licensee ensured that routine maintenance and testing activities on switchyard components have been implemented and maintained.,163,0,131,ML17135A406.txt,,0.47420001,Control
useless,,,"As part of the maintenance and testing activities, the licensee assessed and managed plant risk in accordance with 10 CFR 50.65(a)(4) requirements.",163,131,278,ML17135A406.txt,,0.875199974,Procedural&Team
false positive,,,Findings and Observations No findings were identified.,167,0,54,ML17135A406.txt,,0.680800021,Procedural&Team
organizational,training,,The inspector identified that the licensee did not implement any operator training focused on the changes to operating procedures related to the open phase condition vulnerability.,167,54,234,ML17135A406.txt,,0.517700016,Procedural&Team
useless,,,The licensee documented this feedback in the corrective action program as Condition Report CR-GGN-2017-03246.,167,234,343,ML17135A406.txt,,0.252200007,Procedural&Team
useless,,,"4OA6 Meetings, Including Exit Exit Meeting Summary On January 13, 2017, the inspectors presented the emergency preparedness program inspection results to Mr. V. Fallacara, Acting Site Vice President, and other members of the licensee staff.",169,0,240,ML17135A406.txt,,0.59859997,Control
organizational,,,The licensee acknowledged the issues presented.,169,240,287,ML17135A406.txt,,0.637399971,Procedural&Team
organizational,,,The licensee confirmed that any proprietary information reviewed by the inspectors had been returned or destroyed.,169,287,401,ML17135A406.txt,,0.531099975,Control
organizational,,,"On February 22, 2017, the inspectors presented the radiation safety inspection results via teleconference, to Mr. T. Coutu, Director, Regulatory and Performance Improvement, and other members of the licensee staff.",169,401,615,ML17135A406.txt,,0.778500021,Coordination
organizational,,,The licensee acknowledged the issues presented.,169,615,662,ML17135A406.txt,,0.637399971,Procedural&Team
organizational,,,The licensee confirmed that any proprietary information reviewed by the inspectors had been returned or destroyed.,169,662,776,ML17135A406.txt,,0.531099975,Control
useless,,,"On March 30, 2017, the inspectors presented the open phase temporary instruction inspection results via teleconference, to Mr. E. Larson, Site Vice President, and other members of the licensee staff.",169,776,975,ML17135A406.txt,,0.572799981,Management
organizational,,,The licensee acknowledged the issues presented.,169,975,1022,ML17135A406.txt,,0.637399971,Procedural&Team
organizational,,,The licensee confirmed that any proprietary information reviewed by the inspectors had been returned or destroyed.,169,1022,1136,ML17135A406.txt,,0.531099975,Control
useless,,,"On April 11, 2017, the inspectors presented the quarterly baseline inspection results to Mr. E. Larson, Site Vice President, and other members of the licensee staff.",169,1136,1301,ML17135A406.txt,,0.424800009,Information
organizational,,,The licensee acknowledged the issues presented.,169,1301,1348,ML17135A406.txt,,0.637399971,Procedural&Team
,,,The licensee confirmed that any proprietary information reviewed by the inspectors had been returned or destroyed.,169,1348,1462,ML17135A406.txt,,0.531099975,Control
organizational,,,"4OA7 Licensee-Identified Violations The following licensee-identified violations of NRC requirements were determined to be of very low safety significance (Green) and meet the NRC Enforcement Policy criteria for being dispositioned as non-cited violations: åá Title 10 CFR 50.54(q)(2) requires, in part, that a power reactor licensee follow an emergency plan which meets the requirements of Appendix E to 10 CFR Part 50 and the standards of 10 CFR 50.47(b).",169,1462,1918,ML17135A406.txt,,0.460799992,Org-Coordination
useless,,,"Planning Standard 10 CFR 50.47(b)(4) requires, in part, that a standard emergency classification and action level scheme is in use by the licensee.",169,1918,2065,ML17135A406.txt,,0.89289999,Cognition
organizational,procedure-not followed,,"Contrary to the above, on June 7, 2015, Grand Gulf Nuclear Station failed to follow an emergency plan which met the requirements of Appendix E and the standards",169,2065,2225,ML17135A406.txt,,0.898199975,Cognition
organizational,documentation-not filed,,"Specifically, the licensee failed to accurately classify a Notification of Unusual Event in accordance with the licensee's emergency action level scheme.",173,20,173,ML17135A406.txt,,0.854200006,Team & Organization
organizational,procedure-lack of a procedure,,"The licensee declared the emergency based on a fire condition, which did not exist, as identified in the licensee's after-action report dated July 13, 2015.",173,173,329,ML17135A406.txt,,0.828999996,Planning
organizational,performance,,"The finding was evaluated using Inspection Manual Chapter 0609, Appendix B, ""Emergency Preparedness Significance Determination Process,"" dated September 22, 2015, and was determined to be of very low safety significance (Green) because it was a failure to comply with NRC requirements, was associated with a risk-significant planning standard, and was not a lost or degraded planning standard function.",173,329,731,ML17135A406.txt,,0.457700014,Control
useless,,,The licensee entered this issue into the corrective action program as Condition Reports CR-GGN-2015-03345 and CR-GGN-2017-00288.,173,731,859,ML17135A406.txt,,0.468400002,Control
useless,,,"åá Technical Specification 5.7.1 states, in part, that each high radiation area, as defined in 10 CFR Part 20, shall be barricaded and conspicuously posted as a high radiation area.",173,859,1039,ML17135A406.txt,,0.526000023,Control
useless,,,"Contrary to the above, on April 20, 2016, an accessible area of the auxiliary building 185 feet south, new fuel pool heat exchanger room, was a high radiation area as defined in 10 CFR Part 20 and was not barricaded or conspicuously posted.",173,1039,1279,ML17135A406.txt,,0.254099995,Resources
detail of incident,,,"This finding was determined to be of very low safety significance (Green) because the finding was not an ALARA planning issue, there was no overexposure or potential for overexposure, and the licensee's ability to assess dose was not compromised.",173,1279,1525,ML17135A406.txt,,0.394699991,Resources
useless,,,The licensee entered this issue into the corrective action program as Condition Report CR-GGN-2016-03482.,173,1525,1630,ML17135A406.txt,,0.420599997,Information
useless,,,"Technical Specification 5.7.2 states, in part, that in addition to the requirements of Specification 5.7.1, areas with radiation levels greater than 1000 mrem/hr shall be provided with locked or continuously guarded doors to prevent unauthorized entry.",173,1630,1882,ML17135A406.txt,,0.630299985,Control
useless,,,"Contrary to the above, on April 6, 2016, the reactor water cleanup pump B room had accessible areas with radiation levels greater than 1000 mrem/hr and was not locked or continuously guarded to prevent unauthorized entry.",173,1882,2103,ML17135A406.txt,,0.565299988,Control
detail of incident,,,"This finding was determined to be of very low safety significance (Green) because the finding was not an ALARA planning issue, there was no overexposure or potential for overexposure, and the licensee's ability to assess dose was not compromised.",173,2103,2349,ML17135A406.txt,,0.394699991,Resources
useless,,,The licensee entered this issue into the corrective action program as Condition Report CR-GGN-2016-03146.,173,2349,2454,ML17135A406.txt,,0.481000006,Information
