text,line,start_pos,end_pos,file,label_Frenard,label_SALLY,label_struck
"Additionally, both monitors used at Comanche Peak were calibrated within the last month as recommended by RKI.",62,1481,1591,ML13298A103.txt,U,U,U
At Comanche Peak the hydrogen monitoring setup had also changed from that used in the latest campaign from what was used during the first campaign.,62,1591,1738,ML13298A103.txt,U,U,U
"In the first campaign the ""stationary"" monitor was kept close to the MPC canister with a sample tubing length of approximately five feet.",62,1738,1875,ML13298A103.txt,U,U,U
In the second campaign the hydrogen monitor was positioned in the welders low dose area near the welding remote controlling equipment.,62,1875,2009,ML13298A103.txt,U,U,U
The sample tubing was measured to be approximately 85 feet long wrapping along multiple walls and up twenty feet in elevation.,62,2009,2135,ML13298A103.txt,U,U,U
Through the review of the TN bulletin a walk-down of the sample line tubing was performed by the Holtec welders.,62,2135,2247,ML13298A103.txt,U,U,U
Several dips in the sample line were discovered which contained small amounts of water condensate.,62,2247,2345,ML13298A103.txt,U,U,U
No loop seal of water had formed in the tubing.,62,2345,2392,ML13298A103.txt,U,U,U
Holtec's welding crew responded appropriately by taking up the slack in the line to remove the low points and drained the small amount of water from the tubing.,62,2392,2552,ML13298A103.txt,U,U,U
"After the completion of Cask #12 and prior to the operations associated with Cask #13, Comanche Peak set-up a procedural test of the current hydrogen monitoring equipment by procuring a test bottle of 95 percent nitrogen and 5 percent hydrogen to ensure the equipment and setup used could sufficiently sample a combustible gas mixture as required.",62,2552,2899,ML13298A103.txt,U,U,U
The hydrogen monitoring experiment was documented in EV-CR-2013-009593-2.,62,2899,2972,ML13298A103.txt,U,U,U
"The licensee connected the test bottle to the 85 feet of tubing used for the ""stationary"" monitor with an equivalent back pressure to see if the monitor alarmed.",62,2972,3133,ML13298A103.txt,U,U,U
The Eagle 1 Type 201-11 did alarm almost instantaneously.,62,3133,3190,ML13298A103.txt,U,U,U
"Next the licensee tested the ""handheld"" Eagle 1 Type 101 sensor by expelling the combustible gas from an open 1 liter sample bottle and slowly lowered the monitor down to the opening of that bottle to determine when the monitor would alarm.",62,3190,3430,ML13298A103.txt,U,U,U
The Type 101 monitor alarmed at approximately one inch away from the open bottle.,62,3430,3511,ML13298A103.txt,U,U,U
These test demonstrated that the combustible gas,62,3511,3559,ML13298A103.txt,U,U,U
-8-,64,0,3,ML13298A103.txt,U,U,U
detection system used in Casks #10 thru #12 was adequate and met the requirements in the Technical Specification 1.3.,66,0,118,ML13298A103.txt,U,U,U
The corrective actions that resulted from the review of the TN Bulletin as documented in the condition report CR-2013-009593 included the following: Â· A revision to Comanche Peak Procedure DCS-100 to require the DCS Project Manager to verify that there had been no change to either the welding equipment or hydrogen gas monitors or their setups prior to each new loading campaign.,66,118,498,ML13298A103.txt,P,U,P
This could include in situ testing under simulated conditions to prove that the gas monitors are functioning or will function as required and/or calibration verification from the monitor vendor that would demonstrate the equipment would function as required.,66,498,756,ML13298A103.txt,U,U,U
Holtec Welding procedure HSP-504 was revised to provide instructions to monitor for and drain water that is found in the in-line hydrogen sample tubing and the change included special cautions and guidance for use of the hydrogen monitors.,66,756,995,ML13298A103.txt,U,U,U
The in-line hydrogen sample tubing was decreased from 85 feet long to approximately 10 feet long with all low points removed and the use of water collection drip pots that would collect any condensate.,66,995,1196,ML13298A103.txt,U,U,U
"The ""handheld"" Eagle 1 Type 101 was removed from service and replaced with a second Eagle 1 Type 201-11 monitor.",66,1196,1308,ML13298A103.txt,U,U,U
Â·,68,0,1,ML13298A103.txt,U,U,U
Â·,70,0,1,ML13298A103.txt,U,U,U
Â·,72,0,1,ML13298A103.txt,U,U,U
"(6) Technical Specification 3.1.2, Cask Temperature Monitoring Technical Specification 3.1.2 required either a daily inspection of the inlet and outlet vents for blockage or daily verification that the temperature difference between the HI-STORM outlet temperature and the ISFSI ambient temperature was less than a specified temperature.",74,0,337,ML13298A103.txt,U,U,U
The licensee had equipped all the HI-STORM casks with temperature monitoring equipment and was implementing the daily temperature monitoring requirements in compliance with technical specification.,74,337,534,ML13298A103.txt,U,U,U
"If the temperature monitoring equipment malfunctioned or was not in operation, the licensee performed vent inspections in accordance with technical specification.",74,534,696,ML13298A103.txt,U,U,U
"The licensee implemented Shift Surveillance Procedure OPT-102A ""Mode 1 and 2 Shiftly Surveillances,"" Revision 37 to comply with the Technical Specification.",74,696,852,ML13298A103.txt,U,U,U
The procedure required operators to verify that the difference between average overpack air outlet temperature and ISFSI ambient temperature was each HSM temperature was  155 degrees Fahrenheit (F).,74,852,1050,ML13298A103.txt,U,U,U
"If the acceptance criteria was not met, the operators were required to inspect the vent openings of the affected cask and remove any blockages, if found.",74,1050,1203,ML13298A103.txt,U,U,U
Temperature monitoring documentation was reviewed for the months of December 2012 and June 2013 to verify compliance with the Technical Specification.,74,1203,1353,ML13298A103.txt,U,U,U
"For all months selected for review, temperature monitoring or vent inspections were performed daily, as required.",74,1353,1466,ML13298A103.txt,U,U,U
"For all the days of the selected months reviewed, no cask vents were reported as being blocked or exceeding temperature monitoring criteria.",74,1466,1606,ML13298A103.txt,U,U,U
-9-,76,0,3,ML13298A103.txt,U,U,U
(7) Corrective Action Program A list of condition reports issued since the last NRC inspection in June of 2012 was provided by the licensee for the fuel building overhead crane and the ISFSI.,78,0,192,ML13298A103.txt,U,U,U
"Issues were processed in accordance with Procedure STA-422 ""Processing Condition Reports,"" Revision 31.",78,192,295,ML13298A103.txt,U,U,U
When a problem was identified the licensee would document the issue as a condition report (CR) in the licensee's corrective action program.,78,295,434,ML13298A103.txt,U,U,U
"Of the list of CRs provided relating to the ISFSI and the fuel building overhead crane, approximately 25 CRs were selected by the NRC inspectors for further review.",78,434,598,ML13298A103.txt,U,U,U
"The CRs related to a number of different topics including: calibration of the forced helium dehydration temperature gages, annual maintenance discrepancies such as light rust found on loaded HI-STORMs on the ISFSI pad, modification of the emergency power disconnect switch for the fuel building overhead crane, and CR regarding issues from the operating experience from other facilities.",78,598,985,ML13298A103.txt,U,U,U
The CRs reviewed were well documented and properly categorized based on the significance of the issue.,78,985,1087,ML13298A103.txt,U,U,U
The corrective actions taken were appropriate for the situations.,78,1087,1152,ML13298A103.txt,U,U,U
"Based on the level of detail of the corrective action reports, the licensee demonstrated a high attention to detail in regards to the maintenance and operation of their ISFSI program and the fuel building overhead crane.",78,1152,1372,ML13298A103.txt,U,U,U
No NRC concerns were identified related to the condition reports reviewed.,78,1372,1446,ML13298A103.txt,U,U,U
"(8) Decommissioning Funding Plan Federal Register Notice 76FR35512, dated June 17, 2011, included a new rulemaking requirement that affected Part 72 licensees.",78,1446,1605,ML13298A103.txt,U,U,U
The Federal Register documented a change to 72.30(b) which required Part 72 licensees to submit to the NRC for review and approval an ISFSI decommissioning funding plan.,78,1605,1774,ML13298A103.txt,U,U,U
The final rule made changes to the financial assurance requirements for Part 72 licensees to provide greater consistency with similar decommissioning requirements in the 10 CFR Part 50 regulations.,78,1774,1971,ML13298A103.txt,U,U,U
Financial assurances are financial arrangements provided by the licensee to ensure funds for decommissioning will be available when needed.,78,1971,2110,ML13298A103.txt,U,U,U
"The effective date of the new rule was December 17, 2012.",78,2110,2167,ML13298A103.txt,U,U,U
The new rule required all Part 72 licensees to submit a decommissioning funding plan to the NRC by the effective date of the rule.,78,2167,2297,ML13298A103.txt,U,U,U
"Comanche Peak submitted its ISFSI Decommissioning Funding Plan to the NRC for review and approval on December 17, 2012 (Adams Accession No.",78,2297,2436,ML13298A103.txt,U,U,U
ML13002A074) in compliance with the new rule.,78,2436,2481,ML13298A103.txt,U,U,U
b.,78,2481,2483,ML13298A103.txt,U,U,U
Findings No findings were identified.,78,2483,2520,ML13298A103.txt,U,U,U
.2 a.,78,2520,2525,ML13298A103.txt,U,U,U
Review of 10 CFR 72.212(b) Evaluations at Operating Plants (60856.1) Inspection Scope The 10 CFR 72.212 Evaluation Report was reviewed to verify site characteristics were still bounded by the Holtec HI-STORM 100 cask system's design basis.,78,2525,2764,ML13298A103.txt,U,U,U
- 10 -,80,0,6,ML13298A103.txt,U,U,U
"Comanche Peak's 10 CFR 72.212 Evaluation Report at the time of the inspection was Revision 5, dated August 13, 2013.",82,0,117,ML13298A103.txt,U,U,U
Three revisions had been performed to the 72.212 Evaluation Report since the last NRC routine ISFSI inspection and were reviewed during this inspection.,82,117,269,ML13298A103.txt,U,U,U
"These were Revision 3 on October 23, 2012, Revision 4 on July 15, 2013, and Revision 5 implemented on August 13, 2013.",82,269,387,ML13298A103.txt,U,U,U
The associated 10 CFR 72.48 screening for each revision was reviewed.,82,387,456,ML13298A103.txt,U,U,U
"In Revision 3, the licensee added three tables that enhanced the comprehension and understanding of the MPC and HI-STORM fabrication information and provided additional loading information for the used fuel stored within the casks currently on the ISFSI pad.",82,456,714,ML13298A103.txt,U,U,U
"In Revision 4, the licensee added two additional Appendices to the 72.212 Report which removed the non-applicable discussions and requirements from the generic Holtec Certificate of Compliance.",82,714,907,ML13298A103.txt,U,U,U
This change was issued to enhance and improve operator usability and aided in cleaning out non-applicable systems not used at Comanche Peak.,82,907,1047,ML13298A103.txt,U,U,U
"The latest change, Revision 5, was an editorial change that only changed the table of contents and list of effective pages.",82,1047,1170,ML13298A103.txt,U,U,U
b.,82,1170,1172,ML13298A103.txt,U,U,U
Findings No findings were identified.,82,1172,1209,ML13298A103.txt,U,U,U
.3 a.,82,1209,1214,ML13298A103.txt,U,U,U
Review of 10 CFR 72.48 Evaluations (60857) Inspection Scope The licensee's 10 CFR 72.48 screenings and evaluations since the last NRC routine ISFSI inspection were reviewed to determine compliance with regulatory requirements.,82,1214,1440,ML13298A103.txt,U,U,U
A list of modifications to the ISFSI programs and changes to the fuel building overhead crane was provided by the licensee.,82,1440,1563,ML13298A103.txt,U,U,U
The licensee had not performed any 72.48 ISFSI evaluations or any 50.59 crane evaluations since the last NRC inspection in June of 2012.,82,1563,1699,ML13298A103.txt,U,U,U
"From the list of 72.48 screens provided by the licensee, fifteen 10 CFR 72.48 screenings were selected for further review.",82,1699,1821,ML13298A103.txt,U,U,U
"The licensee utilized Procedure STA-707, ""10 CFR 50.59 and 10 CFR 72.48 Reviews"" Revision 19 to perform the 10 CFR 72.48 or 10 CFR 50.59 safety screenings or evaluations.",82,1821,1991,ML13298A103.txt,U,U,U
None of the screenings reviewed required a full 10 CFR 72.48 or 10 CFR 50.59 safety evaluation.,82,1991,2086,ML13298A103.txt,U,U,U
All screenings were determined to be adequately evaluated.,82,2086,2144,ML13298A103.txt,U,U,U
b.,82,2144,2146,ML13298A103.txt,U,U,U
Findings No findings were identified.,82,2146,2183,ML13298A103.txt,U,U,U
"4OA6 Meetings, Including Exit Exit Meeting Summary On September 19, 2013 the inspectors presented the initial inspection results to Mr. Ben Mays, and other members of the licensee staff.",82,2183,2369,ML13298A103.txt,U,U,U
"Then on October 8, 2013 a final telephonic exit was conducted with Mr. Jimmy Seawright after the completion of a hydrogen monitoring test which",82,2369,2512,ML13298A103.txt,U,U,U
- 11 -,84,0,6,ML13298A103.txt,U,U,U
demonstrated that gas monitoring equipment was functioning as required.,86,0,72,ML13298A103.txt,U,U,U
The licensee acknowledged the inspection details presented.,86,72,131,ML13298A103.txt,U,U,U
The inspector asked the licensee whether any materials examined during the inspection should be considered proprietary.,86,131,250,ML13298A103.txt,U,U,U
No proprietary information was identified.,86,250,292,ML13298A103.txt,U,U,U
- 12 -,88,0,6,ML13298A103.txt,U,U,U
"SUPPLEMENTAL INSPECTION INFORMATION KEY POINTS OF CONTACT Licensee Personnel S. Fenton, Radiation Protection B. Henley, Project Manager T. Hope, Manager of Regulatory Affairs J.",90,0,178,ML13298A103.txt,U,U,U
"Hull, Refueling Work Window Manager D. Keating, Ops Procedures M. Ragan, Project Manager J. Seawright, Regulatory Affairs Contractor Personnel J. Crowson, Holtec Cask Loading Supervisor E. Oly, Holtec Welding Supervisor J. Wolfe, System One Quality Control Inspector INSPECTION PROCEDURES USED IP 60855.1 IP 60856.1 IP 60857 Operations of an ISFSI at Operating Plants Review of 10 CFR 72.212(b) Evaluations at Operating Plants Review of 10 CFR 72.48 Evaluations LIST OF ITEMS OPENED, CLOSED, AND DISCUSSED Opened None Discussed None Closed None",90,178,722,ML13298A103.txt,U,U,U
Attachment 1,92,0,12,ML13298A103.txt,U,U,U
LIST OF DOCUMENTS REVIEWED The following is a list of documents reviewed during the inspection.,94,0,96,ML13298A103.txt,U,U,U
"Inclusion on this list does not imply that the NRC inspectors reviewed the documents in their entirety, but rather, that selected sections of portions of the documents were evaluated as part of the overall inspection effort.",94,96,320,ML13298A103.txt,U,U,U
"Inclusion of a document on this list does not imply NRC acceptance of the document or any part of it, unless this is stated in the body of the inspection report.",94,320,481,ML13298A103.txt,U,U,U
4OA5.1 Other Activities Calculations NUMBER TITLE REVISION / DATE,94,481,546,ML13298A103.txt,U,U,U
"Procedures NUMBER DCS-100 DCS-201 DCS-202 DCS-203 DCS-204 DCS-205 DCS-301 HSP-504 OPT-102A STA-422 STA-421 STA-707 DCS-110 DCS-301 TITLE Dry Fuel Storage Campaign Guidelines Transporting Loaded and Unloaded HI-STORM MPC Preparing for Loading MPC Handling and Fuel Loading Operations MPC Closure Operations Stack-up and Transfer of Loaded MPC Dry Cask Storage Equipment Malfunction, Loop, LOCA, and Contingencies guidance Procedure to Perform Closure Welds on the MPC and MPC Lid Mode 1 and 2 Shiftly Surveillances Processing Condition Reports Initiation of Condition Reports 10 CFR 50.59 and 10 CFR 72.48 Reviews HI-STORM In-Service Annual Inspection and Maintenance Dry Cask Storage (DCS) Equipment Malfunctions, LOOP, LOCA, and Contingencies Guidance REVISION / DATE Revision 4 Revision 5 Revision 3 Revision 6 Revision 5 Revision 6 Revision 4 Revision 22 Revision 37 Revision 31 Revision 18 Revision 19 Revision 2 Revision 4",96,0,927,ML13298A103.txt,U,U,U
Design Basis Documents NUMBER TITLE 10 CFR 72.212 Evaluation Report Docket # 72-74 Certificate of Compliance 72-1014 HI-STORM 100 Cask System Holtec International Final Safety Analysis Report for the HI-STORM 100 Cask System REVISION / DATE Revision 5 Amendment 7 Revision 9,98,0,274,ML13298A103.txt,U,U,U
-2-,100,0,3,ML13298A103.txt,U,U,U
"Miscellaneous Documents NUMBER LDCR DC-13-001 LDCR DC-11-005 VDRT 4508107 VDRT 4289978 VDRT 4411053 VDRT 4624171 VDRT 4623991 VDRT 4640647 VDRT 4554248 VDRT 4698780 FDA-2009000859-23-01 NUC-212-4 NUC-212-4 NUC-212-4 NUC-212-5 TITLE 10 CFR 72.212 Evaluation Report Revision 10 CFR 72.121 Evaluation Report Revision 10 CFR 72.48 Screening Evaluation Database 10 CFR 72.48 Screening Evaluation Database 10 CFR 72.48 Screening Evaluation Database 10 CFR 72.48 Screening Evaluation Database MPC Port Cap Operations HI-STORM CoC Radiation Protection Program Dose Rates Limits for Comanche Peak Dose Versus Distance from HI-STORM 100S Version B for Comanche Peak Evaluation of Temporary Shielding for MPC at Comanche Peak Final Design Authorization Cask Acceptability Report, Cask #010 Cask Acceptability Report, Cask #011 Cask Acceptability Report, Cask #012 Comprehensive Assembly Specification Supplement (96 copies, one for each loaded fuel assembly) Electronic Dosimeter records for casks 010 and 011 UFO2 Dose Trend Chart UFO2 Cask and Dose Trending Data Task and Dose Breakout for UFO2 Cask Campaign 1 Task and Dose Breakout for UFO2 Cask Campaign 2 Radiological Survey Forms (several) GAM Map Locations (several) Data Sheet - BorotronÂ® Borated PE GAM Badge Location Sheet (several) CPNPP GAM Results Report (several) Mirion Technologies Â­ Global Dosimetry Solutoins Comanche Peak Environmental Operating Reports (several) Various Site Maps Evaluation of HMD Surveillance Report 12-RVS-18 Evaluation of HMD Surveillance Report 12-RVS-19 Evaluation of HMD Surveillance Report 12-RVS-20, 21 and 22 Evaluation of HMD Surveillance Report 13-RVS-09, 10, 11, and 12 Fuel Management During UFO1 Core Performance Engineering and Fuel Management Fuel Management During UFO2 REVISION / DATE Revision 0 Revision 0 Revision 0 Revision 1 Revision 0 Revision 0 Revision 2 Revision 5 Revision 5 Revision 2 Dated 08/02/2011 Revision 4 Revision 4 Revision 4 Revision 1",102,0,1952,ML13298A103.txt,U,U,U
RPI-602-1 RPI-521-1,104,0,19,ML13298A103.txt,U,U,U
Revision 10 Revision 6,106,0,22,ML13298A103.txt,U,U,U
QAA-12-065 QAA-12-066 QAA-12-075 QAA-13-040 EVAL-2011-005 EVAL-2011-007 EVAL-2013-008,108,0,85,ML13298A103.txt,U,U,U
Dated 08/19/2012 Dated 09/09/2012 Dated 12/27/2012 Dated 07/11/2013 Dated 05/29/2012 Dated 01/03/2012 Dated 07/07/2012,110,0,118,ML13298A103.txt,U,U,U
-3-,112,0,3,ML13298A103.txt,U,U,U
Work Orders WO 4677096 Condition Reports CR-2013-009593 CR-2013-009124 CR-2013-005044 CR-2013-002186 CR-2013-008187 CR-2012-005246 CR-2013-007597 CR-2012-000282 CR-2009-000859 CR-2012-004628 CR-2021-007306 CR-2013-005088 CR-2012-002019 CR-2013-008942 CR-2013-005905 CR-2012-000282 CR-2013-007609 CR-2013-006831 CR-2013-007876 CR-2012-002446 CR-2013-008802 CR-2013-006831 CR-2013-006952 CR-2013-009020 CR-2013-005326 CR-2012-003495 CR-2012-005044,114,0,446,ML13298A103.txt,U,U,U
-4-,116,0,3,ML13298A103.txt,U,U,U
LIST OF ACRONYMS ADAMS CAP CoC CPNPP CR CFR CY DCS DNMS F FSAR GAM GM IMC IP ISFSI kW mR/hr micro(Âµ)R/hr MPC mrem MWd/MTU NMP NRC OSL QA QC REMP RP TLD TN U-235 UFO1 UFO2 Agencywide Documents Access and Management System Corrective Action Program Certificate of Compliance Comanche Peak Nuclear Power Plant Condition Report Code of Federal Regulations Calendar Year Dry Cask Storage Division of Nuclear Material Safety Fahrenheit Final Safety Analysis Report General Area Monitoring Geiger-Mueller Inspection Manual Chapter Inspection Procedure Independent Spent Fuel Storage Installation kilo-watt milliRoentgen per hour microRoentgen per hour Multi-Purpose Canister milliRoentgen equivalent man megawatt days/metric ton uranium Nine Mile Point U.S. Nuclear Regulatory Commission optically stimulated luminescent Quality Assurance Quality Control Radiological Environmental Monitoring Program radiation protection thermoluminescent dosimeter Transnuclear Uranium 235 Cask Loading Campaign #1 Cask Loading Campaign # 2,118,0,1019,ML13298A103.txt,U,U,U
-5-,120,0,3,ML13298A103.txt,U,U,U
ATTACHMENT 2: LOADED CASKS AT THE COMANCHE PEAK ISFSI,122,0,54,ML13298A103.txt,U,U,U
LOADING ORDER 1 2 3 4 5 6 7 8 9 10 11 12 MPC SERIAL No.,123,0,55,ML13298A103.txt,U,U,U
MPC-156 MPC-158 MPC-157 MPC-202 MPC-199 MPC-196 MPC-195 MPC-200 MPC-198 MPC-197 MPC-307 MPC-289 HI-STORM No.,123,55,163,ML13298A103.txt,U,U,U
Serial No.,123,163,173,ML13298A103.txt,U,U,U
465 Serial No.,123,173,187,ML13298A103.txt,U,U,U
467 Serial No.,123,187,201,ML13298A103.txt,U,U,U
553 Serial No.,123,201,215,ML13298A103.txt,U,U,U
550 Serial No.,123,215,229,ML13298A103.txt,U,U,U
549 Serial No.,123,229,243,ML13298A103.txt,U,U,U
557 Serial No.,123,243,257,ML13298A103.txt,U,U,U
556 Serial No.,123,257,271,ML13298A103.txt,U,U,U
551 Serial No.,123,271,285,ML13298A103.txt,U,U,U
552 Serial No.,123,285,299,ML13298A103.txt,U,U,U
729 Serial No.,123,299,313,ML13298A103.txt,U,U,U
730 Serial No.,123,313,327,ML13298A103.txt,U,U,U
"731 DATE ON PAD 02/28/12 03/12/12 04/02/12 04/09/12 04/14/12 05/07/12 05/14/12 05/21/12 06/18/12 9/04/13 9/16/13 9/23/13 HEAT LOAD (Kw) 17.813 24.842 25.031 25.133 25.216 25.470 25.377 27.203 27.657 22.283 22.225 22.949 BURNUP MWd/MTU (max) 42,278 49,268 49,518 49,561 49,509 49,750 49,961 49,584 49,888 49,949 49,814 49,691 MAXIMUM FUEL ENRICHMENT % 4.50 4.82 4.82 4.82 4.82 4.82 4.82 4.82 4.80 4.74 4.82 4.82 PERSON-REM DOSE 0.332 0.359 0.315 0.195 0.223 0.116 0.120 0.098 0.549 0.186 0.119 0.170",123,327,825,ML13298A103.txt,U,U,U
NOTES:,125,0,6,ML13298A103.txt,U,U,U
" Heat load (kW) is the sum of the heat load values for all spent fuel assemblies in the cask  Burn-up is the value for the spent fuel assembly with the highest individual discharge burn-up  Fuel enrichment is the spent fuel assembly with the highest individual ""initial"" enrichment percent of U-235",127,0,298,ML13298A103.txt,U,U,U
"All casks were loaded and are currently maintained under Certificate of Compliance 1014, License Amendment 7 and the Final Safety Analysis Report, Revision 9",129,0,157,ML13298A103.txt,U,U,U
Attachment 2,131,0,12,ML13298A103.txt,U,U,U
