label_SALLY,text,line,start_pos,end_pos,file,label_struck
T,"A cracked insulator on the west 345kV bus, part of the train B offsite power circuit, was also not properly being assessed for plant risk.",103,1401,1539,ML14041A484.txt,T
U,"Realizing a potential trend, the inspectors brought the oversight to the attention of licensee management, who immediately directed an assessment of risk and wrote Condition Report 77149 to ensure capture of emergent switchyard degraded conditions into their online risk assessment program as required by 10 CFR 50.65(a)(4) and station procedure AP 22C-003.",103,1539,1896,ML14041A484.txt,O
T,This condition was later able to be analyzed as acceptable without performing field work on the offsite circuit.,103,1896,2008,ML14041A484.txt,U
U,Analysis.,103,2008,2017,ML14041A484.txt,U
O,"The inspectors determined that failure to assess risk associated with an emergent maintenance activity in accordance with station procedure AP 22C-003, ""Online Nuclear Safety and Generation Risk Assessment,"" was a performance deficiency.",103,2017,2254,ML14041A484.txt,T
O,The performance deficiency was more than minor because it affects the switchyard activities area of the protection against external factors attribute of the Initiating Events Cornerstone.,103,2254,2441,ML14041A484.txt,U
U,"According to Inspection Manual Chapter 0609, Appendix K, ""Maintenance Risk Assessment and Risk Management Significance Determination Process,"" a greater than minor inspection finding that results from the licensee's underestimate of plant risk should be evaluated using the methods in Appendix K. Appendix K, Step 4.1.2, ""NRC Evaluation of Risk,"" states that the regional senior reactor analyst may independently evaluate the risk if there are specific concerns regarding the adequacy of the licensee's assessment such as the quantitative risk assessment contained omissions.",103,2441,3016,ML14041A484.txt,"T, O"
O,"As stated in Step 4.2, ""Determination of Risk Deficit,"" if the licensee did not perform a risk assessment at all, the actual risk increase (ICDPactual) is the product of the incremental core damage frequency (ICDFactual) and the annualized fraction of the duration of the configuration.",103,3016,3302,ML14041A484.txt,U
U,The actual incremental core damage frequency is defined as the actual core damage frequency (CDFactual) less the core damage frequency without consideration of the test and maintenance events (CDFzero-maintenance).,103,3302,3516,ML14041A484.txt,U
U,The risk can then be calculated as follows: ICDPactual = (CDFactual - CDFzero-maintenance) * duration,103,3516,3617,ML14041A484.txt,U
U,- 12 -,105,0,6,ML14041A484.txt,U
U,"As a bounding assessment, the analyst assumed that the risk of a total loss of offsite power was no more than 100 times higher than usual during the performance of the subject maintenance.",107,0,189,ML14041A484.txt,U
"O, T","Additionally, the analyst made the worst-case bounding assumption that inappropriate maintenance on the breaker could have resulted in the failure of Bus NB01.",107,189,348,ML14041A484.txt,U
U,"Given these assumptions, the analyst utilized the Standardized Plant Analysis Risk model for Wolf Creek Version 8.20 to quantify the risk.",107,348,486,ML14041A484.txt,U
U,The resulting actual core damage frequency was 8.50 x 10-3/year.,107,486,550,ML14041A484.txt,U
U,The appropriate baseline risk evaluated by this model was a zero-maintenance core damage frequency of 1.44 x 10-6/year.,107,550,669,ML14041A484.txt,U
U,"The inspectors stated that the duration of the activity, as it impacted plant risk, was no more than 1.0 hour.",107,669,779,ML14041A484.txt,U
U,"Therefore, the incremental core damage probability was calculated as follows: ICDPactual = (8.50 x 10-3/year - 1.44 x 10-6/year) * 1.0 hour ÃŒÃ¡ 8760 hours/year = 9.7 x 10-7 Based on the above calculations, the analyst determined that the finding was of very low safety significance (Green) because the bounding analysis indicated that the effect of the finding on plant operations was less than the Green/White threshold.",107,779,1198,ML14041A484.txt,U
U,"The inspectors determined that the finding did not have a cross-cutting aspect because the performance deficiency was caused by an inadequate procedure change in 1998, which was not representative of current performance.",107,1198,1418,ML14041A484.txt,P
U,Enforcement.,107,1418,1430,ML14041A484.txt,U
U,"10 CFR 50.65(a)(4) requires that ""Before performing maintenance activities, the licensee shall assess and manage the increase in risk that may result from the proposed maintenance activities.""",107,1430,1622,ML14041A484.txt,U
U,"Contrary to the above, on November 14, 2013, the licensee failed to assess and manage the increase in risk that may result from the proposed maintenance activities.",107,1622,1786,ML14041A484.txt,T
U,"Specifically, the licensee allowed switchyard personnel to perform troubleshooting and online corrective maintenance to address an emergent condition on 13.8kV switchyard breaker 13-48, which was part of the train A offsite power circuit, without assessing the impact on scheduled maintenance in progress, and without consideration of risk management actions to ensure the readiness of the diesel generator A.",107,1786,2195,ML14041A484.txt,T
U,"Because the violation was of very low safety significance (Green) and was entered into the licensee's corrective action program as Condition Report 77149, it is being treated as a non-cited violation in accordance with Section 2.3.2.a of the NRC's Enforcement Policy: NCV 05000482/2013005-02, ""Failure to Assess Risk Prior to Performing Online Maintenance to an Offsite Power Circuit Component.""",107,2195,2590,ML14041A484.txt,U
U,1R15 Operability Determinations and Functionality Assessments (71111.15) a.,107,2590,2665,ML14041A484.txt,U
U,"Inspection Scope The inspectors reviewed five operability determinations and functionality assessments that the licensee performed for degraded or nonconforming structures, systems, or components:",107,2665,2861,ML14041A484.txt,U
U,- 13 -,109,0,6,ML14041A484.txt,U
U,Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡,111,0,10,ML14041A484.txt,U
U,"October 26, 2013, operability determination of auxiliary feedwater pump turbine casing steam leak November 13, 2013, Class 1E and control room A/C unit cleanliness maintenance practices from Root Cause Analysis (RCA) 75337 November 30, 2013, main feed water pump turbine vibration probe failure December 2, 2013, Westinghouse process control group 1 power supply fuse exceeds thermography acceptance criteria December 11, 2013, tubing vibration on B emergency diesel generator fuel leakoff line",113,0,494,ML14041A484.txt,U
U,The inspectors reviewed the timeliness and technical adequacy of the licensee's evaluations.,115,0,92,ML14041A484.txt,U
U,"Where the licensee determined the degraded SSC to be operable or functional, the inspectors verified that the licensee's compensatory measures were appropriate to provide reasonable assurance of operability or functionality.",115,92,316,ML14041A484.txt,U
U,The inspectors verified that the licensee had considered the effect of other degraded conditions on the operability or functionality of the degraded SSC.,115,316,469,ML14041A484.txt,U
U,"These activities constitute completion of five operability and functionality review samples, as defined in Inspection Procedure 71111.15 b.",115,469,608,ML14041A484.txt,U
U,Findings No findings were identified.,115,608,645,ML14041A484.txt,U
U,1R18 Plant Modifications (71111.18) .1 a.,115,645,686,ML14041A484.txt,U
U,"Permanent Modifications Inspection Scope The inspectors reviewed one permanent plant modification that affected risk-significant structures, systems, and components: Ã¥Ã¡ October 30, 2013, compensatory measures for non-functional class 1E air conditioning units",115,686,944,ML14041A484.txt,U
U,The inspectors reviewed the design and implementation of the modification.,117,0,74,ML14041A484.txt,U
U,The inspectors verified that work activities involved in implementing the modifications did not adversely impact operator actions that may be required in response to an emergency or other unplanned event.,117,74,278,ML14041A484.txt,U
U,The inspectors verified that post-modification testing was adequate to establish the functionality of the SSCs as modified.,117,278,401,ML14041A484.txt,U
U,- 14 -,119,0,6,ML14041A484.txt,U
U,"These activities constitute completion of one sample of permanent modifications, as defined in Inspection Procedure 71111.18. b.",121,0,129,ML14041A484.txt,U
U,Findings No findings were identified.,121,129,166,ML14041A484.txt,U
U,1R19 Post-Maintenance Testing (71111.19) a.,121,166,209,ML14041A484.txt,U
U,"Inspection Scope The inspectors reviewed seven post-maintenance testing activities that affected risksignificant structures, systems, or components: Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ October 2, 2013, reactor coolant system wide range pressure channel 3 recorder replacement October 10, 2013, fuel building emergency exhaust fan dust seal replacement November 6, 2013, relug NK026 cables 14NKK02A3 and 14NKK02A4 November 20, 2013, replace essential service water instrumentation root valve EFV0253 November 21, 2013, emergency diesel generator B relay functional test November 26, 2013, emergency diesel generator starting air compressor oil change November 26, 2013, control rod drive mechanism cooling fan breaker Meggar and Baker testing",121,209,928,ML14041A484.txt,U
U,The inspectors reviewed licensing- and design-basis documents for the SSCs and the maintenance and post-maintenance test procedures.,123,0,132,ML14041A484.txt,U
U,"The inspectors observed the performance of the post-maintenance tests to verify that the licensee performed the tests in accordance with approved procedures, satisfied the established acceptance criteria, and restored the operability of the affected SSCs.",123,132,387,ML14041A484.txt,U
U,"These activities constitute completion of seven post-maintenance testing inspection samples, as defined in Inspection Procedure 71111.19. b.",123,387,527,ML14041A484.txt,U
U,Findings No findings were identified.,123,527,564,ML14041A484.txt,U
U,- 15 -,125,0,6,ML14041A484.txt,U
U,1R20 Refueling and Other Outage Activities (71111.20) a.,127,0,57,ML14041A484.txt,U
U,"Inspection Scope During the station's October 18 - 27, 2013 unplanned outage, the inspectors evaluated the licensee's outage activities.",127,57,193,ML14041A484.txt,U
U,"The inspectors verified that the licensee considered risk in developing and implementing the outage plan, appropriately managed personnel fatigue, and developed mitigation strategies for losses of key safety functions.",127,193,411,ML14041A484.txt,U
U,This verification included the following: Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Monitoring of shut-down and cool-down activities Verification that the licensee maintained defense-in-depth during outage activities Monitoring of heat-up and startup activities,127,411,636,ML14041A484.txt,U
U,"These activities constitute completion of one outage activities sample, as defined in Inspection Procedure 71111.20. b.",129,0,119,ML14041A484.txt,U
U,Findings No findings were identified.,129,119,156,ML14041A484.txt,U
U,1R22 Surveillance Testing (71111.22) a.,129,156,195,ML14041A484.txt,U
U,"Inspection Scope The inspectors observed five risk-significant surveillance tests and reviewed test results to verify that these tests adequately demonstrated that the structures, systems, and components were capable of performing their safety functions: Reactor coolant system leak detection tests: Ã¥Ã¡ Ã¥Ã¡ May 7, 2013, transient event walkdown October 8, 2013, reactor coolant system water inventory balance using the plant computer",129,195,625,ML14041A484.txt,U
U,"Other surveillance tests: Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ October 28, 2013, power range adjustment to calorimetric September 14, 2013, train B motor driven auxiliary feedwater pump discharge check valve confirmatory radiography November 25, 2013, pressurizer relief discharge temperature loop channel calibration",131,0,286,ML14041A484.txt,U
U,- 16 -,133,0,6,ML14041A484.txt,U
U,"The inspectors verified that these tests met technical specification requirements, that the licensee performed the tests in accordance with their procedures, and that the results of the test satisfied appropriate acceptance criteria.",135,0,234,ML14041A484.txt,U
U,The inspectors verified that the licensee restored the operability of the affected SSCs following testing.,135,234,340,ML14041A484.txt,U
U,"These activities constitute completion of five surveillance testing inspection samples, as defined in Inspection Procedure 71111.22. b.",135,340,475,ML14041A484.txt,U
U,Findings No findings were identified.,135,475,512,ML14041A484.txt,U
U,Cornerstone: Emergency Preparedness 1EP1 Exercise Evaluation (71114.01) a.,135,512,586,ML14041A484.txt,U
U,"Inspection Scope The inspectors observed the biennial emergency preparedness exercise conducted, November 5, 2013, to determine if the exercise acceptably tested major elements of the emergency plan and provided opportunities to demonstrate key emergency response organization skills.",135,586,870,ML14041A484.txt,U
U,"The scenario simulated, Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ An earthquake with a strong aftershock; An automatic plant trip with control rods that fail to insert; A reactor coolant system leak inside containment that increases over time; Failures of primary and auxiliary feed pumps to the steam generators; A fire in a charcoal filter that causes the radiological release to be unfiltered; and, A failure of the containment purge system that creates a monitored release to the environment;",135,870,1336,ML14041A484.txt,U
U,to demonstrate the licensee personnel's capability to implement their emergency plan.,137,0,85,ML14041A484.txt,U
U,"The inspectors evaluated exercise performance by focusing on the risk-significant activities of event classification, offsite notification, recognition of offsite dose consequences, and development of protective action recommendations, in the Control Room Simulator and the following dedicated emergency response facilities: Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Technical Support Center Operations Support Center Emergency Operations Facility",137,85,496,ML14041A484.txt,U
U,- 17 -,139,0,6,ML14041A484.txt,U
U,"The inspectors also assessed recognition of, and response to, abnormal and emergency plant conditions, the transfer of decision making authority and emergency function responsibilities between facilities, onsite and offsite communications, protection of emergency workers, emergency repair evaluation and capability, and the overall implementation of the emergency plan to protect public health and safety and the environment.",141,0,427,ML14041A484.txt,U
U,"The inspectors reviewed the current revision of the facility emergency plan, emergency plan implementing procedures associated with operation of the licensee's emergency response facilities, procedures for the performance of associated emergency functions, and other documents as listed in the attachment to this report.",141,427,747,ML14041A484.txt,U
U,"The inspectors compared the observed exercise performance with the requirements in the facility emergency plan, 10 CFR 50.47(b), 10 CFR Part 50, Appendix E, and with the guidance in the emergency plan implementing procedures and other federal guidance.",141,747,999,ML14041A484.txt,U
U,The inspectors attended the post-exercise critiques in each emergency response facility to evaluate the initial licensee self-assessment of exercise performance.,141,999,1160,ML14041A484.txt,U
U,The inspectors also attended a subsequent formal presentation of critique items to plant management.,141,1160,1260,ML14041A484.txt,U
U,The specific documents reviewed during this inspection are listed in the attachment.,141,1260,1344,ML14041A484.txt,U
U,These activities constitute completion of one sample as defined in Inspection Procedure 71114.01-05. b.,141,1344,1447,ML14041A484.txt,U
U,Findings No findings were identified.,141,1447,1484,ML14041A484.txt,U
U,1EP4 Emergency Action Level and Emergency Plan Changes (71114.04) a.,141,1484,1552,ML14041A484.txt,U
U,Inspection Scope The NSIR headquarters staff performed an in-office review of the latest revisions of various Emergency Plan Implementing Procedures (EPIPs) and the Emergency Plan located under ADAMS accession numbers ML13260A258 and ML13330B029 as listed in the Attachment.,141,1552,1826,ML14041A484.txt,U
U,"The licensee determined that in accordance with 10 CFR 50.54(q), the changes made in the revisions resulted in no reduction in the effectiveness of the Plan, and that the revised Plan continued to meet the requirements of 10 CFR 50.47(b) and Appendix E to 10 CFR Part 50.",141,1826,2097,ML14041A484.txt,U
U,"The NRC review was not documented in a safety evaluation report and did not constitute approval of licensee-generated changes; therefore, this revision is subject to future inspection.",141,2097,2281,ML14041A484.txt,U
U,The specific documents reviewed during this inspection are listed in the Attachment.,141,2281,2365,ML14041A484.txt,U
U,These activities constitute completion of three samples as defined in Inspection Procedure 71114.04-05. b.,141,2365,2471,ML14041A484.txt,U
U,Findings,141,2471,2479,ML14041A484.txt,U
U,- 18 -,143,0,6,ML14041A484.txt,U
U,No findings were identified.,145,0,29,ML14041A484.txt,U
U,1EP5 Maintenance of Emergency Preparedness (71114.05) a.,145,29,85,ML14041A484.txt,U
U,"Inspection Scope The inspectors performed an on-site and in-office review of the licensee's response to Condition Report 59832, dated January 30, 2013, which documented a potential inaccuracy in the Emergency Dose Assessment Program identified during an exercise conducted November 13, 2012. b.",145,85,379,ML14041A484.txt,U
U,Findings Introduction.,145,379,401,ML14041A484.txt,U
U,"The inspectors identified an Unresolved Item to determine the adequacy of licensee methods and systems for assessing the actual or potential offsite consequences of a radiological emergency, as required by 10 CFR 50.47(b)(9).",145,401,626,ML14041A484.txt,U
U,Description.,145,626,638,ML14041A484.txt,U
O,"The NRC determined that the licensee had identified in November 2012, a potential inaccuracy in the Electronic Dose Calculation Program (EDCP, radiological assessment software), and as of November 5, 2013, had not evaluated or corrected the inaccuracy.",145,638,890,ML14041A484.txt,U
U,"The NRC observed that the licensee dose assessor participating in the November 5, 2013, emergency preparedness exercise was knowledgeable about an inaccuracy in the Electronic Dose Calculation Program and subsequently reviewed Condition Report 00059832, ""E-Plan Drill, Potential Incorrect EDCP Dose Assessments,"" dated January 30, 2013.",145,890,1226,ML14041A484.txt,D
U,"Condition Report 00059832 documented a potential inaccuracy in EDCP calculations using the main vent stack radiation monitor that was identified during an exercise conducted November 13, 2012.",145,1226,1418,ML14041A484.txt,U
U,"The main vent stack radiation monitor reports separate release rates for total Noble Gasses, radioactive Iodine, and radioactive Particulates when operating in its normal mode.",145,1418,1594,ML14041A484.txt,U
U,In `accident mode' the iodine and particulate release rates are not measured.,145,1594,1671,ML14041A484.txt,U
U,"The inspectors determined the Control Room places this monitor in accident mode when the noble gas channel goes into Alert Alarm, at a value of 3530 Ã¥ÂµCi/s.",145,1671,1826,ML14041A484.txt,U
U,"When the main vent stack radiation monitor is in accident mode, EDCP compensates by calculating assumed Iodine and Particulate release rates, using a noble gas to iodine ratio; a default ratio of 10 is assumed (e.g.",145,1826,2041,ML14041A484.txt,U
U,the iodine release rate is set to 10% of the measured noble gas release rate).,145,2041,2119,ML14041A484.txt,U
U,"Users identified during the November 13, 2012, exercise that EDCP did not appear to apply the expected noble gas to iodine ratio with the vent stack radiation monitor in accident mode.",145,2119,2303,ML14041A484.txt,D
O,"The licensee confirmed on November 7, 2013, that EDCP was not correctly applying the default noble gas to iodine ratio, resulting in an overestimate of the concentration of iodine and particulates by a factor of 10, and an overestimate of the Thyroid CDE dose.",145,2303,2563,ML14041A484.txt,D
O,"The licensee determined this deficiency existed in EDCP Version 4.7, which was in use on November 13, 2012, and continued to exist in EDCP Version 4.8, implemented October 28, 2013.",145,2563,2744,ML14041A484.txt,D
U,- 19 -,147,0,6,ML14041A484.txt,U
O,The NRC continues to evaluate this issue to determine if a performance deficiency exists.,149,0,90,ML14041A484.txt,U
U,No additional information is required from the licensee.,149,90,146,ML14041A484.txt,U
U,"URI 05000482/2013-00503, ""Apparent inaccuracy in licensee dose assessment software.""",149,146,230,ML14041A484.txt,D
U,1EP8 Exercise Evaluation (71114.08) a.,149,230,268,ML14041A484.txt,U
U,"Inspection Scope The licensee submitted the preliminary scenario for the 2013 biennial emergency preparedness exercise on September 3, 2013, in accordance with the requirements of Appendix E to 10 CFR 50, Part IV.F(2)(b).",149,268,489,ML14041A484.txt,U
U,The inspectors performed an in-office review of the preliminary exercise scenario to determine whether the scenario would acceptably test the major elements of the licensee's emergency plan and provided opportunities to demonstrate the key emergency response organization skills.,149,489,768,ML14041A484.txt,U
U,b.,149,768,770,ML14041A484.txt,U
U,Findings No findings were identified.,149,770,807,ML14041A484.txt,U
U,4,149,807,809,ML14041A484.txt,U
U,"OTHER ACTIVITIES Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity, Emergency Preparedness, Public Radiation Safety, Occupational Radiation Safety, and Security 4OA1 Performance Indicator Verification (71151) .1 a.",149,809,1044,ML14041A484.txt,U
U,"Safety System Functional Failures (MS05) Inspection Scope For the period of October 1, 2012 through September 30, 2013, the inspectors reviewed licensee event reports (LERs), maintenance rule evaluations, and other records that could indicate whether safety system functional failures had occurred.",149,1044,1342,ML14041A484.txt,U
U,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, and NUREG-1022, ""Event Reporting Guidelines: 10 CFR 50.72 and 50.73,"" Revision 3, to determine the accuracy of the data reported.",149,1342,1639,ML14041A484.txt,U
U,"These activities constituted verification of the safety system functional failures performance indicator for Wolf Creek, as defined in Inspection Procedure 71151. b.",149,1639,1804,ML14041A484.txt,U
U,Findings No findings were identified.,149,1804,1841,ML14041A484.txt,U
U,- 20 -,151,0,6,ML14041A484.txt,U
U,.2 a.,153,0,6,ML14041A484.txt,U
U,"Mitigating Systems Performance Index: Heat Removal Systems (MS08) Inspection Scope The inspectors reviewed the licensee's mitigating system performance index data for the period of October 1, 2012 through September 30, 2013, to verify the accuracy and completeness of the reported data.",155,0,286,ML14041A484.txt,U
U,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the reported data.",155,286,501,ML14041A484.txt,U
U,"These activities constituted verification of the mitigating system performance index for heat removal systems for Wolf Creek, as defined in Inspection Procedure 71151 b.",155,501,670,ML14041A484.txt,U
U,Findings No findings were identified.,155,670,707,ML14041A484.txt,U
U,.3 a.,157,0,5,ML14041A484.txt,U
U,"Mitigating Systems Performance Index: Residual Heat Removal Systems (MS09) Inspection Scope The inspectors reviewed the licensee's mitigating system performance index data for the period of October 1, 2012 through September 30, 2013, to verify the accuracy and completeness of the reported data.",159,0,295,ML14041A484.txt,U
U,"The inspectors used definitions and guidance contained in Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, to determine the accuracy of the reported data.",159,295,510,ML14041A484.txt,U
U,"These activities constituted verification of the mitigating system performance index for residual heat removal systems for Wolf Creek, as defined in Inspection Procedure 71151. b.",159,510,689,ML14041A484.txt,U
U,Findings No findings were identified.,159,689,726,ML14041A484.txt,U
U,.4 a.,161,0,5,ML14041A484.txt,U
U,"Drill/Exercise Performance (EP01) Inspection Scope The inspectors sampled licensee submittals for the Drill and Exercise Performance, performance indicator for the period July 2012 through September 2013.",163,0,204,ML14041A484.txt,U
U,"The definitions and guidance of Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, were used to determine the accuracy of the performance indicator data reported to the NRC.",163,204,436,ML14041A484.txt,U
U,The inspectors reviewed the licensee's records associated with the performance indicator to verify that the licensee accurately reported the indicator in accordance with relevant procedures and the,163,436,633,ML14041A484.txt,U
U,- 21 -,165,0,6,ML14041A484.txt,U
U,Nuclear Energy Institute guidance.,167,0,35,ML14041A484.txt,U
U,"Specifically, the inspectors reviewed licensee records and processes including procedural guidance on assessing opportunities for the performance indicator; assessments of performance indicator opportunities during predesignated control room simulator training sessions, performance during the 2013 biennial exercise, and performance during other drills.",167,35,389,ML14041A484.txt,U
U,The specific documents reviewed are described in the attachment to this report.,167,389,468,ML14041A484.txt,U
U,These activities constitute completion of the drill/exercise performance sample as defined in Inspection Procedure 71151-05. b.,167,468,595,ML14041A484.txt,U
U,Findings No findings were identified.,167,595,632,ML14041A484.txt,U
U,.5 a.,167,632,637,ML14041A484.txt,U
U,Emergency Response Organization Drill Participation (EP02) Inspection Scope The inspectors sampled licensee submittals for the Emergency Response Organization Drill Participation performance indicator for the period July 2012 through September 2013.,167,637,886,ML14041A484.txt,U
U,"The definitions and guidance of Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, were used to determine the accuracy of the performance indicator data reported to the NRC.",167,886,1118,ML14041A484.txt,U
U,The inspectors reviewed the licensee's records associated with the performance indicator to verify that the licensee accurately reported the indicator in accordance with relevant procedures and the Nuclear Energy Institute guidance.,167,1118,1350,ML14041A484.txt,U
U,"Specifically, the inspectors reviewed licensee records and processes including procedural guidance on assessing opportunities for the performance indicator, rosters of personnel assigned to key emergency response organization positions, and exercise participation records.",167,1350,1622,ML14041A484.txt,U
U,The specific documents reviewed are described in the attachment to this report.,167,1622,1701,ML14041A484.txt,U
U,These activities constitute completion of the emergency response organization drill participation sample as defined in Inspection Procedure 71151-05. b.,167,1701,1853,ML14041A484.txt,U
U,Findings No findings were identified.,167,1853,1890,ML14041A484.txt,U
U,.6 a.,167,1890,1895,ML14041A484.txt,U
U,Alert and Notification System (EP03) Inspection Scope The inspectors sampled licensee submittals for the Alert and Notification System performance indicator for the period July 2012 through September 2013.,167,1895,2100,ML14041A484.txt,U
U,"The definitions and guidance of Nuclear Energy Institute Document 99-02, ""Regulatory Assessment Performance Indicator Guideline,"" Revision 7, were used to determine the accuracy of the performance indicator data reported to the NRC.",167,2100,2332,ML14041A484.txt,U
U,The inspectors reviewed the licensee's records associated with the performance indicator to verify that the licensee,167,2332,2448,ML14041A484.txt,U
U,- 22 -,169,0,6,ML14041A484.txt,U
U,accurately reported the indicator in accordance with relevant procedures and the Nuclear Energy Institute guidance.,171,0,116,ML14041A484.txt,U
U,"Specifically, the inspectors reviewed licensee records and processes including procedural guidance on assessing opportunities for the performance indicator and the results of periodic alert notification system operability tests.",171,116,344,ML14041A484.txt,U
U,The specific documents reviewed are described in the attachment to this report.,171,344,423,ML14041A484.txt,U
U,These activities constitute completion of the alert and notification system sample as defined in Inspection Procedure 71151-05. b.,171,423,553,ML14041A484.txt,U
U,Findings No findings were identified.,171,553,590,ML14041A484.txt,U
U,4OA2 Problem Identification and Resolution (71152) .1 a.,171,590,646,ML14041A484.txt,U
U,"Routine Review Inspection Scope Throughout the inspection period, the inspectors performed daily reviews of items entered into the licensee's corrective action program and periodically attended the licensee's condition report screening meetings.",171,646,891,ML14041A484.txt,U
U,The inspectors verified that licensee personnel were identifying problems at an appropriate threshold and entering these problems into the corrective action program for resolution.,171,891,1071,ML14041A484.txt,U
U,The inspectors verified that the licensee developed and implemented corrective actions commensurate with the significance of the problems identified.,171,1071,1220,ML14041A484.txt,U
U,The inspectors also reviewed the licensee's problem identification and resolution activities during the performance of the other inspection activities documented in this report.,171,1220,1397,ML14041A484.txt,U
U,b.,171,1397,1399,ML14041A484.txt,U
U,Findings No findings were identified.,171,1399,1436,ML14041A484.txt,U
U,.2 a.,171,1436,1441,ML14041A484.txt,U
U,"Semiannual Trend Review Inspection Scope The inspectors reviewed the licensee's corrective action program, performance indicators, system health reports, division and station roll up reports, and other documentation to identify trends that might indicate the existence of a more significant safety issue.",171,1441,1745,ML14041A484.txt,U
U,The inspectors verified that the licensee was taking corrective actions to address identified adverse trends.,171,1745,1854,ML14041A484.txt,U
U,"These activities constitute completion of one semiannual trend review sample, as defined in Inspection Procedure 71152.",171,1854,1973,ML14041A484.txt,U
U,- 23 -,173,0,6,ML14041A484.txt,U
U,b.,175,0,3,ML14041A484.txt,U
U,Findings No findings were identified.,177,0,37,ML14041A484.txt,U
U,.3 a.,179,0,5,ML14041A484.txt,U
U,"Annual Follow-up of Selected Issues Inspection Scope The inspectors selected one issue for an in-depth follow-up: Ã¥Ã¡ On December, 16, 2013, repetitive train A Class 1E air conditioning unit failures.",181,0,198,ML14041A484.txt,U
U,"Failures of the component occurred on May 6, 2013, June 17, 2013, September 11, 2013, and October 18, 2013.",181,198,305,ML14041A484.txt,U
U,"The inspectors assessed the licensee's problem identification threshold, cause analyses, extent of condition reviews and compensatory actions.",183,0,142,ML14041A484.txt,U
U,The inspectors verified that the licensee appropriately prioritized the planned corrective actions and that these actions were adequate to correct the condition.,183,142,303,ML14041A484.txt,U
U,"These activities constitute completion of one annual follow-up sample, as defined in Inspection Procedure 71152. b.",183,303,418,ML14041A484.txt,U
U,Findings Failure to Preclude Repetition of a Significant Condition Adverse to Quality Affecting the Train A Class 1E Air Conditioning Unit Introduction.,183,418,570,ML14041A484.txt,T
O,"A Green self-revealing non-cited violation of 10 CFR 50, Appendix B, Criterion XVI, ""Corrective Actions,"" was identified for failure to preclude repetition of a significant condition adverse to quality.",183,570,772,ML14041A484.txt,"O,T"
O,"Specifically, the licensee failed to determine the cause of the train A Class 1E air conditioner slug flow in the refrigerant prior to experiencing multiple failures and plant shutdowns of the train A Class 1E air conditioner slug flow in the refrigerant.",183,772,1027,ML14041A484.txt,T
U,Description.,183,1027,1039,ML14041A484.txt,U
U,"On May 6, 2013, Wolf Creek entered Technical Specification 3.0.3 action statements for a non-functional train A Class 1E air conditioning unit, after observing an unexplained rise in room temperatures, and a low refrigerant flow rate.",183,1039,1273,ML14041A484.txt,U
U,Troubleshooting determined that the cause of the event was a failed charcoal filter.,183,1273,1357,ML14041A484.txt,U
U,The filter support had been over-torqued forcing the ceramic charcoal filter into the piping.,183,1357,1450,ML14041A484.txt,U
U,"The end of the filter partially shattered, introducing debris into the process refrigerant.",183,1450,1541,ML14041A484.txt,U
U,This debris subsequently clogged the thermal expansion valves.,183,1541,1603,ML14041A484.txt,U
U,"Part of the corrective actions under Condition Report 68760, and performed on May 8, 2013, under Work Order 13-370447007, was to chemically flush the process piping to remove the remaining debris.",183,1603,1799,ML14041A484.txt,U
U,"It was noted by workers performing the flush that a fraction of the flushing chemical, Rx-11, was not able to be recovered.",183,1799,1922,ML14041A484.txt,U
U,The train A Class 1E air conditioner was restored after a compressor replacement based on satisfactory post-maintenance testing.,183,1922,2050,ML14041A484.txt,U
U,- 24 -,185,0,6,ML14041A484.txt,U
U,"On June 17, 2013, Wolf Creek again entered Technical Specification 3.0.3 action statements for a non-functional train A Class 1E air conditioning unit due to high compressor vibrations, likely caused by slug flow through the compressor.",187,0,237,ML14041A484.txt,U
U,Wolf Creek requested and was granted a Notice of Enforcement Discretion (NOED) to continue operating for seven days to allow time to replace the compressor online.,187,237,400,ML14041A484.txt,U
U,"The train A Class 1E air conditioner was restored on June 21, 2013.",187,400,467,ML14041A484.txt,U
U,Condition Report 70482 was initiated to determine the cause.,187,467,527,ML14041A484.txt,U
