,text,line,start_pos,end_pos,file,Y,Predicted_Values
6595,"['the', 'inspectors', 'determined', 'that', 'the', 'pseg', 'procedure', 'for', 'maintenance', 'conducted', 'on', 'the', 'dmv', 'sight', 'glass', 'was', 'inadequate', 'because', 'pseg', 'did', 'not', 'incorporate', 'appropriate', 'vendor', 'guidance', 'regarding', 'reinstallation', 'and', 'torque', 'requirements', 'for', 'the', 'sight', 'glasses', 'into', 'plant']",153,1033,1301,ML072260460.txt,N,N
6884,"['the', 'licensee', 'did', 'not', 'update', 'dresden', 'ufsar', 'section', 'water', 'cleanup', 'to', 'reflect', 'changes', 'made', 'during', 'design', 'modification', 'installed', 'on', 'unit', 'in']",31,1574,1758,ML13308A903.txt,N,N
6886,"['the', 'licensee', 'also', 'identified', 'several', 'high', 'energy', 'line', 'break', 'calculations', 'which', 'did', 'not', 'include', 'the', 'design', 'modification', 'when', 'determining', 'the', 'impact', 'on', 'environmentally', 'qualified', 'components', 'affected', 'by', 'failure', 'of', 'the', 'rwcu', 'system', 'piping', 'outside', 'of', 'the', 'primary', 'containment']",31,1942,2229,ML13308A903.txt,N,N
7630,"['an', 'review', 'of', 'the', 'event', 'concluded', 'the', 'breaker', 'tripped', 'because', 'the', 'operator', 'had', 'attempted', 'to', 'close', 'the', 'breaker', 'when', 'the', 'electrical', 'output', 'was', 'not', 'in', 'phase', 'with', 'bus']",158,2209,2390,ginn_2002005.txt,N,N
7695,"['the', 'inspection', 'was', 'accomplished', 'by', 'discussion', 'with', 'plant', 'personnel', 'and', 'review', 'of', 'unavailability', 'tracking', 'operator', 'action', 'work', 'and', 'surveillance']",184,1560,1752,ginn_2002005.txt,N,N
8052,"['the', 'inspectors', 'determined', 'that', 'the', 'licensee', 'failed', 'to', 'correctly', 'identify', 'the', 'as', 'the', 'cause', 'of', 'the', 'screen', 'wash', 'pump', 'and', 'took', 'inadequate', 'corrective', 'which', 'generated', 'an', 'inadequate']",204,1211,1433,cp_2004002.txt,N,N
8053,"['the', 'inspectors', 'also', 'determined', 'that', 'the', 'licensee', 'failed', 'to', 'conduct', 'adequate', 'engineering', 'reviews', 'and', 'misinterpreted', 'the', 'design', 'basis', 'document', 'for', 'the', 'station', 'service', 'water', 'screen', 'wash']",204,1433,1623,cp_2004002.txt,N,N
8954,"['the', 'inspectors', 'identified', 'severity', 'level', 'ncv', 'of', 'license', 'conditions', 'and', 'for', 'units', 'and', 'and', 'an', 'associated', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'for', 'the', 'failure', 'to', 'obtain', 'nrc', 'approval', 'prior', 'to', 'making', 'which', 'was', 'adverse', 'to', 'safe']",23,2547,2818,ML11300A116.txt,N,N
9037,"['maintenance', 'personnel', 'did', 'not', 'understand', 'the', 'requirement', 'to', 'remove', 'materials', 'from', 'an', 'area', 'once', 'they', 'had', 'completed', 'their']",39,1667,1801,ML11300A116.txt,N,N
9041,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'control', 'transient', 'combustibles', 'was', 'contrary', 'to', 'the', 'fire', 'protection', 'program', 'and', 'was', 'performance']",39,2383,2558,ML11300A116.txt,N,N
9084,"['the', 'licensee', 'failed', 'to', 'identify', 'corrosion', 'on', 'the', 'diesel', 'fire', 'pump', 'battery', 'which', 'was', 'contrary', 'to', 'the', 'surveillance', 'procedure', 'that', 'implemented', 'the', 'fire', 'protection']",47,2308,2501,ML11300A116.txt,N,N
9127,"['contrary', 'to', 'the', 'on', 'august', 'the', 'licensee', 'failed', 'to', 'implement', 'procedure', 'des']",55,3064,3162,ML11300A116.txt,N,U
9527,"['of', 'the', 'limerick', 'generating', 'station', 'operating', 'in', 'that', 'exelon', 'did', 'not', 'provide', 'adequate', 'procedural', 'guidance', 'for', 'transporting', 'the', 'fire', 'brigade', 'and', 'equipment', 'to', 'the', 'spray', 'pond', 'pump']",56,426,621,ML13182A476.txt,N,N
9625,"['the', 'inspectors', 'also', 'verified', 'that', 'this', 'switch', 'was', 'not', 'operated', 'or', 'tested', 'as', 'part', 'of', 'routine', 'breaker']",80,25,137,ML13182A476.txt,N,N
10348,"['åá', 'the', 'licensee', 'identified', 'that', 'maintenance', 'craftsmen', 'had', 'failed', 'to', 'follow', 'loop', 'calibration', 'procedure', 'for', 'the', 'train', 'reactor', 'auxiliary', 'building', 'controlled', 'ventilation', 'system', 'on', 'january']",167,1123,1318,ML071350662.txt,N,N
