text,line,start_pos,end_pos,file,label_Frenard
Documents reviewed during the inspection are listed in the Attachment.,132,2109,2179,ML092050743.txt,U
"The following maintenance activities and PMTs were evaluated: Unit 2 Â· Â· ""B"" EDG maintenance outage on March 30 through April 1, 2009; SBO diesel on May 29, 2009, following troubleshooting and maintenance activities;",132,2179,2395,ML092050743.txt,U
"Unit 3 Â· Â· ""B"" EDG maintenance outage on April 7 and 8, 2009; TDAFWP maintenance outage on April 13, 2009; Enclosure",134,0,116,ML092050743.txt,U
11 Â· Â· Â· Â· b.,136,0,14,ML092050743.txt,U
"""B"" MDAFWP maintenance outage on April 27, 2009; ""B"" Train Recirculation Spray System (RSS) maintenance outage April 28 through April 30, 2009; ""D"" SW pump strainer inspection and maintenance on May 4, 2009; and ESF Building Porous Concrete Groundwater Sump Pump replacement and sump inspection on June 17, 2009.",136,14,326,ML092050743.txt,U
Findings No findings of significance were identified.,138,0,53,ML092050743.txt,U
1R22 Surveillance Testing (71111.22) a.,140,0,39,ML092050743.txt,U
Inspection Scope (8 Samples) The inspectors reviewed surveillance activities to determine whether the testing adequately demonstrated equipment operational readiness and the ability to perform the intended safety-related function.,140,39,269,ML092050743.txt,U
"The inspectors attended pre-job briefings, reviewed selected prerequisites and precautions to determine if they were met, and observed the tests to determine whether they were performed in accordance with the procedural steps.",140,269,495,ML092050743.txt,U
"Additionally, the inspectors reviewed the applicable test acceptance criteria to evaluate consistency with associated design bases, licensing bases, and TS requirements and that the applicable acceptance criteria were satisfied.",140,495,723,ML092050743.txt,U
The inspectors also evaluated whether conditions adverse to quality were entered into the corrective action program for resolution.,140,723,854,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,140,854,924,ML092050743.txt,U
"The following surveillance activities were evaluated: Unit 2 Â· Â· Â· Â· Â· Â· SP 2606J-001, ""Containment Spray Pump and Check Valve High Flow Inservice Test, Facility 2,"" Rev.",140,924,1094,ML092050743.txt,U
"000-02; SP 2613K, ""Periodic Diesel Generator (DG) Slow Start Operability Test, Facility 1 (Loaded Run),"" Rev.",140,1094,1203,ML092050743.txt,U
"003-04; SP 2402M, ""Functional test of Steam Generator (SG) level and Auto-Aux.",140,1203,1281,ML092050743.txt,U
"Feedwater Initiation Logic,"" Rev.",140,1281,1314,ML092050743.txt,U
"009-08; CH-SP 2832, ""Reactor Coolant Analysis for Dose Equivalent Iodine 131,"" Rev 008; SP 2612A, ""A"" SW Pump Tests,"" Rev.",140,1314,1436,ML092050743.txt,U
"010-07 In-Service Testing (IST); SP 2661A, ""A"" EDG Overspeed Trip Test,"" Rev.",140,1436,1513,ML092050743.txt,U
000-05;,140,1513,1520,ML092050743.txt,U
"Unit 3 Â· Â· b. SP 3608.6-006, ""Safety Injection Valve Stroke Testing Â­ Train ""B"","" Rev.",142,0,86,ML092050743.txt,U
"000-02; and SP 3646A.1-001, ""EDG ""A"" Operability Tests,"" Rev.",142,86,147,ML092050743.txt,U
17,142,147,151,ML092050743.txt,U
Findings No findings of significance were identified.,144,0,53,ML092050743.txt,U
Cornerstone: Emergency Preparedness (EP) Enclosure,146,0,50,ML092050743.txt,U
12,148,0,3,ML092050743.txt,U
1EP6 .1 a.,150,0,10,ML092050743.txt,U
"Drill Evaluation (71114.06) Classification and Notification During Requalification Training Inspection Scope (1 Sample) The inspectors reviewed the operators' emergency classification and notification completed during Unit 2 requalification training on April 28, 2009 (See Section 1R11).",152,0,287,ML092050743.txt,U
"The inspectors verified the classification, notification, and protective action recommendations were accurate and timely and in accordance with Nuclear Energy Institute (NEI) 99-02.",152,287,468,ML092050743.txt,U
b.,154,0,2,ML092050743.txt,U
Findings No findings of significance were identified.,156,0,53,ML092050743.txt,U
2,158,0,2,ML092050743.txt,U
RADIATION SAFETY Cornerstone: Occupational Radiation Safety,160,0,59,ML092050743.txt,U
2OS1 Access to Radiological Significant Areas (71121.01) a.,162,0,59,ML092050743.txt,U
"Inspection Scope (1 Sample) On April 20, 2009, the inspectors reviewed the actions taken by the licensee to identify potentially unsurveyed contaminated tools and components located in Unit 2 and Unit 3 radiologically controlled areas (RCA).",162,59,300,ML092050743.txt,U
"The licensee initiated this effort in response to CRs 08-03588, 08-04774, and 08-07886.",162,300,387,ML092050743.txt,U
Implementation of contamination controls was reviewed against the criteria contained in 10 CFR 20 and relevant Dominion procedures.,162,387,518,ML092050743.txt,U
b.,162,518,520,ML092050743.txt,U
"Findings Introduction: An NRC-identified finding of very low safety significance (Green) was identified for Dominion's failure to effectively survey, label, and control contaminated tools and equipment.",162,520,722,ML092050743.txt,"O, P"
"Specifically, Dominion failed to identify a hose fitting, having a contact dose rate measurement of 160 mrem per hour.",162,722,840,ML092050743.txt,"O, P"
"Description: On August 29, 2008, during a programmatic effort to identify contaminated tools and components, the licensee found a contaminated hose fitting inside a tool locker, located on the -45' elevation of the Unit 2 Auxiliary Building, having a contact reading of 160 mrem per hour.",162,840,1128,ML092050743.txt,O
The contaminated hose fitting had no associated record or label that identified the radiological hazard that was present.,162,1128,1249,ML092050743.txt,O
The hose fitting was stored at this location for an indeterminate time period and was available for use by workers.,162,1249,1364,ML092050743.txt,O
"Analysis: Although this issue was licensee identified, it is being treated as an NRCidentified finding, because the inspectors identified, through an integrated review of corrective action program documents, radiation survey records, and radiation protection procedures, that the licensee failed to identify safety and job performance related issues.",162,1364,1714,ML092050743.txt,"O, P"
"Specifically, the inspectors determined the licensee failed to assess the potential for workers to receive an unplanned exposure from the contaminated hose fitting.",162,1714,1878,ML092050743.txt,"O, P"
In Enclosure,162,1878,1890,ML092050743.txt,U
"13 addition, the licensee did not assess why this contaminated component was not initially surveyed following its use that resulted in it having a contact dose rate of 160 mrem per hour.",164,0,187,ML092050743.txt,"O, T"
"The inspectors determined that Dominion's failure to survey and label the contaminated hose fitting constituted a performance deficiency, in that Dominion procedure RPM 2.4.2, ""Radiological Control of Material and Vehicles,"" requires surveys be performed to ensure that contaminated equipment is identified and handled properly to ensure compliance with 10 CFR Part 20 subpart F, ""Surveys and Monitoring"" and was reasonably within Dominion's ability to foresee and correct.",164,187,660,ML092050743.txt,"P, O"
"Traditional enforcement is not warranted since the matter did not have an actual safety consequence, impact on the NRC's ability to perform its regulatory function, or willful aspects to the finding.",164,660,859,ML092050743.txt,U
This finding was more than minor because it was associated with the program and process attribute of the Radiation Safety cornerstone and affected the cornerstone's objective of ensuring adequate protection of worker health and safety from exposure to radiation.,164,859,1121,ML092050743.txt,O
"By not surveying and labeling the hose fitting, workers could have received unplanned exposure when not informed of the radiological hazard present.",164,1121,1269,ML092050743.txt,"O, T"
"Specifically, procedure RPM 2.4.2, ""Radiological Control of Material and Vehicles,"" was not properly implemented to ensure compliance with 10 CFR Part 20 subpart F, ""Surveys and Monitoring.""",164,1269,1459,ML092050743.txt,"O, P"
"The finding was evaluated by application of IMC 0609 Appendix C, ""Occupational Radiation Safety Significance Determination Process.""",164,1459,1591,ML092050743.txt,U
"Applying this process, it was determined that the matter did not involve an overexposure or a substantial potential for overexposure, and did not compromise the licensees' ability to assess dose.",164,1591,1786,ML092050743.txt,U
"Accordingly, the matter was determined to have very low safety significance (Green).",164,1786,1870,ML092050743.txt,U
"The matter was determined to have a cross cutting aspect in the area of Work Practices, because the licensee did not assure that personnel followed procedures [H.4(b)].",164,1870,2038,ML092050743.txt,"O, P"
"Enforcement: 10 CFR 20.1501 states, in part, that each licensee shall make surveys that may be necessary to comply with the regulations of this part, and reasonable to evaluate the magnitude and extent of radiation levels, and the potential radiological hazards.",164,2038,2300,ML092050743.txt,U
"Contrary to this requirement, Dominion did not perform a survey of a hose fitting that was later determined to have a radiation level as high as 160 mrem per hour; and consequently failed to establish appropriate radiological documentation, labeling and controls for the indeterminate time that the article was available for use without any identification of the associated radiological hazard.",164,2300,2694,ML092050743.txt,"O, P"
"Because this violation was determined to be of very low safety significance and has been entered into Dominion's corrective action program (CR322737), it is being treated as a non-cited violation (NCV), consistent with Section VI.A.1 of the NRC Enforcement Policy.",164,2694,2958,ML092050743.txt,U
"(NCV 05000336/2009003-01, Failure to Survey a Contaminated Component) 2PS1 Radioactive Gaseous and Liquid Effluent Treatment and Monitoring Systems (71122.01) a.",164,2958,3119,ML092050743.txt,"O, P, T"
"Inspection Scope (3 Samples) During the period May 11 - 14, 2009, the inspectors conducted the following activities to verify the licensee was properly maintaining the gaseous and liquid effluent processing Enclosure",164,3119,3335,ML092050743.txt,U
"14 systems to ensure that radiological releases were properly mitigated, monitored, and evaluated with respect to public exposure.",166,0,131,ML092050743.txt,U
"Implementation of these controls was reviewed against the criteria contained in the 10 CFR Parts 20 and 50, the licensee=s Radiological Effluent Monitoring & Offsite Dose Calculation Manual (REMODCM), and the licensee=s procedures.",166,131,362,ML092050743.txt,U
This inspection activity represents completion of three samples relative to this inspection area.,166,362,459,ML092050743.txt,U
The inspector reviewed the 2007 and 2008 Annual Radiological Effluent Release Reports to verify that the effluents program was implemented as required by the REMODCM.,166,459,625,ML092050743.txt,U
"The inspectors walked down the major components of the Unit 2 and Unit 3 gaseous and liquid release systems with the cognizant system engineers and the I&C supervisor, to verify the system configurations complied with the Final Safety Analysis Report (FSAR) description, and to evaluate equipment material condition.",166,625,941,ML092050743.txt,U
"Effluent monitors examined included: Unit 2: Gaseous Systems: RM-8132 - Enclosure Building Roof Vent Monitor RM-8145 - Spent Fuel Pool Building Exhaust RM-8434 - Auxiliary Building Exhaust Monitor RM-8169 - Millstone Stack Monitor RM-8997 - Radwaste Exhaust Monitor Liquid Systems: RM-5099 - Steam Jet Air Ejector Monitor RM-4262 - Steam Generator Blowdown Gross Activity RM-9116 - Aerated Waste Discharge RM-9049 - Clean Waste Monitor RM 9095 - Waste Gas To Site Stack Discharge Monitor RM-9327 - Condensate Receiving Tank Gross Activity RM-6038 - Reactor Building Component Cooling Water Gross Activity Unit 3: Gaseous Systems: HVR-10A/B - Ventilation Vent High & Normal Range Stack Monitor HVQ-RE49 - Engineered Safeguards Building Exhaust Monitor HVR-19A/B - Millstone Stack via SLCRS High and Normal Range Monitor Liquid Systems: CND-RE07 - Waste Neutralization Sump Monitor LWS-RE70 - Liquid Waste Monitor DAS-RE50 - Turbine Building Sump Monitor The inspectors reviewed the relevant surveillance procedures (SP) and observed technicians collecting weekly air particulate and iodine samples, and monthly tritium samples.",166,941,2067,ML092050743.txt,U
Airborne particulate and iodine samples were taken from the Main Station Stack using SP-2815.,166,2067,2160,ML092050743.txt,U
Samples were taken from the Unit 2 Enclosure Building roof vent using SP-2843.,166,2160,2238,ML092050743.txt,U
Samples were taken from Unit 3 ventilation systems using SP 3876.,166,2238,2303,ML092050743.txt,U
Enclosure,168,0,9,ML092050743.txt,U
"15 The inspectors reviewed the most current Unit 2 and Unit 3 liquid and gaseous effluent monitor quarterly functional test results and calibration records to verify that associated pumps/isolation valves or fans/isolation dampers, respectively, were operable.",170,0,261,ML092050743.txt,U
"The inspectors evaluated the preparation of Unit 3 liquid discharge permit number 5884 by observing the technician taking a liquid sample from the Unit 3 ""B""-Waste Test Tank, using Chemistry Procedure CP-3804A, and by reviewing the associated records.",170,261,512,ML092050743.txt,U
The inspectors reviewed monthly and quarterly dose projections for liquid and gaseous effluents performed during the past 12 months to verify that the effluent was processed and released in accordance with REMODCM requirements.,170,512,739,ML092050743.txt,U
The inspectors reviewed administrative changes made to the REMODCM to determine if the changes affected the licensee=s ability to maintain effluent doses As Low As Reasonably Achievable (ALARA).,170,739,933,ML092050743.txt,U
"The inspectors reviewed monthly, quarterly, and annual dose calculations for calendar year 2008 to ensure that the licensee properly calculated the offsite dose from effluent releases and to determine if any performance indicator (criteria contained in Appendix I to 10 CFR 50) was exceeded.",170,933,1224,ML092050743.txt,U
"The inspectors reviewed liquid discharge permits for Unit 2 (Numbers 2012-2015) and Unit 3 (Numbers 6731-6737, 6772-6814) to evaluate the adequacy of dilution flow, radioactive content, and overall accuracy of the documented data.",170,1224,1454,ML092050743.txt,U
The inspectors reviewed the air cleaning systems surveillance test results for the High Efficiency Particulate Absolute (HEPA) and charcoal filtration systems installed in Unit 2 and Unit 3.,170,1454,1644,ML092050743.txt,U
The inspectors confirmed that the air flow rates were consistent with the FSAR values and the filtration system met the acceptance criteria.,170,1644,1784,ML092050743.txt,U
The inspectors reviewed the daily quality control records for the Unit 2 and Unit 3 counting room instrumentation used to characterize and quantify effluent samples.,170,1784,1949,ML092050743.txt,U
The inspectors reviewed the results of the licensee=s inter-laboratory comparison program to verify the accuracy of effluent sample analysis performed by the licensee.,170,1949,2116,ML092050743.txt,U
"The inspectors reviewed and discussed with the licensee the dose calculation methods of the effluent software (DOSAIR and DOSLIQ), and performed manual calculations to ensure the software currently in use provides accurate dose calculations.",170,2116,2357,ML092050743.txt,U
b.,170,2357,2359,ML092050743.txt,U
Findings No findings of significance were identified.,170,2359,2412,ML092050743.txt,U
Enclosure,172,0,9,ML092050743.txt,U
16 4.,174,0,6,ML092050743.txt,U
OTHER ACTIVITIES [OA],174,6,27,ML092050743.txt,U
4OA1 Performance Indicator (PI) Verification (71151) .1 a.,176,0,58,ML092050743.txt,U
Cornerstone: Initiating Events Inspection Scope (8 Samples) The inspectors reviewed Dominion submittals for the PIs listed below to verify the accuracy of the data reported during that period.,176,58,250,ML092050743.txt,U
"The PI definitions and guidance contained in Nuclear Energy Institute (NEI) 99-02, ARegulatory Assessment Indicator Guideline,@ Revision 5, were used to verify the basis for reporting each data element.",176,250,452,ML092050743.txt,U
"The inspectors reviewed portions of the operations logs, monthly operating reports, and Licensee Event Reports (LER) and discussed the methods for compiling and reporting the PIs with cognizant licensing and engineering personnel.",176,452,682,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,176,682,752,ML092050743.txt,U
"Unit 2 Â· Â· Â· Â· Â· Unplanned Scrams per 7000 Critical Hours, 2 Quarter 2008 through 1 Quarter 2009; nd st Unplanned Scrams With Complications, 2 Quarter 2008 through 1 Quarter 2009; nd st Unplanned Transients per 7000 Critical Hours, 2 Quarter 2008 through 1 Quarter 2009; st Reactor Coolant System (RCS) Specific Activity, 1st Quarter 2008 through 1 Quarter 2009; st st RCS Identified Leakage, 1 Quarter 2008 through 1 Quarter 2009;",176,752,1183,ML092050743.txt,U
nd st,177,0,5,ML092050743.txt,U
Unit 3 Â· Â· Â· b.,179,0,15,ML092050743.txt,U
"nd st Unplanned Scrams per 7000 Critical Hours, 2 Quarter 2008 through 1 Quarter 2009; nd st Unplanned Scrams With Complications, 2 Quarter 2008 through 1 Quarter 2009; and nd st Unplanned Transients per 7000 Critical Hours, 2 Quarter 2008 through 1 Quarter 2009.",180,0,263,ML092050743.txt,U
Findings No findings of significance were identified.,182,0,53,ML092050743.txt,U
4OA2 Identification and Resolution of Problems (71152) .1 a.,184,0,60,ML092050743.txt,U
"Review of Items Entered into the Corrective Action Program Inspection Scope (1 Sample) As required by Inspection Procedure 71152, ""Identification and Resolution of Problems,"" and in order to help identify repetitive equipment failures or specific human performance Enclosure",184,60,334,ML092050743.txt,U
"17 issues for follow-up, the inspectors performed a daily screening of items entered into Dominion's corrective action program.",186,0,128,ML092050743.txt,U
This was accomplished by reviewing the description of each new CR and attending daily management review committee meetings.,186,128,251,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,186,251,321,ML092050743.txt,U
b.,186,321,323,ML092050743.txt,U
Findings No findings of significance were identified.,186,323,376,ML092050743.txt,U
.2 a.,186,376,381,ML092050743.txt,U
"Annual Sample - Root Cause Evaluations for Unit 3 Fuel Failures Inspection Scope (1 Sample) Inspection activities were performed using Inspection Procedure 71152, AIdentification and Resolution of Problems"", Section 03.02.",186,381,603,ML092050743.txt,U
A review was conducted of the CRs related to fuel performance at Millstone Unit 3 generated for the last two operating cycles.,186,603,729,ML092050743.txt,U
A review of the root cause evaluation and the fuel vendor's root cause evaluation for the fuel failures in cycles 11 and 12 were performed.,186,729,868,ML092050743.txt,U
Proposed interim corrective actions and the long term plan for permanent corrective actions were reviewed with members of the Dominion staff.,186,868,1009,ML092050743.txt,U
Interviews were conducted with members of the Dominion Nuclear Analysis and Fuel Department regarding the root cause and corrective actions.,186,1009,1149,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,186,1149,1219,ML092050743.txt,U
b.,186,1219,1221,ML092050743.txt,U
Findings and Observations No findings of significance were identified.,186,1221,1291,ML092050743.txt,U
The inspectors observed a proactive approach to zero tolerance for failed fuel with strong management support.,186,1291,1401,ML092050743.txt,U
Dominion personnel were observed to be knowledgeable of the fuel failure mechanism as it relates to Millstone Unit 3 and the industry.,186,1401,1535,ML092050743.txt,U
.3 a.,186,1535,1540,ML092050743.txt,U
"Semi-Annual Problem Identification & Resolution (PI&R) Trend Review Inspection Scope (1 Sample) As required by Inspection Procedure 71152, the inspectors performed a review of the Dominion corrective action program and associated documents to identify trends that may indicate existence of safety significant issues.",186,1540,1856,ML092050743.txt,U
"The review was focused on repetitive equipment and corrective maintenance issues, but also considered the results of daily inspector corrective action program item screening.",186,1856,2030,ML092050743.txt,U
The inspectors also reviewed a sample of 12-month old CRs in order to determine Dominion's effectiveness at completing corrective actions.,186,2030,2168,ML092050743.txt,U
b.,186,2168,2170,ML092050743.txt,U
Assessments and Observations No findings of significance were identified.,186,2170,2243,ML092050743.txt,U
"The inspectors noted that although Dominion's trend report identified a few negative trends, it did not identify negative trends in radiation monitors or work control.",186,2243,2410,ML092050743.txt,U
Radiation Enclosure,186,2410,2429,ML092050743.txt,U
"18 monitors have been in maintenance rule (a)(1) status for several years and work control has had issues in planning, scheduling, spare parts, and coordination with operations and maintenance.",188,0,194,ML092050743.txt,O
"Additionally, the trend report does not carry over identified issues from one quarter to the next, so it is not clear when the trend issues are resolved.",188,194,347,ML092050743.txt,O
Samples of 132 twelve month old CRs revealed that only five (3.8%) did not have all corrective actions completed.,188,347,460,ML092050743.txt,"T, O"
"However, 24 Level ""N"" CRs (18.2%) that had all their corrective actions completed did not have the action request (AR) set to complete.",188,460,595,ML092050743.txt,T
"Also, the status of all 55 CRs (41.7%) that had their corrective actions completed was ""Open.""",188,595,689,ML092050743.txt,T
"Procedure MP-16-CAP-FAP01.3, ""ACR/CR Owner, Action Owner and Investigator Responsibilities"" does not require the CR owner to set Level ""N"" CRs to complete, nor does it require the CR to be closed when all corrective actions are complete.",188,689,926,ML092050743.txt,U
.4 a.,188,926,931,ML092050743.txt,U
"Annual Sample: Apparent Cause Evaluation of SBO Diesel Generator and Unit 2 ""B"" EDG trips Inspection Scope (1 Sample) The inspectors reviewed Dominion's evaluations and corrective actions associated with the emergency trip of the Unit 2 ""B"" EDG after abnormal indications received during the slow start surveillance on April 29, 2009, and the unexpected opening of the SBO Diesel output breaker during the functional testing on April 30, 2009.",188,931,1374,ML092050743.txt,"O, P"
"The inspectors reviewed the licensee's apparent cause analysis to determine whether Dominion had adequately identified the apparent causes, the contributing causes, and implemented corrective actions to prevent recurrence.",188,1374,1596,ML092050743.txt,U
"ACE017564 was performed as a result of the Emergency Trip of the Unit 2 ""B"" EDG on April 29, 2009, and ACE017571 for unexpected opening of the SBO Diesel output breaker.",188,1596,1765,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,188,1765,1835,ML092050743.txt,U
b.,188,1835,1837,ML092050743.txt,U
Findings & Observations No findings of significance were identified.,188,1837,1905,ML092050743.txt,U
"On April 29, 2009, the operators were performing a ""slow start"" of the ""B"" EDG.",188,1905,1984,ML092050743.txt,U
"During the start, the pressure delay circuit energized light lit, extinguished, and lit again.",188,1984,2078,ML092050743.txt,U
"Also, the DC Control Power Failure annunciator illuminated and the alarm cleared when it was acknowledged.",188,2078,2184,ML092050743.txt,U
The EDG was emergency tripped due to abnormal indications.,188,2184,2242,ML092050743.txt,U
Dominion identified the apparent cause to be an inadequate termination that resulted in a loose wire in the panel mounted on the EDG.,188,2242,2375,ML092050743.txt,U
The inspectors determined that the apparent cause evaluation was detailed.,188,2375,2449,ML092050743.txt,U
The identified apparent cause and contributing causes were reasonable.,188,2449,2519,ML092050743.txt,U
"Dominion-identified corrective actions to prevent recurrence were appropriate, and the extent of condition review was adequate.",188,2519,2646,ML092050743.txt,U
"On April 30, 2009, the SBO diesel output breaker tripped open unexpectedly during functional testing.",188,2646,2747,ML092050743.txt,U
"SBO local alarm ""Lube Oil Temp High"" and ""Over/Under Frequency"" were lit.",188,2747,2820,ML092050743.txt,U
Dominion identified the apparent cause to be the conditional generator breaker trip which is bypassed in an emergency start and no contributors to the event were identified.,188,2820,2993,ML092050743.txt,U
Enclosure,188,2993,3002,ML092050743.txt,U
19 The inspectors reviewed the apparent cause evaluation and also reviewed the SBO design trip function.,190,0,105,ML092050743.txt,U
The inspectors determined that this conditional SBO diesel generator output breaker trip is bypassed during an emergency start condition.,190,105,242,ML092050743.txt,U
During an emergency start the SBO diesel generator would have performed its safety function.,190,242,334,ML092050743.txt,U
"4OA3 Follow-up of Events and Notices of Enforcement Discretion (71153) .1 (Closed) LER 05000423/2008001-00, Postulated Fire Scenario Results in Unanalyzed Condition Â­ Pressurizer Overfill During the stretch power uprate project for Unit 3, Dominion engineers identified a potential for pressurizer overfill during an inadvertent actuation of the safety injection system (SIS).",190,334,710,ML092050743.txt,U
This potential condition existed within the original plant design.,190,710,776,ML092050743.txt,D
Dominion developed a plant modification to the SIS injection control circuits to eliminate the potential.,190,776,881,ML092050743.txt,U
"On August 29, 2008, engineers further determined that the same potential existed within the deterministic design criteria of the Unit 3 fire protection program and as such required immediate notification to the NRC by 10 CFR 50.72(b)(3)(ii)(B).",190,881,1125,ML092050743.txt,D
"Until the plant modification was completed during the fall 2008 refuel outage, Dominion established compensatory measures consistent with the fire protection program to minimize the likelihood of fires that could lead to this condition.",190,1125,1361,ML092050743.txt,U
"Dominion completed an eight-hour report to the NRC Operations Center on August 29, 2008, and subsequently submitted the LER.",190,1361,1485,ML092050743.txt,U
"Specifically, the scenario reported to the NRC identified credible control room fires that required evacuation of the control room while a spurious actuation of the SIS occurred.",190,1485,1663,ML092050743.txt,U
"During such scenarios, operators evacuating the control room would have insufficient time to terminate the safety injection at the auxiliary shutdown panel, to maintain pressurizer water level within the indicating range.",190,1663,1884,ML092050743.txt,"O, T,"
"Additionally, the transient could cause pressurizer safety relief valves to open with the potential to fail open, because the valves are not qualified for water relief.",190,1884,2052,ML092050743.txt,"T, O"
"Both conditions, water level above the indicating range and safety relief valves opening to relieve water, are not consistent with the requirements of the alternative shutdown system as described in the Unit 3 fire protection program and this issue is a performance deficiency.",190,2052,2329,ML092050743.txt,"P, O"
"The inspectors reviewed the LER, verified the appropriateness of corrective actions and extent of condition reviews, interviewed engineers and licensed operators, and completed a plant walkdown with Dominion engineers to identify the target safety injection signal cables.",190,2329,2601,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,190,2601,2671,ML092050743.txt,U
"The inspectors used Phase 3 of the NRC's IMC 0609, Appendix F, ""Fire Protection Significance Determination Process (SDP),"" to determine that this finding was of very low safety significance (Green).",190,2671,2869,ML092050743.txt,U
"Because this finding was licensee identified, the enforcement aspects of the violation are discussed in Section 4OA7, Licensee Identified Violations.",190,2869,3018,ML092050743.txt,U
This LER is closed.,190,3018,3037,ML092050743.txt,U
Enclosure,192,0,9,ML092050743.txt,U
20 4OA5 Other Activities .1 a.,194,0,31,ML092050743.txt,U
"Quarterly Resident Inspector Observations of Security Personnel and Activities Inspection Scope During the inspection period, the inspectors conducted the following observations of security force personnel and activities to ensure they were consistent with Exelon security procedures and regulatory requirements relating to nuclear plant security.",194,31,378,ML092050743.txt,U
These observations took place during both normal and off-normal plant working hours.,194,378,462,ML092050743.txt,U
"Specifically, the inspectors: Â· Â· Â· Â· b.",194,462,502,ML092050743.txt,U
Observed operations within the central and secondary alarm stations; Observed security officers on compensatory posts and in ready rooms; Observed security force shift turnover activities; and Observed security officers conducting access control activities.,194,502,759,ML092050743.txt,U
Findings No findings of significance were identified.,196,0,53,ML092050743.txt,U
.2 a.,198,0,5,ML092050743.txt,U
"Independent Spent Fuel Storage Installation (60853) Inspection Scope (1 Sample) The inspectors observed selected activities associated with loading of a dry cask canister to ensure that TS were met, equipment operated properly and personnel were properly trained.",200,0,263,ML092050743.txt,U
The inspectors reviewed documents and records associated with the operation of the Millstone Power Station Independent Spent Fuel Storage Installation (ISFSI).,200,263,422,ML092050743.txt,U
"The inspectors interviewed the training coordinator regarding the crew training and qualifications, and examined the personnel qualification logs.",200,422,568,ML092050743.txt,U
The inspectors met with reactor engineering personnel to review the fuel selection process and associated documentation.,200,568,688,ML092050743.txt,U
The inspectors examined the fuel location history sheets for the specific fuel bundles to be loaded.,200,688,788,ML092050743.txt,U
Fuel sipping results for past refueling campaigns were reviewed.,200,788,852,ML092050743.txt,U
The video recording of the fuel bundles being placed into the canister was reviewed to ensure that each bundle was placed into the proper location.,200,852,999,ML092050743.txt,U
"The inspectors observed work activities in the Unit 2 Fuel Storage Building and the ISFSI pad associated with the fuel selection, vacuum drying, welding, moving of the canister to the ISFSI pad, and loading the canister into a horizontal storage module.",200,999,1252,ML092050743.txt,U
Documents reviewed during the inspection are listed in the Attachment.,200,1252,1322,ML092050743.txt,U
b.,202,0,2,ML092050743.txt,U
Findings No findings of significance were identified.,204,0,53,ML092050743.txt,U
.3 a.,206,0,5,ML092050743.txt,U
"TI 2515/173, Review of the Implementation of the Industry Ground Water Protection Voluntary Initiative Inspection Scope (1 Sample)",208,0,130,ML092050743.txt,U
Enclosure,210,0,9,ML092050743.txt,U
"21 An NRC assessment was performed the week of May 10, 2009, of the licensee's implementation of the Nuclear Energy Institute - Voluntary Ground Water Protection Initiative (NEI 07-07, dated August 2007, ML072610036).",212,0,218,ML092050743.txt,U
"The inspectors verified that the licensee had evaluated work practices that could lead to leaks and spills, and has performed an evaluation of systems, structures, and components that contain licensed radioactive material to determine potential leak or spill mechanisms.",212,218,488,ML092050743.txt,U
The licensee has completed a site characterization of geology and hydrology to determine the ground water gradients and potential pathways for ground water migration from on-site locations to off-site locations.,212,488,699,ML092050743.txt,U
Monitoring wells have been installed at the appropriate locations and an on-site ground water sampling program has been implemented to monitor for potential licensed radioactive leakage into ground water.,212,699,903,ML092050743.txt,U
The ground water monitoring results were being reported in the annual radiological environmental operating report.,212,903,1017,ML092050743.txt,U
"The licensee has prepared procedures for the decision making process for potential remediation of leaks and spills, including consideration of the long term decommissioning impacts.",212,1017,1198,ML092050743.txt,U
Records of leaks and spills are being recorded in the licensee's decommissioning files in accordance with 10 CFR 50.75(g).,212,1198,1320,ML092050743.txt,U
"The licensee has identified the appropriate local and state officials, and has conducted briefings on the licensee's ground water protection initiative.",212,1320,1472,ML092050743.txt,U
Protocols have been established for notification to these local and state officials regarding detection of leaks and spills.,212,1472,1596,ML092050743.txt,U
Aspects of the ground water protection program that have not been fully implemented are being tracked to completion through the licensee's corrective action program (AR06005152).,212,1596,1774,ML092050743.txt,U
b.,212,1774,1776,ML092050743.txt,U
Findings and Observations No findings of significance were identified.,212,1776,1846,ML092050743.txt,U
"4OA6 Meetings, including Exit Exit Meeting Summary On July 8, 2009, the resident inspectors presented the overall inspection results to Mr. A J. Jordan, and members of his staff.",212,1846,2024,ML092050743.txt,U
The inspectors confirmed that no proprietary information was provided or examined during the inspection.,212,2024,2128,ML092050743.txt,U
4OA7 Licensee Identified Violations The following violations of very low safety significance (Green) or Severity Level IV were identified by the licensee and are violations of NRC requirements which meet the criteria of the NRC Enforcement Policy for being dispositioned as NCVs.,212,2128,2407,ML092050743.txt,U
"Â· 10 CFR 50 Appendix B, Criterion III, ""Design Control"" states, in part, that measures shall be established to assure that the applicable regulatory requirements and the design basis, for those structures systems, and components, are correctly translated into specifications, drawings, procedures, and instructions.",212,2407,2722,ML092050743.txt,D
