text,line,start_pos,end_pos,file,label_Frenard
The programs for self-assessments and audits were scheduled at an appropriate frequency and included a broad cross-section of performance areas.,71,818,962,ML11244A041.txt,U
"For the audits and assessments reviewed, observations were documented and ARs written for deficiencies as well as enhancements.",71,962,1089,ML11244A041.txt,U
NOS assessments and observations were found to be thorough and challenging as evidenced by conclusions and insights related to reviews performed on Bechtel work practices and programs discussed in other sections of this report.,71,1089,1316,ML11244A041.txt,O
"Overall, self-assessments were adequately performed.",71,1316,1368,ML11244A041.txt,U
c. Findings No findings were identified.,71,1368,1408,ML11244A041.txt,U
.4 a.,71,1408,1413,ML11244A041.txt,U
"Assessment of Safety-Conscious Work Environment (SCWE) Inspection Scope The inspectors assessed the licensee's SCWE through reviews of safety culture surveys and assessments conducted in 2010 and of the employee concerns program (ECP) implementing procedures, discussions with the corporate ECP manager, and reviews of issue reports.",71,1413,1746,ML11244A041.txt,U
Approximately 19 personnel were interviewed (including Bechtel personnel): 6 supervisors and 13 workers.,71,1746,1850,ML11244A041.txt,U
The inspectors reviewed a sample of ECP case files involving potential cases of harassment and intimidation for raising safety issues or discrimination concerns.,71,1850,2011,ML11244A041.txt,U
b.,71,2011,2013,ML11244A041.txt,U
Assessment The inspectors found that personnel interviewed had a reasonable knowledge of the basic definition of a safety-conscious work environment and what it meant to them.,71,2013,2188,ML11244A041.txt,U
9 Enclosure,71,2188,2199,ML11244A041.txt,U
"Most have received some training, either in annual site access or initial site access, and were aware of general discussions on the subject by the management.",73,0,159,ML11244A041.txt,U
"All personnel expressed a strong willingness to raise safety issues, without fear.",73,159,241,ML11244A041.txt,U
No one knew of any retaliation against an individual for raising a concern.,73,241,316,ML11244A041.txt,U
"The inspectors reviewed the results of licensee quick hit assessment report, PBS_PBNP_10_02, ""Aggregate Review of 2010 Safety Culture Learnings.""",73,316,461,ML11244A041.txt,U
This assessment provided a summary and assessment of the results and corrective actions for all the safety culture surveys conducted in 2010.,73,461,602,ML11244A041.txt,U
"Surveys included in the assessment were the Fleet Safety Culture Survey conducted in June 2010, the Fleet Engagement Survey conducted in spring 2010, the Fleet NEM survey in July 2010, and the Safety Culture Improvement Team (SCIT) results.",73,602,842,ML11244A041.txt,U
The inspectors considered the number of surveys and assessments conducted were higher than normal for a year and would provide the licensee plentiful data to formulate effective corrective actions for weaknesses and enhancements identified for safety culture sustainability and improvements.,73,842,1133,ML11244A041.txt,U
"Although many surveys were conducted, results evaluated for various levels and groups, and actions developed, most personnel interviewed could not provide any details.",73,1133,1300,ML11244A041.txt,U
on the safety culture assessments in their specific departments or actions to address department weaknesses.,73,1300,1408,ML11244A041.txt,U
"Additionally, most individuals were not aware of the purpose, actions or results of the site's SCIT.",73,1408,1508,ML11244A041.txt,U
This team was initiated by the site prior to the last NRC PI&R inspection (March 2009) and evaluated department safety culture through discussions with plant staff on a periodic basis and reports the results to management.,73,1508,1730,ML11244A041.txt,U
"The NRC team noted that additional feedback to plant personnel on safety culture efforts and results, including department results and corrective actions, may enhance the effectiveness of the SCIT.",73,1730,1927,ML11244A041.txt,U
The inspectors noted that one of the weaknesses identified in the above assessments was communications around decision-making processes and more effectively sharing information with the workforce.,73,1927,2123,ML11244A041.txt,O
"During discussions with the plant personnel, there were examples of good communications provided, such as the decision to take the generator off-line in July 2010 to fix a hydrogen leak.",73,2123,2309,ML11244A041.txt,U
"Also, more written communications and video messages by the plant manager on plant issues were apparent.",73,2309,2413,ML11244A041.txt,U
"However, during the interviews, the inspectors noted that most of the individuals, especially those not associated with operations, were not aware of the existing steam leak on the secondary side of the Unit 1 `A' steam generator or plant management's basis to conclude it was acceptable to continue to operate the Unit rather that shutdown to fix the leak.",73,2413,2770,ML11244A041.txt,O
"In response to the inspectors' observation, a Point Beach Newsflash was issued on July 14, 2010, describing the steam generator leakage and operating basis.",73,2770,2926,ML11244A041.txt,U
The inspectors reviewed 2011 Daily Quality Summary reports for observations determined by the NOS evaluator to be unsatisfactory.,73,2926,3055,ML11244A041.txt,U
Included in the daily reports were insights of possible reasons the evaluator concluded the activity was unsatisfactory.,73,3055,3175,ML11244A041.txt,U
"In five observations from March 7 through April 27, 2011, NOS insights included a production-over-safety theme, including schedule pressure.",73,3175,3315,ML11244A041.txt,O
Some of these issues were put into the CAP and resolved as procedure interpretation differences.,73,3315,3411,ML11244A041.txt,U
"However, the inspectors noted that the licensee had not performed an overall evaluation of these insights, and any other inputs received from the CAP or ECP regarding possible safety culture concerns, to ensure safety culture degradation was not occurring.",73,3411,3667,ML11244A041.txt,
10 Enclosure,73,3667,3679,ML11244A041.txt,U
The licensee did enter this issue into the CAP as AR 01670098 and will perform a causal evaluation to evaluate all the identified safety culture issues.,75,0,153,ML11244A041.txt,U
The inspectors determined that the ECP process was being effectively implemented.,75,153,234,ML11244A041.txt,U
The program was included in site access training and most personnel remembered the site ECP manager discussing the program at divisional or plant meetings.,75,234,389,ML11244A041.txt,U
All personnel stated they would know how to use the system if needed.,75,389,458,ML11244A041.txt,U
The inspectors noted through a review of ECP cases that the licensee had appropriately investigated and taken constructive actions to address potential safety culture issues.,75,458,632,ML11244A041.txt,U
"The team assessed whether the organization's characteristics and attitudes established, as an overriding priority, that nuclear plant safety issues received the attention warranted by their significance.",75,632,835,ML11244A041.txt,U
"As a result of the review of the above information, the inspectors concluded the plant's safety culture was adequate.",75,835,952,ML11244A041.txt,U
This was similar to the conclusions of the 2010 licensee assessments.,75,952,1021,ML11244A041.txt,U
"The inspectors did note that a significant number of issues with safety culture aspects were contained in the CAP, ECP program, self-assessments, observations, and other sources of information.",75,1021,1214,ML11244A041.txt,U
"Therefore, organizational decisions and actions at all levels of the organization should emphasize that production, cost, and schedule goals were developed, communicated, and implemented in a manner that reinforced the importance of nuclear safety.",75,1214,1462,ML11244A041.txt,U
c. Findings No findings were identified.,75,1462,1502,ML11244A041.txt,U
"4OA5 Other .1 This inspection also counted as a Problem Identification and Resolution sample required by IR 71004, Extended Power Uprate, for both Unit 1 and Unit 2.",75,1502,1667,ML11244A041.txt,U
Refer to specific sections of the report for additional details.,75,1667,1731,ML11244A041.txt,U
"4OA6 Management Meetings .1 Exit Meeting Summary On July 21, 2011, the inspectors presented the inspection results to Mr. T. Vehec and other members of the licensee staff.",77,0,171,ML11244A041.txt,U
The licensee acknowledged the issues presented.,77,171,218,ML11244A041.txt,U
The inspectors confirmed that they returned any proprietary documents.,77,218,288,ML11244A041.txt,U
ATTACHMENT: SUPPLEMENTAL INFORMATION,77,288,324,ML11244A041.txt,U
11,79,0,2,ML11244A041.txt,U
Enclosure,81,0,9,ML11244A041.txt,U
SUPPLEMENTAL INFORMATION KEY POINTS OF CONTACT Licensee L. Meyer J. Costedio F. Flentje A. Mitchell R. Farrell R. Harrsch J. Voorhess T. Vehec S. Pfaff R. Flessner S. Burnett B. Scherwinski C. Ford S. Ruesch P. Wild J. Kenny B. Wright M. Pederson F. Domke P. Holzman S. Clark L. Hawki J. Schweitzer J.,83,0,302,ML11244A041.txt,U
"Pierce Site Vice-President Regulatory Affairs Manager Regulatory Affairs Supervisor Performance Improvement Manager Radiation Protection Manager Operations Manager Manager, Nuclear Division, Employee Concerns Program Plant Manager Performance Improvement Supervisor Engineering, Performance Improvement Operations, Performance Improvement Regulatory Affairs Maintenance Programs Department Supervisor Nuclear Oversight Manager Design Engineering Manager Mechanical Maintenance Manager Online Scheduling Manager Systems Engineering I&C Systems Supervisor Heat Exchanger Testing Engineer Systems Engineering Supervisor Engineering Performance Improvement Manager Operations Support Manager Chemistry Manager",83,302,1007,ML11244A041.txt,U
"Nuclear Regulatory Commission M. Kunowski, Chief, Branch 5, Division of Reactor Projects S. Burton, Senior Resident Inspector LIST OF ITEMS OPENED, CLOSED AND DISCUSSED None",85,0,173,ML11244A041.txt,U
1,87,0,1,ML11244A041.txt,U
Attachment,89,0,10,ML11244A041.txt,U
LIST OF DOCUMENTS REVIEWED The following is a list of documents reviewed during the inspection.,91,0,96,ML11244A041.txt,U
"Inclusion on this list does not imply that the NRC inspectors reviewed the documents in their entirety, but rather, that selected sections of portions of the documents were evaluated as part of the overall inspection effort.",91,96,320,ML11244A041.txt,U
"Inclusion of a document on this list does not imply NRC acceptance of the document or any part of it, unless this is stated in the body of the inspection report.",91,320,481,ML11244A041.txt,U
"PLANT PROCEDURES Number Description or Title 0-SOP-SW-105 South Service Water Pump Header Isolation 0-SOP-SW-105 South Service Water Pump Header Isolation 2RMP 9075-1 2RMP 9075-2 2RMP 9359-9A BALCM Appendix B BALCM Program DG-G01 EN-AA-203-1000 EN-AA-203-1001 EOP-0 Unit 1 EOP-0 Unit 1 EOP-0 Unit 2 EOP-0 Unit 2 EOP-0.1 Unit 1 EOP-0.1 Unit 1 EOP-0.1 Unit 2 EOP-0.1 Unit 2 EP Appendix M ER-AA-201-2001 ER-AA-201-2002 ER-AA-203-2002 FP-E-MOD-10 FP-E-SE-04 FP-PA-ARP-01 FP-PA-OE-01 FSAR Section 11.5 LI-AA-200-100010000 NA-AA-200 NAP-412 NP 1.2.6 NP 1.2.6 NP 1.9.9 A-01 4160 V Loss Of Voltage Monthly Surveillance A-02 4160 V Loss Of Voltage Monthly Surveillance 2D-205 Battery, 2D-207 Battery Charger Maintenance Boric Acid Examination Guidelines Boric Acid Leakage And Corrosion Monitoring Program Human Factors Design Document Engineering Evaluation Operability Determinations/Functionality Assessments Reactor Trip Or Safety Injection Reactor Trip Or Safety Injection Reactor Trip Or Safety Injection Reactor Trip Or Safety Injection Reactor Trip Response Reactor Trip Response Reactor Trip Response Reactor Trip Response Matrix For Emergency Preparedness Equipment System and Program Health Reporting System Performance Monitoring Integrated Project Prioritization Modification Turnover And Closeout Conduct Of System Engineering Action Request Process Operating Experience Radiation Monitoring System NextEra Fleet Licensing Performance Indicators Employee Concerns Program Process Description Operational Decision-Making Infrequently Performed Tests Or Evolutions (IPTEs) Infrequently Performed Tests Or Evolutions (IPTEs) Transient Combustible Control 2",91,481,2139,ML11244A041.txt,U
Date or Rev Revision 8 Revision 7 Draft Revision 14 Revision 9 Revision 1 Revision 4 Revision 5 Revision 10 Revision 0 Revision 5 Revision 55 Revision 54 Revision 55 Revision 54 Revision 37 Revision 36 Revision 37 Revision 36 Revision 4 Revision 3 Revision 1 Revision 1 Revision 12 Revision 6 Revision 32 Revision 13 UFSAR 2009 Revision 04 Revision 4 Revision 10 Revision 16 Revision 15 Draft Revision 17 Attachment,93,0,415,ML11244A041.txt,U
NP 2.1.11 NP 7.7.28 NP 7.7.5 NP 8.4.11 NP 8.5.1 NP 800 OM 3.26 OM 3.27 OM 3.39 OM 5.4.4 OP 4E OP-AA-100-1000 PI-AA-100-1005 PI-AA-100-1006 PI-AA-100-1007 PI-AA-100-1008 PI-AA-101 PI-AA-101 PI-AA-102 PI-AA-203 PI-AA-204 PI-AA-205 PI-AA-207 RMP 9305 RMP 9359-5A,95,0,260,ML11244A041.txt,U
"Operational Decision Making Fundamentals Cable Condition Monitoring Program MRule Monitoring Penetrating Barriers Equipment Identification And Labeling Procedure Employee Concerns Program Use Of Dedicated/Assigned Operators Control Of Fire Protection And Appendix R Safe Shutdown Equipment Degraded Equipment/Adverse Condition Monitoring Procedure Control Of Posted Plant Information Reactor Coolant System Lowered Inventory Requirements Unit 1 Conduct of Operations Root Cause Analysis Common Cause Evaluation Apparent Cause Evaluation Condition Evaluation Self Assessment And Benchmarking Program Self-Assessment And Benchmarking Program Operating Experience Action Tracking Management Condition Identification And Screening Process Condition Evaluation And Corrective Action Trend Coding And Analysis DB-75 Breaker Routine Maintenance D-05 Station Battery, D-07 Battery Charger Maintenance And Surveillances",97,0,910,ML11244A041.txt,U
Revision 0 Revision 2 Revision 22 Revision 17 Revision 11 Revision 6a Revision 13 Revision 41 Revision 3 Revision 10 Revision 3 Revision 1 Revision 3 Revision 1 Revision 3 Revision 1 Revision 6 Revision 7 Revision 3 Revision 4 Revision 12 Revision 12 Revision 1 Revision 19 Revision 5,99,0,284,ML11244A041.txt,U
3,101,0,1,ML11244A041.txt,U
Attachment,103,0,10,ML11244A041.txt,U
"ARs Reviewed Number ACE 01142817 ACE 01159784 ACE 01163219 ACE 01165673 ACE 01175986 ACE 01363240 ACE 01374449 ACE 01374551 ACE 01376022 ACE 01381584 ACE 01384097 ACE 01385044 ACE 01398159 ACE 01609804 ACE 01619914 AR 00889394 AR 01180534 AR 01321492 AR 01331880 AR 01357411 AR 01358438 AR 01358457 AR 01360844 AR 01361361 AR 01361767 AR 01362668 AR 01362964 AR 01363131 AR 01363632 AR 01363811 AR 01363837 AR 01364522 AR 01364619 AR 01365387 AR 01365393 AR 01365972 AR 01366527 AR 01366759 AR 01366842 AR 01366885 AR 01367132 Description or Title South SW Header Removed From Service In Accordance With 1-SOPSW-105, ACE Assignment 01 Valve Stem Of Manual Isolation Valve SF-2, P-12B SFP Pump Manual Discharge Isolation Valve, ACE Assignment 01, Revision 4 Adequacy Of Documentation For Evaluating Seismic II/I With Regard To Unit 1 And Unit 2 Containment Sump Strainers, ACE Assignment 01 Potential Non-Compliance With NP 8.4.16 Requirements, ACE Assignment 01, Revision 2 Inadequate Evaluation Of Westinghouse NSAL 09-08 Increasing Inboard Bearing Oil Leakage On 2P-011B 2si-897b Failed To Fully Stroke From The Control Room Reactor Vessel Level Calibration At 70% Level Bechtel Corrective Action Program Is Not Being Effectively Used Inadequate Implementation Of Bechtel QA Program Steam Pressure Dynamics Out Of Tolerance Trend CAP Of Foreign Material In Unit 1 RCS 2N-40 OOS: Unavailability Limit Exceeded Unexpected Control Room Alarms; Revision 1 Failure To Obtain SRO Approval Prior To Start Of Work Calculated Short Circuit Currents Exceed Equipment Ratings Panel D13 Short Circuit Currents Exceed Panel Rating 2P-11A, CCW Pump Excessive Oil Leakage OIC Fault On 2P-2C VFD When Starting Pump Increased CC Pump Oil Leakage RE 230 Drip Pan Corrosion Procedure, Process And Controls For SW Header Isolation Work RMS Area Monitor Local Readouts Added Oil To 1P-11B G-02 EDG Tripped On Reverse Power Oil Leak On 2P-11B CCW Pump Inboard Bearing Enhancements To Our Safety Conscious Work Environment 2P-11B CCW Pump Oil Collection And Quantification Atmosphere Monitor Alarmed In U1 Tendon Gallery Potential Design Control Violation For Fuel Oil Volume (NRC) Received Unexpected PPCS Alarm: 2RE-229 Alert Unsatisfactory Closeout Of CAR 01118728 D-06 Open Circuit Voltage Above Calculated Value During U2 Down Power Two Power Range Recorders Failed To Follow Power Level AR 01121653 Closed To Actions Taken But Issue Not Resolved NRC Question ­ Condensate Pump Oil Sampling 1RE-229 Flow Switch Not Operating Properly ACE 01149193 ­ Failed Quality Review RE-105 Removal From Operation CAP Closure Prior To Completion Of Assigned Actions Inadequate Closeout Of CAP 01141212 4 Attachment",105,0,2686,ML11244A041.txt,U
AR 01367583 AR 01367586 AR 01367604 AR 01367681 AR 01367721 AR 01368155 AR 01368317 AR 01368319 AR 01368446 AR 01368725 AR 01368966 AR 01368988 AR 01369631 AR 01369724 AR 01369867 AR 01369933 AR 01370627 AR 01371114 AR 01371118 AR 01371334 AR 01371774 AR 01371960 AR 01372026 AR 01372250 AR 01372623 AR 01372706 AR 01373001 AR 01373145 AR 01373984 AR 01373985 AR 01374038 AR 01374100 AR 01374130 AR 01374136 AR 01374162 AR 01374386 AR 01374387 AR 01374395 AR 01374633 AR 01374649 AR 01374694 AR 01374906 AR 01375044 AR 01375252 AR 01375294 AR 01375414,107,0,552,ML11244A041.txt,U
"Revise FP-WM-WOI-01 Rev 3 Per CA 1145204-02 (Secondary) Corrective Actions Not Completed Satisfactorily Questions Regarding Coiled Cables Above P-38A And B 1N-31 Reads Counts When De-Energized 2-274/A06 Relay Found Outside Tech Spec Limits Out of Tolerance Resistance As-Found values RT06 1RE-215 Detector Failed High Alarm Check During Calibration 1RE-215 Detector Bound Tight In Detector Well DAM 3 Tx Timeout Errors On RMS System Server In Control DAM 3 Failed/Rad Monitors OOS ACE Quality Failure DAM 3 Communication Failure CAP Closed With No Action Taken NRC Question On 2P-10A Flange Stud Thread Engagement Fouling Of Heat Exchangers 1FI-2888 Fouled With Grass 1N-31 Erratic Indication While De-Energized Failure Of Effluent Sump Alarm Shutdown Safety Time Critical Action Verification Process Enhancements Numerous RE-315 Alert Alarms ACE 01154245 Does Not Meet Minimum Standards 2RE-128 Module Shuts Down Power Supply When Reinstalling North / South SW Header Valve Testing / SW-2890, SW-2891 Corrective Actions Not Completed 1RE-211 Containment Air Particulate Detector Is Reading Less SOERs 85-3 and 88-3 Not Cited In Site Procedures Safety Related Cable Trays In U2 8' Th Under Path Of FWHTR HX-012D HX Found To Be Approximately 66% Blocked Unexpected 2RE-303 Alert And High Alarm HX-12D CCW Hx Bryozoa Fouling, GL 89-13 Issue RE-230 Leak On U2 Turbine Bldg 8' Floor Contains H-3 Unit 2 N-32 SRNI Failed To Energize On Rx Shutdown Gas Analyzer Alarm Left In During Unit 2 Shutdown RE-224 Gas Stripper Building RM Went Into Alert Alarm Inadequate Closeout of CAP 01124417 Inadequate Closeout of CAP 01124029 CAP 01149819 Inadequate Closeout 1N-31 SRNI Indicating 100cps While De-Energized Previously WO 2ICP 04.023-1 Rev 7 Square Rooters Left Out Of Tolerance CCW/HX Fouling Received An Unexpected U2 SR High Flux At Shutdown Alarm PM To Replace Filters On 1F-003 Closed And Not Worked Open Items Identified In EPU Electrical Calculations RE-214 Alert Alarm 5 Attachment",109,0,1981,ML11244A041.txt,U
AR 01375421 AR 01375480 AR 01376144 AR 01376194 AR 01376313 AR 01376450 AR 01376609 AR 01376772 AR 01376811 AR 01376931 AR 01376938 AR 01377019 AR 01377039 AR 01377858 AR 01377968 AR 01378102 AR 01378129 AR 01378236 AR 01378366 AR 01378396 AR 01378732 AR 01378880 AR 01378902 AR 01379027 AR 01379047 AR 01379245 AR 01379249 AR 01379454 AR 01379456 AR 01379648 AR 01379779 AR 01379931 AR 01380269 AR 01380574 AR 01380584 AR 01380701 AR 01380718 AR 01380792 AR 01380796 AR 01380896 AR 01380930 AR 01380977 AR 01381037 AR 01381063 AR 01381110,111,0,540,ML11244A041.txt,U
"SFP Pump Suction Isolation Valve Stem Contacting Adjacent Pipe Insulation Thermal Overloads Found Tripped On 2B52-329K Safety Related Power Supply Found Out Of Tolerance Discrepancies Found During NRC Observed IT IT-04A RHR Test 2N-42 Calibration As-Found Out Of Tolerances Mis-Wiring Of BF Relay Cause Ground Fault RE-220 SFP Monitor In Alert Intervening Combustible Wire In PAB Unplanned LCO Entry Due To Wiring Error EC 13401 2N-31 Source Range Out Of Tolerance 1ICP 04.023-1 Rev 8 Found Bistable NC-101 In 2N-31 Source Range High OOT Cap Bank PMT Caused Loss Of Some Electrical Loads 1P-2C Charging Pump Tripped After Approximately 11 Seconds EC 14637 Changed Wiring That Affects UV Testing Procedures NRC Inspection: G-01 And G-02 Fire Dampers Are Not Classified ACE 01157505 Failed To Meet Minimum Requirements NRC Inspection TS Bases 3.8.1 Not Supported By Calc SW-2890 ­ North Hdr Vlv Mid Position When Valve Locally Shut DG Room Temperature Calc Has Low Margin RE-234/235 Rad Monitor Unable To Be Worked As Scheduled 50.59 Evaluation 2008-018 Incomplete High Calibration Constant On RE-234 RE-218 Element Apparently Needs Cleaning Follow-Up Issue ­ SCWE Confirmatory Order Inspection Issues With Under Voltage Relay Testing 2RMP 9075-2 Rev8 Temp Change Permanent Revision 2RE-222, Blowdown Tank Radiation Monitor Went Into Alarm 1RE-219 Had A 1 Min Average Alarm On RMS Server 2N-31: MRE Needed CAP 01139647 Closeout Not IAW Procedure Deficiencies In NP 1.9.6, ""Plant Cleanliness And Storage"" RCE Rejected At TRN Dept CARB Cable Submergence Issues Status Of RE-218 Is Inhibiting Outage Preps/Water Processing RE-224 Readings Trending Up 1SC-954A Identified Vs.",113,0,1669,ML11244A041.txt,U
Unidentified Leakage Re-224 Average Calculated Efficiency In Spec But Low 2RE-222 Post Cal.,113,1669,1760,ML11244A041.txt,U
Testing Not Completed Yet On WO 380828 Out of Tolerance On Threshold Voltage On RE-00218 Receiving DAM 3 RX And TX Timeouts Unexpected Common Area Radiation Monitor High Alarm Improving CAP Closure SW-2891 S To N Supply Xconn Leak Ck PM ­ Unable To Complete Unexpected 2RE-217 CCW Liquid Monitor Alert Alarms 6 Attachment,113,1760,2081,ML11244A041.txt,U
AR 01381310 AR 01381337 AR 01381464 AR 01381466 AR 01381584 AR 01381909 AR 01382017 AR 01382042 AR 01382230 AR 01382330 AR 01382615 AR 01382729 AR 01382994 AR 01382997 AR 01383001 AR 01383095 AR 01383258 AR 01383347 AR 01383653 AR 01383785 AR 01383809 AR 01383971 AR 01384003 AR 01384175 AR 01384176 AR 01384500 AR 01385406 AR 01385415 AR 01385430 AR 01385493 AR 01385515 AR 01385885 AR 01386083 AR 01386145 AR 01386208 AR 01386252 AR 01386492 AR 01386700 AR 01387426 AR 01387496 AR 01387578 AR 01387792 AR 01387912 AR 01387992 AR 01387996,115,0,540,ML11244A041.txt,U
"Potential Non-Compliance With NP 8.4.16 Requirements HELB Penetration M-3-5-17-F203, Potential Spec Non-Compliance Inadequate Closure Of CAP-01157499 Inadequate Cold Weather Preparation CAP Closure Inadequate Implementation Of Bechtel QA Program SFP Cooler Shell Side Fouling (Increased Mussel Shells) CAP 01160639 Inadequate Closure RE-242 Monthly Test Failure Functionality Assessment Process Shortfalls Fire Seals At M-3-5-17 F203 Are Deficient D-04 DC Bus Bar Ampacity Condition SW-2890 Indicates Intermediate In The Control Room SW-2890 Indicates Intermediate In The Control Room SW-2891 Indicates Intermediate In The Control Room SW-2890 Leaks By 50 GPM During 0-SOP-SW-105 Received PPCS Alarm ""RE-126 Cntnt Hi Range Rad Indication"" SR NI SUR Spike On Both Channels When Shifting Modes On CSDs 1N32 Channel Failed to Indicate When Energized 1N-32 Isolation Amp Output To PPCS Left Out Of Tolerance PMO Change May Not Be Appropriate System Server Receives Fail Low 1RE-134 At Midnight Non-Compliance With NP-8.4.16 HELB Requirements RE-230 Waste Water Effluent Rad Monitor Fail External Alarms 1RE-102, Unit 1 Containment Low Range Monitor Spike High Discovered ICC-744A, HX-8B BA Evap CC Supply Throttled Outdated HELB Barrier Postings Drumming Area Vent Stack (RE-221) Had Multiple Alert Alarms 1RE-211/212 Secured Without Notifying RP ACE 01165947 Quality Did Not Meet Expectations ACE 01165036 Quality Did Not Meet Expectations Unit 2 Condenser Fouling Increase U1 8' Containment Paint Chips And Dust On Sump Pump B Screen Inappropriate CAP Closure 1N-31 NM-106 Out Of Tolerance Control Room C01A 3-11 & 4-11 Alarms Disabled During EPU Mod 2N-40, N1 Fission Channel OOS Greater Than 30 Days New AFW Meter Faces Are Not Labeled Properly Unit 1 Reactor Startup Was Aborted HELB Door 193 Not Closing Properly RE-224 LDGS Building Rad Monitor Alert Alarm CW System Yellow Work Order Closed with Work Not Performed Elevated RMS: RE-214 And RE-221 ACE 01166586 Failed To Meet Minimum Requirements HELB Barrier Controls From AR 01165673 Effect Of Breached HELB Barrier On Tech Spec Equipment",117,0,2093,ML11244A041.txt,"O, P"
7,119,0,1,ML11244A041.txt,U
Attachment,121,0,10,ML11244A041.txt,U
AR 01388005 AR 01388211 AR 01388366 AR 01388448 AR 01388852 AR 01389331 AR 01389520 AR 01389524 AR 01389948 AR 01389975 AR 01390330 AR 01390461 AR 01390789 AR 01390824 AR 01391093 AR 01391406 AR 01391443 AR 01391532 AR 01391612 AR 01391623 AR 01391731 AR 01392152 AR 01392244 AR 01393811 AR 01393928 AR 01394159 AR 01394175 AR 01394317 AR 01394857 AR 01394952 AR 01395125 AR 01396318 AR 01396327 AR 01396926 AR 01397140 AR 01397189 AR 01397190 AR 01397422 AR 01397923 AR 01397925 AR 01398810 AR 01399368 AR 01399741 AR 01400338 AR 01400403 AR 01401275,123,0,552,ML11244A041.txt,U
"Weakness In Past Operability Evaluation For 1HX-015A HELB Barrier Compensatory Measures NRC EPU Information Request Unit 2 MEL Appears To Be Operating Unexpectedly B.5.b Walkdown NRC Debrief Enhancement Recommendations ACE 01171145-01 Failed To Meet Minimum Requirements Question On Prompt Operability Call ­ AR 01166160 1RE-219 Alert Alarm ACE 01171472 Returned For Additional Work RE-230 Effluent Monitor Low Flow Delay In D-07 Work Due To HELB Barrier Issue 2RE-217 Went Into Alert For About 2 Min Nuclear Instrumentation Maintenance Rule Criteria History Of Inverter Transfer To Alternate Source Question Regarding Application Of IEEE 384 To 125VDC Testing HX-055A Diesel Cooler Fouling Potential Adverse Trend ­ Mispositioning Events WOs 371104 And 363942 Closed With No Action CAP 01158754 Not Satisfactorily Addressed Potential Inadequate Evaluation of Westinghouse NSAL 09-08 Unexpected 2RE-215 RMS Alarms Unexpected 1RE-229 Fail External Alarms Unexpected Alarm: 2RE-222 High Alarm U1 Power System Stabilizer Operation On Startup EPU Evals Of License Renewal Missed Certain Conditions Contingencies May Not Be In Order For U1 Condenser Fouling ACE 01175675-02 Was Rejected By CARB 2Q10 NRC URI-Inverter Transfers To Alt Power During Test 2RE-222 ­ Third Occurrence Within 19 Months Power Uprate Package Quality Failure Of U1 SW Chlorination System 1RE-217 Was Stuck In Well Due To Corrosion Short Circuit Failures Requiring Resolution Prior To EPU Tripped D-107 Battery Charger During Testing 1RE-229 Flow Switch Failure During Quarterly Functional Test PBSA-OPS-10-01 Identified Areas For Improvement PBSA-OPS-10-01 Identified Enhancements NRC PI Cornerstone Owners Areas For Improvement Calc N-93-062 Major Revision 3 For 2D-205 Battery Calc N-93-061 Major Revision 3 For 1D-205 Battery PC 23 Closed To No Work Performed Inadequate Calculations To Support Mod EC 15513 NRC Question On Past Operability Requirements Various Errors With EC 12078, 2X-01Transformer Mod RE-240 Alert Alarm Light On Remote Meter Needs Replacement ACE 01183099 Graded At Below 80 8 Attachment",125,0,2080,ML11244A041.txt,"O, P"
AR 01401329 AR 01401443 AR 01401650 AR 01401858 AR 01402010 AR 01402064 AR 01402154 AR 01402178 AR 01402180 AR 01608247 AR 01608767 AR 01609804 AR 01610979 AR 01612401 AR 01613514 AR 01615766 AR 01616175 AR 01616193 AR 01616620 AR 01617134 AR 01617227 AR 01617848 AR 01618182 AR 01618183 AR 01618991 AR 01619079 AR 01619732 AR 01619914 AR 01620143 AR 01620275 AR 01620782 AR 01621239 AR 01621414 AR 01621596 AR 01624198 AR 01624591 AR 01624689 AR 01625587 AR 01626072 AR 01626344 AR 01626385 AR 01626503 AR 01626625 AR 01626674 AR 01626693,127,0,540,ML11244A041.txt,U
