,text,line,start_pos,end_pos,file,Y,Predicted_Values
6168,"['pseg', 'submitted', 'relief', 'requests', 'for', 'incomplete', 'inspections', 'during', 'interval', 'via', 'letter', 'on', 'march', 'class', 'and', 'class']",87,965,1151,ML072260460.txt,N,U
6171,"['pseg', 'did', 'not', 'respond', 'to', 'the', 'requests', 'for', 'additional', 'information', 'and', 'eventually', 'retracted', 'the', 'relief', 'requests', 'on', 'march']",87,1416,1543,ML072260460.txt,N,N
6238,"['the', 'inspectors', 'determined', 'that', 'not', 'inspecting', 'or', 'replacing', 'tubing', 'based', 'on', 'previous', 'similar', 'failures', 'was', 'performance', 'deficiency', 'that', 'caused', 'ten', 'hours', 'of', 'cac', 'unavailability', 'on', 'may']",99,1627,1820,ML072260460.txt,N,N
6244,"['the', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'problem', 'identification', 'and', 'resolution', 'because', 'pseg', 'did', 'not', 'take', 'appropriate', 'corrective', 'actions', 'to', 'address', 'safety', 'issues', 'and', 'adverse', 'trends', 'in', 'timely', 'manner', 'commensurate', 'with', 'their', 'safety', 'significance']",99,2660,2924,ML072260460.txt,N,N
6285,"['the', 'inspectors', 'determined', 'that', 'inadequate', 'configuration', 'control', 'was', 'performance', 'deficiency', 'that', 'resulted', 'in', 'six', 'hours', 'of', 'inoperability', 'for', 'the']",105,2122,2281,ML072260460.txt,N,N
6346,"['the', 'inspectors', 'determined', 'that', 'this', 'failure', 'to', 'adequately', 'implement', 'procedural', 'guidance', 'was', 'performance']",117,1465,1582,ML072260460.txt,N,U
6601,"['vendor', 'documentation', 'for', 'the', 'dmv', 'sight', 'glass', 'was', 'not', 'available', 'on', 'and', 'as', 'pseg', 'did', 'not', 'incorporate', 'appropriate', 'vendor', 'guidance', 'regarding', 'reinstallation', 'and', 'torque', 'requirements', 'for', 'the', 'sight', 'glasses', 'into', 'plant']",153,2370,2619,ML072260460.txt,N,N
6637,"['pseg', 'had', 'not', 'completed', 'their', 'downstream', 'effects', 'analysis', 'or', 'chemical', 'precipitant']",159,1255,1359,ML072260460.txt,N,U
6884,"['the', 'licensee', 'did', 'not', 'update', 'dresden', 'ufsar', 'section', 'water', 'cleanup', 'to', 'reflect', 'changes', 'made', 'during', 'design', 'modification', 'installed', 'on', 'unit', 'in']",31,1574,1758,ML13308A903.txt,N,N
7014,"['during', 'recent', 'helb', 'analysis', 'to', 'support', 'the', 'increased', 'core', 'flow', 'license', 'the', 'licensee', 'noted', 'that', 'previous', 'helb', 'such', 'as', 'for', 'extended', 'power', 'did', 'not', 'consider', 'the', 'effects', 'of', 'feed', 'water', 'temperature', 'reduction', 'on', 'the', 'mass', 'and', 'energy', 'liberated', 'during', 'helb', 'on', 'environmentally', 'qualified', 'safety', 'related', 'components', 'in', 'the', 'reactor', 'building', 'and', 'the', 'cfr', 'accident', 'enclosure']",91,1180,1596,ML13308A903.txt,N,N
7029,"['this', 'violation', 'was', 'determined', 'to', 'be', 'more', 'than', 'minor', 'in', 'accordance', 'with', 'imc', 'reactor', 'inspection', 'appendix', 'if', 'left', 'the', 'performance', 'deficiency', 'could', 'have', 'led', 'to', 'more', 'significant', 'safety']",93,2578,2835,ML13308A903.txt,N,N
7265,"['at', 'this', 'point', 'operations', 'management', 'failed', 'to', 'fully', 'question', 'abnormal', 'control', 'board', 'light', 'indications', 'on', 'both', 'units', 'and', 'failed', 'surveillances', 'on', 'both', 'units', 'associated', 'with', 'not', 'being', 'able', 'to', 'achieve', 'downscale', 'conditions', 'for', 'the', 'input', 'lprm', 'detection']",197,339,596,ML13308A903.txt,N,N
7300,"['contrary', 'to', 'the', 'the', 'licensee', 'failed', 'to', 'declare', 'unit', 'rbm', 'channel', 'inoperable', 'and', 'take', 'actions', 'in', 'accordance', 'with', 'the', 'requirements', 'of', 'ts', 'required', 'action', 'and', 'when', 'the', 'licensee', 'was', 'unable', 'to', 'complete', 'surveillance', 'requirement', 'and', 'possessed', 'other', 'indications', 'that', 'rbm', 'channel', 'was', 'not', 'functioning']",213,548,885,ML13308A903.txt,N,N
7437,"['operator', 'error', 'during', 'performance', 'of', 'surveillance', 'test', 'diesel', 'generator', 'rendered', 'the', 'diesel', 'generator', 'inoperable', 'for', 'approximately', 'seven', 'hours', 'due', 'to', 'the', 'resultant', 'troubleshooting']",58,1988,2205,ginn_2002005.txt,N,N
7630,"['an', 'review', 'of', 'the', 'event', 'concluded', 'the', 'breaker', 'tripped', 'because', 'the', 'operator', 'had', 'attempted', 'to', 'close', 'the', 'breaker', 'when', 'the', 'electrical', 'output', 'was', 'not', 'in', 'phase', 'with', 'bus']",158,2209,2390,ginn_2002005.txt,N,N
8025,"['inspection', 'scope', 'the', 'inspectors', 'performed', 'detailed', 'review', 'of', 'the', 'identification', 'and', 'resolution', 'of', 'condition', 'documented', 'in', 'where', 'the', 'system', 'operating', 'procedure', 'did', 'not', 'give', 'adequate', 'guidance', 'to', 'allow', 'the', 'of', 'the', 'and', 'station', 'service', 'water', 'traveling', 'screen', 'wash', 'systems', 'in', 'the', 'manual']",202,57,403,cp_2004002.txt,N,N
8053,"['the', 'inspectors', 'also', 'determined', 'that', 'the', 'licensee', 'failed', 'to', 'conduct', 'adequate', 'engineering', 'reviews', 'and', 'misinterpreted', 'the', 'design', 'basis', 'document', 'for', 'the', 'station', 'service', 'water', 'screen', 'wash']",204,1433,1623,cp_2004002.txt,N,N
8203,"['the', 'licensee', 'entered', 'the', 'technical', 'specification', 'but', 'did', 'not', 'adequately', 'take', 'samples', 'once', 'per', 'hours', 'as', 'required', 'by', 'action']",31,1045,1172,wat_2000010.txt,N,N
8967,"['this', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'the', 'maintenance', 'personnel', 'who', 'performed', 'the', 'battery', 'surveillance', 'did', 'not', 'have', 'sufficient', 'training', 'to', 'recognize', 'the', 'presence', 'of']",25,1561,1779,ML11300A116.txt,N,N
9037,"['maintenance', 'personnel', 'did', 'not', 'understand', 'the', 'requirement', 'to', 'remove', 'materials', 'from', 'an', 'area', 'once', 'they', 'had', 'completed', 'their']",39,1667,1801,ML11300A116.txt,N,U
9096,"['based', 'upon', 'review', 'of', 'the', 'notes', 'from', 'the', 'interviews', 'conducted', 'by', 'the', 'the', 'inspectors', 'concluded', 'that', 'the', 'maintenance', 'personnel', 'did', 'not', 'recognize', 'the', 'corrosion', 'as', 'there', 'was', 'discussion', 'of', 'baking', 'soda', 'residue', 'left', 'over', 'from']",49,1163,1402,ML11300A116.txt,N,N
9097,"['in', 'there', 'was', 'discussion', 'that', 'the', 'lighting', 'for', 'the', 'task', 'was', 'not']",49,1402,1483,ML11300A116.txt,N,U
9114,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'implement', 'the', 'diesel', 'fire', 'pump', 'battery', 'surveillance', 'procedure', 'was', 'contrary', 'to', 'technical', 'specifications', 'and', 'was', 'performance']",55,269,472,ML11300A116.txt,N,N
9123,"['the', 'maintenance', 'personnel', 'who', 'had', 'performed', 'the', 'battery', 'surveillance', 'did', 'not', 'have', 'sufficient', 'training', 'to', 'recognize', 'the', 'presence', 'of']",55,2363,2518,ML11300A116.txt,N,N
9231,"['the', 'inspectors', 'noted', 'that', 'the', 'licensee', 'has', 'not', 'completed', 'the', 'analyses', 'and', 'evaluations', 'of', 'the', 'identified']",81,2295,2419,ML11300A116.txt,N,U
9263,"['the', 'licensee', 'made', 'change', 'to', 'administrative', 'technical', 'requirements', 'which', 'permitted', 'suppression', 'system', 'to', 'be', 'inoperable', 'without', 'compensatory', 'thereby', 'degrading', 'the', 'ability', 'to', 'suppress', 'fire', 'and', 'challenging', 'the', 'ability', 'to', 'achieve', 'and', 'maintain', 'safe', 'shutdown', 'in', 'the', 'event', 'of']",95,362,667,ML11300A116.txt,N,N
9528,"['the', 'existing', 'fire', 'procedure', 'had', 'incorrect', 'guidance', 'which', 'would', 'have', 'needlessly', 'delayed', 'the', 'fire', 'brigade']",56,621,748,ML13182A476.txt,N,U
9615,"['as', 'exelon', 'failed', 'to', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",78,732,876,ML13182A476.txt,N,N
10325,"['the', 'inspectors', 'identified', 'that', 'the', 'licensee', 'had', 'inappropriately', 'located', 'the', 'train', 'ultimate', 'heat', 'sink', 'sump', 'pumps', 'near', 'qualified']",161,790,956,ML071350662.txt,N,U
