text,line,start_pos,end_pos,file,label_Frenard,label_SALLY
"Specifically, Final Safety Analysis Report, Section 2.4.2.3.3.d describes openings in the dry cooling tower cubicles that help preclude the possibility of flooding Motor Control Centers 3A315-S and 3B315-S. Current plant configuration and Drawing G-499 S06, ""Common Foundation Structure, Masonry,"" Sheet 6, dated April 15, 1991 do not conform to the Final Safety Analysis Report, Section 2.4.2.3.3.d, in that there are no openings other than the floor drain in the dry cooling tower cubicles containing Motor Control Centers 3A315-S and 3B315-S. Because this finding is of very low safety significance and has been entered into the corrective action program as Condition Reports CR-WF3-2007-00818 and CR-WF32007-00830, this violation is being treated as a noncited violation consistent with Section VI.A of the NRC Enforcement Policy: NCV 05000382/2007002-01, Failure to Translate Design Basis into Drawings.",93,2535,3443,ML071350662.txt,U,U
-11-,95,0,4,ML071350662.txt,U,U
Enclosure,97,0,9,ML071350662.txt,U,U
The licensee took prompt corrective action and performed a field walk down of the dry cooling tower cubicles.,99,0,110,ML071350662.txt,U,U
The licensee also verified the existence of periodic tasks to inspect and clean the floor drains.,99,110,207,ML071350662.txt,U,U
This issue is in the licensee's corrective action program as Condition Reports CR-WF3-2007-00818 and CR-WF3-2007-00830.,99,207,326,ML071350662.txt,U,U
1R13 Maintenance Risk Assessments and Emergent Work Control (71111.13) .1 a.,99,326,402,ML071350662.txt,U,U
"Risk Assessment and Management of Risk Inspection Scope The inspectors reviewed the three assessment activities listed below to verify: (1) performance of risk assessments when required by 10 CFR 50.65 (a)(4) and licensee procedures prior to changes in plant configuration for maintenance activities and plant operations; (2) the accuracy, adequacy, and completeness of the information considered in the risk assessment; (3) that the licensee recognizes, and/or enters as applicable, the appropriate licensee-established risk category according to the risk assessment results, and licensee procedures; (4) the licensee properly controlled emergent work; and (5) the licensee identified and corrected problems related to maintenance risk assessments.",99,402,1151,ML071350662.txt,U,U
"Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ March 5, 2007: Planned surveillance activities for undervoltage and shunt trip coil testing for reactor trip circuit breakers March 6, 2007: Planned maintenance activities on emergency diesel generator Train A March 13, 2007: Planned maintenance activities on emergency diesel generator Train B",99,1151,1451,ML071350662.txt,U,U
Documents reviewed by the inspectors are listed in the attachment.,101,0,66,ML071350662.txt,U,U
The inspectors completed three samples.,101,66,105,ML071350662.txt,U,U
b.,101,105,107,ML071350662.txt,U,U
Findings No findings of significance were identified.,101,107,160,ML071350662.txt,U,U
1R15 Operability Evaluations (71111.15) a.,101,160,202,ML071350662.txt,U,U
"Inspection Scope The inspectors: (1) reviewed plants status documents such as operator shift logs, emergent work documentation, deferred modifications, and standing orders to determine if an operability evaluation was warranted for degraded components; (2) referred to the Final Safety Analysis Report and design-basis documents to review the technical adequacy of licensee operability evaluations; (3) evaluated compensatory measures associated with operability evaluations; (4) determined degraded component -12Enclosure",101,202,724,ML071350662.txt,U,U
impact on any Technical Specifications; (5) used the Significance Determination Process to evaluate the risk significance of degraded or inoperable equipment; and (6) verified that the licensee has identified and implemented appropriate corrective actions associated with degraded components.,103,0,293,ML071350662.txt,U,U
"Ã¥Ã¡ March 3, 2007: Operability evaluation addressing control element assembly Number 79 reed switch position transmitter as described in Condition Report CR-WF3-2007-0766 March 14, 2007: Operability evaluation addressing steam generator Number 1 atmosphere dump valve stroke time less than minimum allowable as described in Condition Report CR-WF3-2007-0905 March 26, 2007: Operability evaluation addressing emergency diesel generator Train B slow down during the cooldown cycle as described in Condition Report CR-WF3-2007-1039",103,293,819,ML071350662.txt,U,U
Ã¥Ã¡,105,0,1,ML071350662.txt,U,U
Ã¥Ã¡,107,0,1,ML071350662.txt,U,U
Documents reviewed by the inspectors are listed in the attachment.,109,0,66,ML071350662.txt,U,U
The inspectors completed three samples.,109,66,105,ML071350662.txt,U,U
b.,109,105,107,ML071350662.txt,U,U
Findings No findings of significance were identified.,109,107,160,ML071350662.txt,U,U
1R19 Postmaintenance Testing (71111.19) a.,109,160,202,ML071350662.txt,U,U
Inspection Scope The inspectors selected the five postmaintenance test activities of risk significant systems or components listed below.,109,202,339,ML071350662.txt,U,U
"For each item, the inspectors: (1) reviewed the applicable licensing basis and/or design-basis documents to determine the safety functions; (2) evaluated the safety functions that may have been effected by the maintenance activity; and (3) reviewed the test procedure to ensure it adequately tested the safety function that may have been affected.",109,339,686,ML071350662.txt,U,U
"The inspectors either witnessed or reviewed test data to verify that acceptance criteria were met, plant impacts were evaluated, test equipment was calibrated, procedures were followed, jumpers were properly controlled, the test data results were complete and accurate, the test equipment was removed, the system was properly realigned, and deficiencies during testing were documented.",109,686,1071,ML071350662.txt,U,U
The inspectors also reviewed the Final Safety Analysis Report to determine if the licensee identified and corrected problems related to postmaintenance testing.,109,1071,1231,ML071350662.txt,U,U
"Ã¥Ã¡ Ã¥Ã¡ December 29, 2006: Emergent maintenance for main feedwater Pump B governor control cabinet January 10, 2007: Emergent maintenance on reactor auxiliary building controlled ventilation area Train A -13Enclosure",109,1231,1443,ML071350662.txt,U,U
Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡,111,0,6,ML071350662.txt,U,U
"February 21, 2007: Corrective maintenance on dry cooling tower Train A fan sequencer February 22, 2007: Corrective maintenance on dry cooling tower Train B fan sequencer March 1, 2007: Corrective maintenance on containment atmospheric purge Valve CAP-204",113,0,254,ML071350662.txt,U,U
Documents reviewed by the inspectors are listed in the attachment.,115,0,66,ML071350662.txt,U,U
The inspectors completed five samples.,115,66,104,ML071350662.txt,U,U
b.,115,104,106,ML071350662.txt,U,U
Findings No findings of significance were identified.,115,106,159,ML071350662.txt,U,U
1R22 Surveillance Testing (71111.22) a.,115,159,198,ML071350662.txt,U,U
"Inspection Scope The inspectors reviewed the Final Safety Analysis Report, procedure requirements, and Technical Specifications to ensure that the five surveillance activities listed below demonstrated that the structures, systems, and components tested were capable of performing their intended safety functions.",115,198,511,ML071350662.txt,U,U
"The inspectors either witnessed or reviewed test data to verify that the following significant surveillance test attributes were adequate: (1) preconditioning; (2) evaluation of testing impact on the plant; (3) acceptance criteria; (4) test equipment; (5) procedures; (6) jumper/lifted lead controls; (7) test data; (8) testing frequency and method demonstrated Technical Specification operability; (9) test equipment removal; (10) restoration of plant systems; (11) fulfillment of ASME Code requirements; (12) updating of performance indicator data; (13) engineering evaluations, root causes, and bases for returning tested structures, systems, and components not meeting the test acceptance criteria were correct; (14) reference setting data; (15) annunciators and alarms setpoints; and (16) reactor coolant pressure boundary leakage instrumentation requirements, checks and controls.",115,511,1397,ML071350662.txt,U,U
The inspectors also verified that the licensee identified and implemented any needed corrective actions associated with the surveillance testing.,115,1397,1542,ML071350662.txt,U,U
"Ã¥Ã¡ February 12, 2007: Operating Procedure OP-903-068, ""Emergency Diesel Generator,"" Revision 14.",115,1542,1637,ML071350662.txt,U,U
This monthly test verified operability of emergency diesel generator Train A to satisfy Technical Specification requirements.,115,1637,1762,ML071350662.txt,U,U
"February 14, 2007: Surveillance Procedure STA-001-002, ""Containment Purge Valve Leakage Test,"" Revision 3, Change 3.",115,1762,1878,ML071350662.txt,U,U
This test verified leakage past containment isolation valves are within acceptable limits.,115,1878,1968,ML071350662.txt,U,U
Ã¥Ã¡,117,0,1,ML071350662.txt,U,U
-14-,119,0,4,ML071350662.txt,U,U
Enclosure,121,0,9,ML071350662.txt,U,U
Ã¥Ã¡,123,0,2,ML071350662.txt,U,U
"March 7, 2007: Surveillance Procedure OP-903-118, ""Primary Auxiliaries Quarterly IST Valve Test,"" Revision 10, Section 7.4.",125,0,123,ML071350662.txt,U,U
This test verified acceptable stroke times for component cooling water Train A valves.,125,123,209,ML071350662.txt,U,U
"March 8, 2007: Surveillance Procedure OP-903-050, ""Component Cooling Water and Auxiliary Component Cooling Water Pump and Valve Operability Test,"" Revision 18.",125,209,368,ML071350662.txt,U,U
"This test verified operability of auxiliary component cooling water Pump A. April 4, 2007: Surveillance Procedure OP-903-024, ""Reactor Coolant System Water Inventory Balance,"" Revision 17.",125,368,556,ML071350662.txt,U,U
This surveillance determined the quantity of identified and unidentified leakage from the reactor coolant system during plant steady state operations.,125,556,706,ML071350662.txt,U,U
Ã¥Ã¡,127,0,1,ML071350662.txt,U,U
Ã¥Ã¡,129,0,1,ML071350662.txt,U,U
Documents reviewed by the inspectors are listed in the attachment.,131,0,66,ML071350662.txt,U,U
The inspectors completed five samples.,131,66,104,ML071350662.txt,U,U
b.,131,104,106,ML071350662.txt,U,U
Findings No findings of significance were identified.,131,106,159,ML071350662.txt,U,U
Cornerstone: Emergency Preparedness (EP) 1EP6 Drill Evaluation (71114.06) a.,131,159,235,ML071350662.txt,U,U
"Inspection Scope For the one drill listed below and simulator-based training evolution contributing to Drill/Exercise Performance and Emergency Response Organization Performance Indicators, the inspectors: (1) observed the training evolution to identify any weaknesses and deficiencies in classification, notification, and Protective Action Requirements development activities; (2) compared the identified weaknesses and deficiencies against licensee-identified findings to determine whether the licensee is properly identifying failures; and (3) determined whether licensee performance is in accordance with the guidance of the NEI 99-02, ""Voluntary Submission of Performance Indicator Data,"" acceptance criteria.",131,235,949,ML071350662.txt,U,U
"Ã¥Ã¡ April 2, 2007: The simulator-based drill involved multiple equipment failures, including failure of pressurizer pressure and level instruments, and a main turbine trip without an automatic reactor trip, resulting in an anticipated transient without scram.",131,949,1206,ML071350662.txt,U,U
"This resulted in an alert due to reactor coolant system leakage greater than available charging pump capacity, as well as a failure of the reactor protection system to automatically trip the reactor when a setpoint had been exceeded.",131,1206,1439,ML071350662.txt,U,U
Documents reviewed by the inspectors included:,133,0,46,ML071350662.txt,U,U
-15-,135,0,4,ML071350662.txt,U,U
Enclosure,137,0,9,ML071350662.txt,U,U
Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡ Ã¥Ã¡,139,0,12,ML071350662.txt,U,U
"Simulator Scenario Number E-47 list of events and event objectives Operating Procedure OP-902-000, ""Standard Post Trip Actions,"" Revision 10 Operating Procedure OP-902-002, ""Loss of Coolant Accident Recovery Procedure,"" Revision 11 Emergency Planning Procedure EP-001-001, ""Recognition and Classification of Emergency Conditions,"" Revision 21 Operating Procedure OP-901-201, ""Steam Generator Level Control System Malfunction,"" Revision 3 Operating Procedure OP-901-110, ""Pressurizer Level Control Malfunction,"" Revision 4",141,0,521,ML071350662.txt,U,U
The inspectors completed one simulator-based drill sample.,143,0,58,ML071350662.txt,U,U
b.,143,58,60,ML071350662.txt,U,U
Findings No findings of significance were identified.,143,60,113,ML071350662.txt,U,U
4,143,113,115,ML071350662.txt,U,U
OTHER ACTIVITIES (OA),143,115,136,ML071350662.txt,U,U
4OA1 Performance Indicator Verification (71151) Cornerstone: Initiating Events a.,145,0,81,ML071350662.txt,U,U
Inspection Scope The inspectors sampled licensee submittals for the three performance indicators listed below for the period April 2005 through December 2006.,145,81,239,ML071350662.txt,U,U
"The definitions and guidance of Nuclear Energy Institute 99-02, ""Regulatory Assessment Indicator Guideline,"" Revision 4, were used to verify the licensee's basis for reporting each data element in order to verify the accuracy of performance indicator data reported during the assessment period.",145,239,533,ML071350662.txt,U,U
"The inspectors reviewed licensee event reports, monthly operating reports, and operating logs as part of the assessment.",145,533,653,ML071350662.txt,U,U
"Licensee performance indicator data were also reviewed against the requirements of Procedure EN-LI-114, ""Performance Indicator Process,"" Revision 2.",145,653,801,ML071350662.txt,U,U
"C C C b. Unplanned Scrams Per 7,000 Critical Hours Unplanned Scrams With Loss Of Normal Heat Removal Unplanned Power Changes Per 7,000 Critical Hours",145,801,950,ML071350662.txt,U,U
Findings No findings of significance were identified.,147,0,53,ML071350662.txt,U,U
-16-,149,0,4,ML071350662.txt,U,U
Enclosure,151,0,9,ML071350662.txt,U,U
4OA2 Identification and Resolution of Problems (71152) .1 a.,153,0,61,ML071350662.txt,U,U
Routine Review of Identification and Resolution of Problems Inspection Scope The inspectors performed a daily screening of items entered into the licensee's corrective action program.,153,61,244,ML071350662.txt,U,U
This assessment was accomplished by reviewing condition reports and event trend reports and attending daily operational meetings.,153,244,373,ML071350662.txt,U,U
"The inspectors: (1) verified that equipment, human performance, and program issues were being identified by the licensee at an appropriate threshold and that the issues were entered into the corrective action program; (2) verified that corrective actions were commensurate with the significance of the issue; and (3) identified conditions that might warrant additional follow-up through other baseline inspection procedures.",153,373,797,ML071350662.txt,U,U
b.,153,797,799,ML071350662.txt,U,U
Findings No findings of significance were identified.,153,799,852,ML071350662.txt,U,U
.2 a.,153,852,857,ML071350662.txt,U,U
"Selected Issue Follow-up Inspection Inspection Scope In addition to the routine review, the inspectors selected the one issue, listed below, for a more in-depth review.",153,857,1025,ML071350662.txt,U,U
"The inspectors considered the following during the review of the licensee's actions: (1) complete and accurate identification of the problem in a timely manner; (2) evaluation and disposition of operability/reportability issues; (3) consideration of extent of condition, generic implications, common cause, and previous occurrences; (4) classification and prioritization of the resolution of the problem; (5) identification of root and contributing causes of the problem; (6) identification of corrective actions; and (7) completion of corrective actions in a timely manner.",153,1025,1599,ML071350662.txt,U,U
"Ã¥Ã¡ March 30, 2007: Essential chiller cycle timer failures",153,1599,1655,ML071350662.txt,U,U
Documents reviewed by the inspectors are listed in the attachment.,155,0,66,ML071350662.txt,U,U
The inspectors completed one sample.,155,66,102,ML071350662.txt,U,U
b.,155,102,104,ML071350662.txt,U,U
Findings No findings of significance were identified.,155,104,157,ML071350662.txt,U,U
-17-,157,0,4,ML071350662.txt,U,U
Enclosure,159,0,9,ML071350662.txt,U,U
4OA5 Other Activities (Closed) Unresolved Item 05000382/2006008-02: Failure to Ensure that Written Procedures Adequately Incorporate Regulatory Requirements and Design Basis Introduction.,161,0,188,ML071350662.txt,U,U
The inspectors identified a finding of very low safety significance for the failure to ensure that the design basis for the dry cooling tower diesel-driven sump pumps was properly implemented.,161,188,380,ML071350662.txt,D,D
This failure resulted in storing the Train B dry cooling tower diesel-driven sump pump near nonseismic equipment which could fall and damage the pump during an operating-basis earthquake.,161,380,567,ML071350662.txt,D,D
The dry cooling tower diesel-driven sump pumps are equipment important to safety that are required to protect the ultimate heat sink during a standard project storm coincident with an operating-basis earthquake.,161,567,778,ML071350662.txt,U,U
Description.,161,778,790,ML071350662.txt,U,U
The inspectors identified that the licensee had inappropriately located the Train B diesel-driven ultimate heat sink sump pumps near non-seismically qualified piping.,161,790,956,ML071350662.txt,O,O
The inspectors were concerned that the piping could fall and damage the pump during an operating-basis earthquake.,161,956,1070,ML071350662.txt,U,U
The failure to locate the pump in a location free from potentially seismic induced damage was inconsistent with the Final Safety Analysis Report.,161,1070,1215,ML071350662.txt,"O,P",O
"Section 2.4.2.3.4, ""Effects of Standard Project Storm on Cooling Tower Areas,"" credits the diesel driven pump for protecting vital equipment during a standard project storm coincident with an operating-basis earthquake.",161,1215,1434,ML071350662.txt,U,U
"Contrary to this commitment, the diesel driven pumps were located directly under non-seismic category I piping.",161,1434,1545,ML071350662.txt,U,U
"In response to the inspectors' concerns, the licensee performed a seismic analysis and determined that the non-seismic piping would not fall during an operating basis earthquake.",161,1545,1723,ML071350662.txt,O,O
Analysis.,161,1723,1732,ML071350662.txt,U,U
"The finding was greater than minor because it affected the mitigating systems cornerstone objective (design control attribute) to assure the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",161,1732,1996,ML071350662.txt,O,U
"Using the Phase 1 worksheet in Manual Chapter 0609, ""Significance Determination Process,"" the inspectors determined that this finding was of very low safety significance because the finding was a design deficiency that was confirmed not to result in a loss of operability per ""Part 9900, Technical Guidance, Operability Determination Process for Operability and Functional Assessment.""",161,1996,2381,ML071350662.txt,U,U
The inspectors determined the cause of this finding was not related to a crosscutting element because the performance deficiency does not reflect current operating performance.,161,2381,2557,ML071350662.txt,U,U
Enforcement.,161,2557,2569,ML071350662.txt,U,U
This finding was associated with non-safety related equipment and no violation of NRC requirements occurred.,161,2569,2677,ML071350662.txt,U,U
"The finding has been entered into the licensee's corrective action program as Condition Report CR-WF3-2007-0824 (FIN 05000382/2007002-02, Dry Cooling Tower Sump Pump Design Bases Change).",161,2677,2864,ML071350662.txt,U,U
-18-,163,0,4,ML071350662.txt,U,U
Enclosure,165,0,9,ML071350662.txt,U,U
"4OA6 Meetings, Including Exit On March 8, 2007, the operations inspector discussed the licensed operator requalification program inspection results with Mr. Al Dodds, Operations Manager, and other members of the licensee's staff.",167,0,230,ML071350662.txt,U,U
"On March 9, 2007, a reactor inspector presented the triennial maintenance rule inspection results to Mr. K. Walsh, Vice President, Operations, and other members of the licensee's staff.",167,230,415,ML071350662.txt,U,U
"On April 5, 2007, the resident inspectors presented the inspection results to Mr. K. Walsh and other members of licensee management.",167,415,547,ML071350662.txt,U,U
For each exit meeting the licensee acknowledged the findings presented.,167,547,618,ML071350662.txt,U,U
"In addition, the inspectors asked the licensee whether any materials examined during the inspection should be considered proprietary.",167,618,751,ML071350662.txt,U,U
No proprietary information was identified.,167,751,793,ML071350662.txt,U,U
4OA7 Licensee Identified Violations The following violation of very low safety significance (Green) was identified by the licensee and is a violation of NRC requirements.,167,793,963,ML071350662.txt,U,U
"This violation meets the criteria of Section VI of the NRC Enforcement Policy, NUREG-16000, for being dispositioned as a licensee identified noncited violation.",167,963,1123,ML071350662.txt,U,U
"Ã¥Ã¡ The licensee identified that maintenance craftsmen had failed to follow a loop calibration procedure for the Train A reactor auxiliary building controlled ventilation system on January 8, 2007.",167,1123,1318,ML071350662.txt,P,T
"Consequently, the train was rendered inoperable until January 10, 2007, when it failed to run during a surveillance.",167,1318,1434,ML071350662.txt,U,U
The failure to follow procedures was a violation of Technical Specification 6.8.1.a.,167,1434,1518,ML071350662.txt,"T,P",T
It was licensee identified because it was found during licensee initiated surveillance activities.,167,1518,1616,ML071350662.txt,U,U
ATTACHMENT: SUPPLEMENTAL INFORMATION,169,0,36,ML071350662.txt,U,U
-19-,171,0,4,ML071350662.txt,U,U
Enclosure,173,0,9,ML071350662.txt,U,U
"SUPPLEMENTAL INFORMATION KEY POINTS OF CONTACT Licensee Personnel S. Anders, Superintendent, Plant Security E. Brauner, Supervisor, System Engineering H. Brodt, Engineer, Probabilistic Safety Assessment K. Cook, Director, Nuclear Safety Assurance R. Dodds, General Manager, Plant Operations (Acting) C. Fugate, Manager, Operations (Acting) T. Gaudet, Director, Planning and Scheduling J. Holman, Manager, Safety and Engineering Analysis R. Jones, Simulator Support Supervisor M. Mason, Technical Specialist, Licensing M. Mills, Training Manager B. Morrison, Maintenance Rule Coordinator R. Murillo, Manager, Licensing A. Pilutti, Manager, Radiation Protection O. Pipkins, Senior Licensing Engineer R. Putnam, Manager, Programs and Components G. Scott, Licensing Engineer K. Walsh, Vice President, Operations B. Williams, Director, Engineering ITEMS OPENED, CLOSED, AND DISCUSSED Opened and Closed 05000382/2007002-01 05000382/2007002-02 NCV FIN Failure to Translate Design Basis into Drawings (Section 1R12) Failure to Ensure that Written Procedures Adequately Incorporate Regulatory Requirements and Design Basis (Section 4OA5)",175,0,1129,ML071350662.txt,U,U
Closed 05000382/2006008-02 URI Failure to Ensure that Written Procedures Adequately Incorporate Regulatory Requirements and Design Basis (Section 4OA5),177,0,151,ML071350662.txt,U,U
A-1,179,0,3,ML071350662.txt,U,U
Attachment,181,0,10,ML071350662.txt,U,U
LIST OF DOCUMENTS REVIEWED Section 1R04: Equipment Alignment (71111.04) Procedures Number OP-002-003 OP-009-002 OP-002-001 Title Component Cooling Water System Emergency Diesel Generator Auxiliary Component Cooling Water System Revision Revision 14 Revision 19 Revision 13,183,0,273,ML071350662.txt,U,U
"Miscellaneous Documents Final Safety Analysis Report Flow Diagram - Component Cooling Water System, G160, Sheet 2, Rev.",185,0,119,ML071350662.txt,U,U
48 Section 1R05: Fire Protection (71111.05) Procedure NUMBER Administrative Procedure UNT-005-013 Operating Procedure 009-004 Maintenance Procedure MM007-010 Administrative Procedure UNT-005-013 Fire Protection Procedure FP001-015 Fire Protection Procedure FP001-017 Training Manual Procedure NTP-202 TITLE Fire Protection Program Fire Protection Fire Extinguisher Inspection and Extinguisher Replacement Fire Protection Program Fire Protection System Impairments Transient Combustibles REVISION 9 11-8 13,185,119,624,ML071350662.txt,U,U
9 17,187,0,4,ML071350662.txt,U,U
19,189,0,2,ML071350662.txt,U,U
Fire Protection Training,191,0,24,ML071350662.txt,U,U
4-Nov,193,0,4,ML071350662.txt,U,U
A-2,195,0,3,ML071350662.txt,U,U
Attachment,197,0,10,ML071350662.txt,U,U
Section 1R11: Licensed Operator Requalification (71111.11B) EN-TQ-202 Rev.,199,0,75,ML071350662.txt,U,U
"3 ""Simulator Configuration Control"" EN-TQ-202 Rev 0.",199,75,127,ML071350662.txt,U,U
"Attachment 9.7 ""Scenario Based Testing Checklist"" TDG-SIM-016 Rev.",199,127,193,ML071350662.txt,U,U
"7 ""Configuration Management Training Desk Guide"" WSIM-DIR-002-CORE RELOAD Rev.",199,193,271,ML071350662.txt,U,U
"0.0 ""Simulator Core Reload Acceptance Test"" WSIM-DIR-003-ANNUAL TESTS Rev.",199,271,345,ML071350662.txt,U,U
"3.0 ""Simulator Annual Performance Tests"" DG-TRNW-001 Rev.",199,345,402,ML071350662.txt,U,U
"13 ""Operations Training Simulator Desk Guide"" Simulator Scenario for Loss of Coolant Accident with Loss of Off-Site Power, P-96, Rev.",199,402,535,ML071350662.txt,U,U
"1 Simulator Scenario for Steam Generator Tube Leak, P-95, Rev.",199,535,597,ML071350662.txt,U,U
"1 Open Simulator discrepancy report (all) Closed Simulator discrepancy report from January 2005 thru January, 2007 Annual Operability Test packages a.",199,597,747,ML071350662.txt,U,U
"Steady state power test (100%, 78%, 47%) b. Transients Reviewed (All 10) c. Core test package for cycle 15 Simulator versus Plant differences list and draft lesson plan Work package closeout and post-test for simulator DR # 06-0032, EDG ""B"" train trip on the 2 hour load test Waterford Simulator Training Performance Indicators from February 2006 thru January 2007 Section 1R12: Maintenance Effectiveness (71111.12) Routine Maintenance Effectiveness Inspection Procedures Number DC-121 NUMARC 93-01 Title Maintenance Rule Industry Guideline for Monitoring the Effectiveness of Maintenance at Nuclear Power Plants Revision 1 3",199,747,1372,ML071350662.txt,U,U
A-3,201,0,3,ML071350662.txt,U,U
Attachment,203,0,10,ML071350662.txt,U,U
Miscellaneous Documents Engineering Report W-SE2005-001 Condition Reports CR-WF3-2005-1104 CR-WF3-2005-1283 CR-WF3-2005-1618 CR-WF3-2005-1630 CR-WF3-2005-2021 CR-WF3-2005-2944 CR-WF3-2005-4872 CR-WF3-2005-4923 CR-WF3-2006-0197 CR-WF3-2006-0947 CR-WF3-2006-1198 CR-WF3-2006-1249 CR-WF3-2006-1597 CR-WF3-2006-2079 CR-WF3-2006-2418 CR-WF3-2006-2506 CR-WF3-2006-2537 CR-WF3-2006-2842 CR-WF3-2006-2914 CR-WF3-2006-4070 CR-WF3-2006-4277 CR-WF3-2006-4455 CR-WF3-2007-0006 CR-WF3-2007-0158 Waterford 3 Maintenance Rule Periodic (a)(3) Assessment 0,205,0,540,ML071350662.txt,U,U
Triennial Maintenance Effectiveness Procedures Number CE-P-05.01 CE-P-05.07 CIV-A-002 ENS-DC-121 NOECP-402 OP-901-521 Title Probabilistic Safety Analysis (PSA) Model Maintenance Procedure Data Analysis for At-Power PSA Models Maintenance Rule Structural Monitoring at Waterford 3 Maintenance Rule NPIS Common Foundation Basemat Integrity Check Severe Weather and Flooding Revision 5 1 1 4 2-5 4,207,0,394,ML071350662.txt,U,U
Section 1R13: Maintenance Risk Assessments and Emergent Work Control (71111.13) Procedures: NUMBER Administrative Procedure OI-037-000 TITLE Operations Risk Assessment Guideline REVISION 2,209,0,188,ML071350662.txt,U,U
A-4,211,0,3,ML071350662.txt,U,U
Attachment,213,0,10,ML071350662.txt,U,U
Miscellaneous Documents NUMBER OP-903-127 TITLE/SUBJECT Reactor Trip Circuit Breaker Post Maintenance Test REVISION 3,215,0,118,ML071350662.txt,U,U
"Drawings Number B-289, Sheet 90 B-289, Sheet 91 B-289, Sheet 93 B-289, Sheet 94 G-173, Sheet 3 G-499, Sheet 6 G-874, Sheet 1 Condition Reports CR-WF3-2004-02978 CR-WF3-2004-03626 CR-WF3-2005-00099 CR-WF3-2005-02558 CR-WF3-2005-03826 CR-WF3-2005-04598 CR-WF3-2005-04716 CR-WF3-2005-04992 CR-WF3-2006-00006 CR-WF3-2006-00884 CR-WF3-2006-00959 CR-WF3-2006-02489 CR-WF3-2006-02762 CR-WF3-2006-04534 CR-WF3-2006-04650 CR-WF3-2007-00177 CR-WF3-2007-00178 CR-WF3-2007-00270 CR-WF3-2007-00818 CR-WF3-2007-00824 CR-WF3-2007-00830 CR-WF3-2007-00831 CR-WF3-2007-00840 CR-WF3-2007-00936 Title Power Distribution and Motor Data 480V MCC 3A315-S One Line Diagram Power Distribution and Motor Data 480V MCC 3A315-S One Line Diagram Power Distribution and Motor Data 480V MCC 3B315-S One Line Diagram Power Distribution and Motor Data 480V MCC 3B315-S One Line Diagram Flow Diagram, Sump Pump System Common Foundation Structure, Masonry Fuel Handling Building, Plan El.",217,0,953,ML071350662.txt,U,U
-34.75' Revision 8 10 8 9 13 6 11,217,953,986,ML071350662.txt,U,U
A-5,219,0,3,ML071350662.txt,U,U
Attachment,221,0,10,ML071350662.txt,U,U
"Miscellaneous Calculation EC-M99-010, Revision 0-2 LO-WLO-2007-00031, ""Maintenance Rule Assessment,"" dated February 15, 2007 Maintenance Rule Tables for Waterford 3 Steam Electric Station NUMAR 93-01, ""Industry Guideline for Monitoring the Effectiveness of Maintenance at Nuclear Power Plants,"" Revision 2 Southwest Research Institute Report, ""Failure Analysis of Automatic Timing and Controls Cycle Timers,"" dated February 14, 2007 (draft) W-CS-2003-001-00, ""Maintenance Rule Walkdown for Evaluation of Structures,"", Revision 0 Waterford Steam Electric Station Unit 3 Final Safety Analysis Report, Revision 14B Section 1R15: Operability Evaluations (71111.15) Procedures: NUMBER EN-OP-104 OP-035-000 Condition Reports CR-WF3-2007-1039 CR-WF3-2007-766 CR-WF3-2007-905 TITLE Operability Evaluation Notification Matrix REVISION 1 6",223,0,830,ML071350662.txt,U,U
Section 1R19: Postmaintenance Testing (71111.19) Procedures NUMBER OP-903-052 MI-005-554 TITLE Controlled Ventilation Area System Operability Check Controlled Ventilation Area System Filter Train A/B Inlet Temperature Loop Calibration HVRITS5250A/5255-A or HVRIT5250-B/5255B REVISION 9 6,225,0,287,ML071350662.txt,U,U
A-6,227,0,3,ML071350662.txt,U,U
Attachment,229,0,10,ML071350662.txt,U,U
Procedures NUMBER ENS-MA-114 TITLE Post Maintenance Testing REVISION 5,231,0,71,ML071350662.txt,U,U
Miscellaneous Documents NUMBER CEP-IST-1 Calibration Data Package DWG B425 Condition Reports CR-WF3-2007-0270 CR-WF3-2005-2819 CR-WF3-2005-2821 CR-WF3-2007-123 CR-WF3-2006-4650 TITLE/SUBJECT IST Bases Document HVRIT5250A/5255A HVR-CVAS Filter Train A Temp REVISION 3 0,233,0,268,ML071350662.txt,U,U
"Work Orders 00101429, 01162802, 51049057, 103085 Section 1R22: Surveillance Testing (71111.22) Procedures/Documents NUMBER OI-040-000 ECM94-004 Entergy Letter CNRO2007-0704 OP-903-127 CEP-IST-1 TITLE Reactor Coolant System Leakage Monitoring RCS Inventory Balance Calculation Inspection and Mitigation of Alloy 600/82/182 Reactor Trip Circuit Breaker Post Maintenance Test IST Bases Document 2 0 3 3 REVISION",235,0,408,ML071350662.txt,U,U
A-7,237,0,3,ML071350662.txt,U,U
Attachment,239,0,10,ML071350662.txt,U,U
