text,line,start_pos,end_pos,file,label_Frenard,label_SALLY,label_struck
"Specific procedures reviewed for normal and alternative post-fire shutdown included the following:     SE-1, Remote Shutdown; SE-1-1, Protected Depressurization Control (Long Term Operation); SE-1-2, Protected Power Source; and, SE-1-3, Protected Ventilation Source.",70,392,658,ML13182A476.txt,U,U,U
The team reviewed manual actions to ensure that they had been properly reviewed and approved and that the actions could be implemented in accordance with plant procedures in the time necessary to support the safe shutdown method for each selected fire area.,72,0,257,ML13182A476.txt,U,U,U
The team also reviewed the periodic testing of the alternative shutdown transfer capability and instrumentation and control functions to ensure the tests are adequate to ensure the functionality of the alternative shutdown capability.,72,257,491,ML13182A476.txt,U,U,U
b.,72,491,493,ML13182A476.txt,U,U,U
Findings No findings were identified.,72,493,530,ML13182A476.txt,U,U,U
.06 a.,72,530,536,ML13182A476.txt,U,U,U
Circuit Analysis Inspection Scope The team verified that Exelon performed a post-fire safe shutdown analysis for the selected fire areas and the analysis appropriately identified the SSCs important to achieving and maintaining safe shutdown.,72,536,777,ML13182A476.txt,U,U,U
"Additionally, the team verified that Exelon's analysis ensured that necessary electrical circuits were properly protected and that circuits that could adversely impact safe shutdown due to hot shorts or shorts to ground were identified, evaluated, and dispositioned to ensure spurious actuations would not prevent safe shutdown.",72,777,1105,ML13182A476.txt,U,U,U
"The team's review considered fire and cable attributes, cable routing, potential undesirable consequences and common power supply/bus concerns.",72,1105,1248,ML13182A476.txt,U,U,U
"Specific items included the credibility of the fire threat, cable insulation attributes, cable failure modes, and actuations resulting in flow diversion or loss of coolant events.",72,1248,1427,ML13182A476.txt,U,U,U
The team also reviewed cable raceway drawings and/or cable routing databases for a sample of components required for post-fire safe shutdown to verify that cables were routed as described in the safe-shutdown analysis.,72,1427,1645,ML13182A476.txt,U,U,U
"The team also reviewed equipment important to safe shutdown, but not part of the success path, to verify that Exelon had",72,1645,1765,ML13182A476.txt,U,U,U
Enclosure,74,0,9,ML13182A476.txt,U,U,U
"8 taken appropriate actions in accordance with the design and licensing basis and NRC Regulatory Guide 1.189, Revision 2.",76,0,122,ML13182A476.txt,U,U,U
"Circuit analysis was performed for the following components:          0BP548, ESW Pump B 10A11605, 4KV Breaker for D124 480V Safeguard Load Center Transformer 1BP202, 1B RHR Pump HV-51-1F004B, RHR Pump suction from suppression chamber HV-51-1F008, Shutdown Cooling Isolation Valve HV-51-2F016B, Drywell Spray Line Outboard Containment Isolation Valve HV-55-2F002, Steam Supply Line Inboard Containment Isolation Valve LI-55-141, RSP Suppression Pool Level PI-42-1R011, RSP Reactor Pressure Indicator",76,122,621,ML13182A476.txt,U,U,U
The team reviewed a sample of circuit breaker coordination studies to ensure equipment needed to conduct post-fire safe shutdown activities would not be impacted due to a lack of coordination that could result in a common power supply or common bus concern.,78,0,257,ML13182A476.txt,U,U,U
"The team verified that the transfer of control from the control room to the alternative shutdown location(s) would not be affected by fire-induced circuit faults (e.g., by the provision of separate fuses and power supplies for alternative shutdown control circuits).",78,257,523,ML13182A476.txt,U,U,U
b.,78,523,525,ML13182A476.txt,U,U,U
Findings Introduction: The team identified a finding of very low safety significance (Green) for the failure to establish a preventive maintenance strategy for fire safe shutdown transfer/isolation switches.,78,525,732,ML13182A476.txt,O,U,O
"As a result, Exelon failed to ensure that the local control circuits for several 4KV breakers would be isolated from the effects of fire damage.",78,732,876,ML13182A476.txt,O,O,O
"Description: Branch Technical Position BTP 9.5-1, ""Guidelines for Fire Protection for Nuclear Power Plants,"" Position C.5.b.",78,876,1000,ML13182A476.txt,U,U,U
"(1)(a) states ""Fire Protection features should be provided ... limiting fire damage so that: (a) One train of system necessary to achieve and maintain hot shutdown conditions from either control room or emergency control station(s) is free of fire damage.""",78,1000,1256,ML13182A476.txt,U,U,U
"For certain fire scenarios, Exelon credits transfer/isolation switches at the 4KV safeguard buses to ensure one safe shutdown train remains free of fire damage.",78,1256,1416,ML13182A476.txt,U,U,U
"The inspectors noted that in the event of fire in the Auxiliary Equipment Room, breakers for 4KV safeguard bus D12 are locally operated at the 4KV bus as directed by procedure 1FSSG-3025, ""Fire Safe Shutdown Guide Fire Area 025.""",78,1416,1645,ML13182A476.txt,U,U,U
Alignment for local operations of these breakers is accomplished via transfer/isolation switches.,78,1645,1742,ML13182A476.txt,U,U,U
The team requested the maintenance history for transfer/isolation switch 129-11605/CSL at the 4KV breaker in D12 which provides power to the D124 safeguard load center.,78,1742,1910,ML13182A476.txt,U,U,U
The D124 safeguard load center is credited with providing power for support equipment for the Residual Heat Removal system during a fire in the Auxiliary Equipment Room.,78,1910,2079,ML13182A476.txt,U,U,U
The team determined that this switch was not in a maintenance program and had not been tested since Enclosure,78,2079,2188,ML13182A476.txt,U,U,U
9 original installation.,80,0,25,ML13182A476.txt,U,U,U
The inspectors also verified that this switch was not operated or tested as part of routine breaker maintenance.,80,25,137,ML13182A476.txt,T,O,T
Exelon performed an initial extent of condition review and determined that the fire safe shutdown transfer/isolation switches at Limerick are in maintenance programs with the exception of six switches located at 4KV buses.,80,137,359,ML13182A476.txt,U,U,U
"ER-AA-200, Preventive Maintenance Program, requires plant SSCs to be maintained at an appropriate state of reliability based on risk significance.",80,359,505,ML13182A476.txt,U,U,U
"This is accomplished by establishing component classifications, developing Performance Centered Maintenance templates that provide standardized generic preventive maintenance tasks and frequencies, and developing maintenance strategies.",80,505,741,ML13182A476.txt,U,U,U
"According to ER-AA-200, the regulatory consequence of a potential failure of the fire safe shutdown transfer/isolation switches requires that a maintenance strategy be developed for these switches.",80,741,938,ML13182A476.txt,U,U,U
"Because these switches were not in the maintenance program, there was no maintenance strategy developed for them so no periodic testing was assigned to the switches.",80,938,1103,ML13182A476.txt,O,O,O
"By not testing these switches, there are failure mechanisms that are not monitored, such as a deck of contacts failing to rotate properly.",80,1103,1241,ML13182A476.txt,T,T,T
"In response to this issue, Exelon generated IR 01515025, and initiated actions to evaluate the switches and implement appropriate maintenance programs.",80,1241,1392,ML13182A476.txt,U,U,U
"Based on recent modifications to two emergency diesel generator (EDG) output breakers which successfully tested switches of the same design and age, Exelon determined that there was a reasonable expectation of functionality for the remaining six switches.",80,1392,1647,ML13182A476.txt,U,U,U
The inspectors reviewed Exelon's initial extent of condition and functionality determination and agreed with the conclusions.,80,1647,1772,ML13182A476.txt,U,U,U
Analysis: The failure to establish a preventive maintenance strategy for safe shutdown transfer/isolation switches was a performance deficiency that was reasonably within Exelon's ability to foresee and prevent.,80,1772,1983,ML13182A476.txt,O,O,O
"Specifically, Exelon failed to meet the requirements of its Preventive Maintenance Program as documented in procedure ERAA-200.",80,1983,2110,ML13182A476.txt,"O, P",O,"O, P"
"This performance deficiency was more than minor because it was associated with the protection against external factors (fire) attribute of the mitigating systems cornerstone and affected the cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",80,2110,2462,ML13182A476.txt,U,O,U
"Specifically, by failing to establish a preventive maintenance strategy for fire safe shutdown transfer/isolation switches, Exelon did not ensure that the local control circuits for several 4KV breakers would be isolated from the effects of fire damage.",80,2462,2715,ML13182A476.txt,O,O,O
"The team determined that the finding was of very low safety significance (Green) based on IMC 0609, Appendix F, ""Fire Protection Significance Determination Process,"" task number 1.3.1 because Exelon had demonstrated a reasonable expectation of functionality for these switches by recently testing comparable switches.",80,2715,3032,ML13182A476.txt,U,U,U
The finding did not have a cross-cutting aspect because it was not indicative of current performance.,80,3032,3133,ML13182A476.txt,U,U,U
The failure to assign a maintenance strategy to these switches occurred more than three years ago.,80,3133,3231,ML13182A476.txt,U,U,U
Enclosure,82,0,9,ML13182A476.txt,U,U,U
10 Enforcement: This finding does not involve enforcement action because no violation of a regulatory requirement was identified.,84,0,130,ML13182A476.txt,U,U,U
Exelon entered this performance deficiency into the CAP (IR 01515025).,84,130,200,ML13182A476.txt,U,U,U
"Because this finding does not involve a violation and is of very low safety significance (Green), it is identified as FIN 05000352, 353/2013007-02, Failure to Establish Preventive Maintenance for Safe Shutdown Transfer/Isolation Switches.",84,200,438,ML13182A476.txt,U,U,U
.07 a.,84,438,444,ML13182A476.txt,U,U,U
"Communications Inspection Scope The team reviewed safe shutdown procedures, the safe shutdown analysis, and associated documents to verify an adequate method of communications would be available to plant operators following a fire.",84,444,675,ML13182A476.txt,U,U,U
"During this review the team considered the effects of ambient noise levels, clarity of reception, reliability, and coverage patterns.",84,675,808,ML13182A476.txt,U,U,U
The team also inspected the designated emergency storage lockers to verify the availability of portable radios for the fire brigade and for plant operators.,84,808,964,ML13182A476.txt,U,U,U
The team also verified that communications equipment such as repeaters and transmitters would not be affected by a fire.,84,964,1084,ML13182A476.txt,U,U,U
b.,84,1084,1086,ML13182A476.txt,U,U,U
Findings No findings were identified.,84,1086,1123,ML13182A476.txt,U,U,U
.08 a.,84,1123,1129,ML13182A476.txt,U,U,U
Emergency Lighting Inspection Scope The team observed the placement and coverage area of eight-hour emergency lights throughout the selected fire areas to evaluate their adequacy for illuminating access and egress pathways and any equipment requiring local operation or instrumentation monitoring for post-fire safe shutdown.,84,1129,1454,ML13182A476.txt,U,U,U
The team also verified that the battery power supplies were rated for at least an eight-hour capacity.,84,1454,1556,ML13182A476.txt,U,U,U
"Preventive maintenance procedures, the vendor manual, completed surveillance tests, and battery replacement practices were also reviewed to verify that the emergency lighting was being maintained consistent with the manufacturer's recommendations and in a manner that would ensure reliable operation.",84,1556,1856,ML13182A476.txt,U,U,U
b.,84,1856,1858,ML13182A476.txt,U,U,U
Findings No findings were identified.,84,1858,1895,ML13182A476.txt,U,U,U
Enclosure,86,0,9,ML13182A476.txt,U,U,U
11 .09 a.,88,0,10,ML13182A476.txt,U,U,U
"Cold Shutdown Repairs Inspection Scope The team verified that Exelon had dedicated repair procedures, equipment, and materials to accomplish repairs of components required for cold shutdown which might be damaged by the fire to ensure cold shutdown could be achieved within the time frames specified in their design and licensing bases.",88,10,346,ML13182A476.txt,U,U,U
"The team verified that the repair equipment, components, tools, and materials (e.g., pre-cut cables with prepared attachment lugs) were available and accessible on site.",88,346,515,ML13182A476.txt,U,U,U
b.,88,515,517,ML13182A476.txt,U,U,U
Findings No findings were identified.,88,517,554,ML13182A476.txt,U,U,U
".10 a. Compensatory Measures Inspection Scope The team verified that compensatory measures were in place for out-of-service, degraded or inoperable fire protection and post-fire safe shutdown equipment, systems, or features (e.g., detection and suppression systems and equipment, passive fire barriers, or pumps, valves or electrical devices providing safe shutdown functions or capabilities).",88,554,947,ML13182A476.txt,U,U,U
The team also verified that the short term compensatory measures compensated for the degraded function or feature until appropriate corrective action could be taken and that Exelon was effective in returning the equipment to service in a reasonable period of time.,88,947,1211,ML13182A476.txt,U,U,U
b.,88,1211,1213,ML13182A476.txt,U,U,U
Findings No findings were identified.,88,1213,1250,ML13182A476.txt,U,U,U
.11 a.,88,1250,1256,ML13182A476.txt,U,U,U
Fire Protection Program Changes Inspection Scope The team reviewed recent changes to the approved fire protection program to verify that the changes did not constitute an adverse effect on the ability to safely shutdown.,88,1256,1476,ML13182A476.txt,U,U,U
b.,88,1476,1478,ML13182A476.txt,U,U,U
Findings No findings were identified.,88,1478,1515,ML13182A476.txt,U,U,U
Enclosure,90,0,9,ML13182A476.txt,U,U,U
12 .12 a.,92,0,10,ML13182A476.txt,U,U,U
Control of Transient Combustibles and Ignition Sources Inspection Scope The team reviewed Exelon's procedures and programs for the control of ignition sources and transient combustibles to assess their effectiveness in preventing fires and in controlling combustible loading within limits established in the FHA.,92,10,322,ML13182A476.txt,U,U,U
A sample of hot work and transient combustible control permits were also reviewed.,92,322,404,ML13182A476.txt,U,U,U
The team performed plant walkdowns to verify that transient combustibles and ignition sources were being implemented in accordance with the administrative controls.,92,404,568,ML13182A476.txt,U,U,U
b.,92,568,570,ML13182A476.txt,U,U,U
Findings No findings were identified.,92,570,607,ML13182A476.txt,U,U,U
.13 a.,92,607,613,ML13182A476.txt,U,U,U
"Large Fires and Explosions Mitigation Strategies Inspection Scope The team conducted a review of selected mitigation strategies intended to maintain or restore core cooling, containment integrity, and spent fuel pool cooling capabilities under the circumstances associated with the loss of large areas of the plant due to explosions and/or fires.",92,613,959,ML13182A476.txt,U,U,U
The team assessed whether Exelon continued to meet the requirements of 10 CFR 50.54(hh)(2).,92,959,1050,ML13182A476.txt,U,U,U
"The team reviewed the following mitigation strategies:       TSG-4.1, Attachment 1, Internal Spent Fuel Pool Makeup Strategy; TSG-4.1, Attachment 2, External Spent Fuel Pool Makeup Strategy; TSG-4.1, Attachment 3, Spent Fuel Pool Spray Cooling Strategy; TSG-4.1, Attachment 4, External Spent Fuel Pool Spray Cooling Strategy; TSG-4.1, Attachment 8, Local Operation of RCIC without DC Div 1 and Div 3 DC Power; and TSG-4.1, Attachment 10, Alternate Source of DC Power Using Portable Cart (00G973).",92,1050,1546,ML13182A476.txt,U,U,U
The team's review included: a detailed assessment of the procedural guidance; a walkdown of the strategy with trained operators to assess the feasibility of the strategy and operator familiarity; maintenance and surveillance testing of all designated strategy equipment; and an inventory check of strategy equipment to ensure the appropriateness of equipment storage and availability.,94,0,384,ML13182A476.txt,U,U,U
The team also evaluated the adequacy of corrective actions associated with issues identified during previous inspections in this area.,94,384,518,ML13182A476.txt,U,U,U
b.,94,518,520,ML13182A476.txt,U,U,U
Findings No findings were identified.,94,520,557,ML13182A476.txt,U,U,U
Enclosure,94,557,566,ML13182A476.txt,U,U,U
13 4.,96,0,6,ML13182A476.txt,U,U,U
OTHER ACTIVITIES [OA],96,6,27,ML13182A476.txt,U,U,U
"4OA2 Identification and Resolution of Problems .01 a. Corrective Actions for Fire Protection Deficiencies Inspection Scope The team reviewed a sample of condition reports associated with fire protection program and post-fire safe shutdown issues to determine whether Limerick Generating Station was appropriately identifying, characterizing, and correcting problems in these areas, and to assess whether the planned or completed corrective actions were appropriate.",98,0,465,ML13182A476.txt,U,U,U
The condition reports reviewed are listed in the attachment.,98,465,525,ML13182A476.txt,U,U,U
b.,98,525,527,ML13182A476.txt,U,U,U
Findings No findings were identified.,98,527,564,ML13182A476.txt,U,U,U
"4OA3 Follow-up of Events and Notices of Enforcement Discretion (71153 Â­ 1 Sample) .1 (Closed) Licensee Event Report (LER) 05000352/2012-009-00: Unanalyzed Condition Due to a Fire Safe Shutdown Analysis Error On October 3, 2012, Limerick Unit 2 identified that a D22 EDG output breaker control cable could fail due to postulated fire damage in fire area 67W.",98,564,921,ML13182A476.txt,U,U,U
The D22 EDG is credited for fire safe shutdown (FSSD) in area 67W.,98,921,987,ML13182A476.txt,U,U,U
This event was caused by an error during the FSSD Analysis in 1985.,98,987,1054,ML13182A476.txt,U,U,U
"An hourly fire watch was performed for this area until the EDG output breaker was rewired on November 3, 2012.",98,1054,1164,ML13182A476.txt,U,U,U
The enforcement aspects of this issue are discussed in Section 4OA7.,98,1164,1232,ML13182A476.txt,U,U,U
The inspectors did not identify any other issues during the review of the LER.,98,1232,1310,ML13182A476.txt,U,U,U
This LER is closed.,98,1310,1329,ML13182A476.txt,U,U,U
"4OA6 Meetings, Including Exit Exit Meeting Summary The team presented their preliminary inspection results to Mr. D. Lewis, Plant Manager, and other members of the site staff at an exit meeting on May 24, 2013.",98,1329,1539,ML13182A476.txt,U,U,U
No proprietary information was included in this inspection report.,98,1539,1605,ML13182A476.txt,U,U,U
"4OA7 Licensee-Identified Violations The following violation of very low safety significance (Green) was identified by the licensee and is a violation of NRC requirements which meets the criteria of the NRC Enforcement Policy, for being dispositioned as an NCV.",98,1605,1865,ML13182A476.txt,U,U,U
Enclosure,100,0,9,ML13182A476.txt,U,U,U
14  License Condition 2.C.,102,0,27,ML13182A476.txt,U,U,U
"(3) for Limerick Generating Station Unit 1 and Unit 2 states that, ""Exelon Nuclear shall implement and maintain in effect all provisions of the approved Fire Protection Program as described in the UFSAR.""",102,27,231,ML13182A476.txt,U,U,U
"Appendix 9A, Section 9A.3.1.1, Item 72 states, ""Fire damage should be limited so that one train of systems necessary to achieve and maintain hot shutdown conditions .",102,231,397,ML13182A476.txt,U,U,U
.,102,397,398,ML13182A476.txt,U,U,U
.,102,398,399,ML13182A476.txt,U,U,U
"is free of fire damage.""",102,399,423,ML13182A476.txt,U,U,U
"Contrary to the above, until November 3, 2012, the D22 output breaker control circuit would potentially be damaged by a fire in area 67W and the D22 output breaker was credited for safe shutdown in area 67W.",102,423,630,ML13182A476.txt,U,U,U
Exelon entered this issue into the CAP (IR 1422043).,102,630,682,ML13182A476.txt,U,U,U
"The issue was more than minor because it was associated with the protection against external events (fire) attribute of the mitigating systems cornerstone and it adversely affected the cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",102,682,1028,ML13182A476.txt,U,U,U
"The team determined that the finding was of very low safety significance (Green), based on IMC 0609, Appendix F, ""Fire Protection Significance Determination Process (SDP),"" Phase 2 screening, task number 2.3.5 because the cable was routed in conduit predominately through a transient combustible free zone.",102,1028,1334,ML13182A476.txt,U,U,U
"Additionally, the cable was not routed near a credible fire ignition source in the fire area.",102,1334,1427,ML13182A476.txt,U,U,U
ATTACHMENT: SUPPLEMENTAL INFORMATION,104,0,36,ML13182A476.txt,U,U,U
Enclosure,106,0,9,ML13182A476.txt,U,U,U
"A-1 SUPPLEMENTAL INFORMATION KEY POINTS OF CONTACT Licensee Personnel D. Lewis, Plant Manager J. Brittian, Fire Protection Engineer F. Burzynski, Site Fire Marshall M. DiRado, Manager of Engineering Programs B. Gulbrandson, Plant Equipment Operator R. Harding, Regulatory Assurance C. Pragman, Corporate Fire Protection Engineer M. Taylor, Corporate Fire Protection Engineer C. Shimer, ERIN PRA Engineer L. Stanford, Operator Training Instructor J. Thoryk, Fire Protection System Engineer NRC J. Rogge, Chief, Engineering Branch 3, Division of Reactor Safety C. Cahill, Senior Reactor Analyst, Division of Reactor Safety E. DiPaolo, Senior Resident Inspector Site Name, Insert LIST OF ITEMS OPENED, CLOSED, AND DISCUSSED Opened and Closed 05000352,353/2013007-01 05000352,353/2013007-02 NCV NCV Inadequate Fire Brigade Transportation (Section 1R05.03) Failure to Establish Preventive Maintenance for Safe Shutdown Transfer/Isolation Switches (Section 1R05.06)",108,0,960,ML13182A476.txt,U,U,U
Attachment,110,0,10,ML13182A476.txt,U,U,U
"A-2 LIST OF DOCUMENTS REVIEWED Fire Protection Licensing Documents Technical Requirements Manual, Unit 1, Rev.",112,0,111,ML13182A476.txt,U,U,U
"28 Technical Requirements Manual, Unit 2, Rev.",112,111,157,ML13182A476.txt,U,U,U
"27 Limerick Generating Station Units 1 and 2 Fire Protection Evaluation Report, Rev.",112,157,241,ML13182A476.txt,U,U,U
"4 NUREG-0991, SER, Supplement No.",112,241,274,ML13182A476.txt,U,U,U
"2, Limerick Generating Station, Unit 1 and 2 NUREG-0991, SER, Supplement No.",112,274,350,ML13182A476.txt,U,U,U
"4, Limerick Generating Station, Unit 1 and 2 NUREG-0991, SER, Supplement No.",112,350,426,ML13182A476.txt,U,U,U
"8, Limerick Generating Station, Unit 1 and 2 UFSAR Sections 3.3, 3.5, 9.4.6, 9.5.1, 9.5.2, Appendix 9A Unit 1 Technical Specifications, through Amendment 199 Unit 2 Technical Specifications, through Amendment 160 Design Basis Documents L-S-51, Fire Protection System, Rev.",112,426,698,ML13182A476.txt,U,U,U
"6 L-T-10, Fire Safe Shutdown, Rev.",112,698,732,ML13182A476.txt,U,U,U
"11 Design Changes LG-10-00424, Fire Protection Document Inconsistencies, Rev.",112,732,809,ML13182A476.txt,U,U,U
"0 LG-12-00425, EDG Output Breaker Routed through Credited Fire Area, Rev.",112,809,882,ML13182A476.txt,U,U,U
"0 Calculations/Engineering Evaluation Reports 6900E.21, Multiple High Impedance Fault Study, Rev.",112,882,979,ML13182A476.txt,U,U,U
"14 6900E.23, Safeguard 208/120V AC Panel Circuit Breaker Coordination, Rev.",112,979,1054,ML13182A476.txt,U,U,U
"1 A1361986, Review of ELU Battery Replacement Options, ELU Recovery Plan, 11/6/07 A1483451, Create New ELU Battery Replacement PM, 2/19/09 A-E90-VC-00001, Sheet 1, Containment Overpressurization Evaluation, Rev.",112,1054,1265,ML13182A476.txt,U,U,U
"0 F-0SC-198-00052, 748-14, Metal Clad Fire Wall Penetration Barrier Fire Testing, Rev.",112,1265,1351,ML13182A476.txt,U,U,U
"4 F-0SC-198-00060, 1064-10, Silicone Foam Fire Barriers in Gypsum Board Stud Partitions, Dated 6/20/79 LEAF-0003, IPEEE Fire Risk Operator Actions, Rev.",112,1351,1503,ML13182A476.txt,U,U,U
"1 LEAF-0039, Qualification of 3 Hour Fire Barrier System 47-03 in Accordance with GL 86-10, Supplement 1, Rev.",112,1503,1613,ML13182A476.txt,U,U,U
"0 LF-0011, Hose Station Hydraulic Analysis, Rev.",112,1613,1661,ML13182A476.txt,U,U,U
"1 LF-0016-019, Fire Area 019 Fire Safe Shutdown Analysis, Rev.",112,1661,1723,ML13182A476.txt,U,U,U
"3 LF-0016-025, Fire Area 025 Fire Safe Shutdown Analysis, Rev.",112,1723,1785,ML13182A476.txt,U,U,U
"3 LF-0016-047E, Fire Area 047E Fire Safe Shutdown Analysis, Rev.",112,1785,1849,ML13182A476.txt,U,U,U
"1 LF-0016-085, Fire Area 085 Fire Safe Shutdown Analysis, Rev.",112,1849,1911,ML13182A476.txt,U,U,U
"1 M-22-05, Fire Protection Piping Pressure Losses, Rev.",112,1911,1966,ML13182A476.txt,U,U,U
"3 M-22-09, Fire Protection Hydraulic Calculation, Rev.",112,1966,2020,ML13182A476.txt,U,U,U
"3 NE-0355, Specification for MSO Assessment at Limerick Generating Station, Rev.",112,2020,2100,ML13182A476.txt,U,U,U
"0 NE-294, Specification for Post-Fire Safe Shutdown Program Requirements at Limerick Generating Station, Rev.",112,2100,2209,ML13182A476.txt,U,U,U
4 Attachment,112,2209,2221,ML13182A476.txt,U,U,U
"A-3 RT-6-022-253-0, Test Results Evaluation Backup Diesel Driven Fire Pump (10-P402) Characteristic Curve Test, Rev.",114,0,117,ML13182A476.txt,U,U,U
"14 Safe and Alternate Shutdown Component Information Sheet, Component ID 0BP548 Safe and Alternate Shutdown Component Information Sheet, Component ID 1BP202 Safe and Alternate Shutdown Component Information Sheet, Component ID HV-51-1F004B Safe and Alternate Shutdown Component Information Sheet, Component ID HV-51-1F008 Safe and Alternate Shutdown Component Information Sheet, Component ID HV-51-2F016B Safe and Alternate Shutdown Component Information Sheet, Component ID HV-55-2F002 Safe and Alternate Shutdown Component Information Sheet, Component ID LI-55-141 Safe and Alternate Shutdown Component Information Sheet, Component ID PI-42-1R011 Procedures CC-AA-209, Fire Protection Program Configuration Change Review, Rev.",114,117,845,ML13182A476.txt,U,U,U
"3 CC-AA-211, Fire Protection Program, Rev.",114,845,887,ML13182A476.txt,U,U,U
"4 CC-AA-211-1001, Generic Letter 86-10 Evaluations, Rev.",114,887,943,ML13182A476.txt,U,U,U
"0 ER-AA-200, Preventive Maintenance Program, Rev.",114,943,992,ML13182A476.txt,U,U,U
"0 M-C-700-231, ITE (Brown Boveri) K-Line Static Circuit Breaker Calibration, Rev.",114,992,1073,ML13182A476.txt,U,U,U
"9 M-C-700-232, Testing and Control of 600 Volt Class Molded Case Circuit Breakers and Setpoints, Rev.",114,1073,1174,ML13182A476.txt,U,U,U
"16 OP-AA-201-001, Fire Marshal Tours, Rev.",114,1174,1216,ML13182A476.txt,U,U,U
"5 OP-AA-201-002, Fire Event Reports, Rev.",114,1216,1257,ML13182A476.txt,U,U,U
"5 OP-AA-201-003, Fire Drill Performance, Rev.",114,1257,1302,ML13182A476.txt,U,U,U
"12 OP-AA-201-004, Fire Prevention for Hot Work, Rev.",114,1302,1354,ML13182A476.txt,U,U,U
"9 OP-AA-201-005, Fire Brigade Qualification, Rev.",114,1354,1403,ML13182A476.txt,U,U,U
"8 OP-AA-201-006, Control of Temporary Heat Sources, Rev.",114,1403,1459,ML13182A476.txt,U,U,U
"5 OP-AA-201-008, Pre-Fire Plan Manual, Rev.",114,1459,1502,ML13182A476.txt,U,U,U
"3 OP-AA-201-009, Control of Transient Combustible Material, Rev.",114,1502,1566,ML13182A476.txt,U,U,U
"11 OP-AA-201-011, 1011, Fire Marshal Certification Process, Rev.",114,1566,1630,ML13182A476.txt,U,U,U
"1 RT-5-022-801, Backup Diesel Driven Fire Pump (10P402) Fuel Analysis, Rev.",114,1630,1705,ML13182A476.txt,U,U,U
"8 RT-6-000-900-0, Inspection Of Safe Shutdown Equipment, Rev.",114,1705,1766,ML13182A476.txt,U,U,U
"30 RT-6-022-911-0, Inspection of Fire Brigade Lockers, Rev.",114,1766,1825,ML13182A476.txt,U,U,U
"11 RT-6-022-994-0, Verification of Operator Qualifications (Fire Brigade), Rev.",114,1825,1904,ML13182A476.txt,U,U,U
"18 S20.10.B, Ordering & Accepting Delivery Fuel Oil, Rev.",114,1904,1961,ML13182A476.txt,U,U,U
"24 ST-5-022-800-0, FSWS Diesel Driven Fire Pump Fuel Analysis, Rev.",114,1961,2028,ML13182A476.txt,U,U,U
"8 SY-LG-1016, Limerick Watch Standing Practices, Rev.",114,2028,2081,ML13182A476.txt,U,U,U
"0 Operations Procedures 1FSSG-3019, Fire Area 019 Fire Guide, Rev.",114,2081,2147,ML13182A476.txt,U,U,U
"2 1FSSG-3025, Fire Area 025 Fire Guide, Rev.",114,2147,2191,ML13182A476.txt,U,U,U
"16 1FSSG-3047E, Fire Area 047E Fire Guide, Rev.",114,2191,2238,ML13182A476.txt,U,U,U
"19 1FSSG-3085, Fire Area 085 Fire Guide, Rev.",114,2238,2283,ML13182A476.txt,U,U,U
"0 2FSSG-2035, Fire Area 025 Fire Guide, Rev.",114,2283,2327,ML13182A476.txt,U,U,U
"15 2FSSG-3019, Fire Area 019 Fire Guide, Rev.",114,2327,2372,ML13182A476.txt,U,U,U
"6 2FSSG-3047E, Fire Area 047E Fire Guide, Rev.",114,2372,2418,ML13182A476.txt,U,U,U
"6 2FSSG-3085, Fire Area 085 Fire Guide, Rev.",114,2418,2462,ML13182A476.txt,U,U,U
4 Attachment,114,2462,2474,ML13182A476.txt,U,U,U
"A-4 ARC-MCR-00 H6L, Spray Pond Pump Structure, Rev.",116,0,52,ML13182A476.txt,U,U,U
"2 ARC-MCR-006 J3L, CONT EL 289 PGCC I, Rev.",116,52,95,ML13182A476.txt,U,U,U
"6 S88.1.A, Remote Shutdown Panel Controls, Rev.",116,95,142,ML13182A476.txt,U,U,U
"21 SE-1, Remote Shutdown, Rev.",116,142,172,ML13182A476.txt,U,U,U
"68 SE-1-1, Protected Depressurization Control (Long Term Operation), Rev.",116,172,245,ML13182A476.txt,U,U,U
"13 SE-1-2, Protected Power Source, Rev.",116,245,284,ML13182A476.txt,U,U,U
"12 SE-1-3, Protected Ventilation Source, Rev.",116,284,329,ML13182A476.txt,U,U,U
"15 SE-8, Fire, Rev.",116,329,348,ML13182A476.txt,U,U,U
"47 SE-8, Fire, Rev.",116,348,367,ML13182A476.txt,U,U,U
"48 Operating Experience Evaluations AR00534749, IN 2006-22 ULSD Fuel for Small Diesel & Auxiliary Boiler Usage, Dated 12/22/06 AR00547835, OPEX Evaluation for IN 2006-22, Dated 11/23/06 AR00898494, IN 2009-02 Biodiesel Impact on Diesel Engine Performance, Dated 6/23/09 AR01001039, IN 2009-29, Potential Failure of Water Supply Pumps to Automatically Start Due to a Fire, Dated 2/3/10 AR01018785, Limerick Fire Pump Controller OPEX Review NRC IN 2009-29, Dated 1/20/10 IR00827817, OPEX Evaluation for NRC Information Regarding Biodiesel Fuel for Fleet, Dated 5/29/09 Large Fires and Explosions Mitigation Strategies Documents ON-125, Loss of Fuel Pool Cooling, Rev.",116,367,1032,ML13182A476.txt,U,U,U
"12 SE-23, Security Threat, Rev.",116,1032,1063,ML13182A476.txt,U,U,U
